date,hit_count,text_count
2015-11-30,1,1
2015-12-18,1,1
2016-02-17,1,1
2016-03-23,1,1
2016-04-18,1,1
2016-07-21,1,1
2016-08-23,1,1
2016-09-07,1,1
2016-09-22,1,1
2016-09-24,1,1
2016-11-04,1,1
2016-11-05,1,1
2016-12-20,1,1
2016-12-31,1,1
2017-03-03,1,1
2017-04-04,1,1
2017-05-15,1,1
2017-08-18,1,1
2017-09-16,1,1
2017-10-04,1,1
2017-11-22,1,1
2018-02-07,1,1
2018-02-08,1,1
2018-02-21,1,1
2018-03-24,1,1
2018-06-20,1,1
2018-06-26,1,1
2018-08-23,1,1
2018-08-25,1,1
2018-08-27,1,1
2018-09-03,1,1
2018-10-01,1,1
2018-10-04,1,1
2018-10-05,1,1
2018-10-11,1,1
2018-10-13,1,1
2018-10-15,1,1
2018-11-07,1,1
2018-11-19,1,1
2018-11-24,1,1
2018-12-10,1,1
2018-12-14,1,1
2018-12-15,1,1
2018-12-18,1,1
2018-12-22,1,1
2019-01-16,1,1
2019-01-18,1,1
2019-01-19,1,1
2019-02-02,1,1
2019-02-04,1,1
2019-02-20,1,1
2019-03-02,1,1
2019-03-15,1,1
2019-03-16,4,4
2019-03-18,3,3
2019-03-20,1,1
2019-03-22,1,1
2019-03-29,1,1
2019-03-30,1,1
2019-04-11,2,2
2019-04-13,1,1
2019-04-20,1,1
2019-04-24,1,1
2019-05-03,1,1
2019-05-08,1,1
2019-05-09,2,2
2019-05-10,2,2
2019-05-11,1,1
2019-05-13,1,1
2019-05-14,2,2
2019-05-21,1,1
2019-05-22,1,1
2019-05-24,1,1
2019-05-25,1,1
2019-05-31,2,2
2019-06-01,1,1
2019-06-08,1,1
2019-06-12,1,1
2019-06-13,1,1
2019-06-15,1,1
2019-06-27,1,1
2019-06-29,4,4
2019-07-01,1,1
2019-07-02,1,1
2019-07-05,1,1
2019-07-06,1,1
2019-07-10,1,1
2019-07-17,3,3
2019-07-18,1,1
2019-07-20,1,1
2019-08-05,1,1
2019-08-10,1,1
2019-08-13,1,1
2019-08-21,1,1
2019-08-22,1,1
2019-08-23,2,2
2019-08-24,1,1
2019-08-29,1,1
2019-08-31,1,1
2019-09-02,1,1
2019-09-03,1,1
2019-09-07,1,1
2019-09-13,1,1
2019-09-14,1,1
2019-09-19,1,1
2019-09-20,2,2
2019-09-21,2,2
2019-09-24,2,2
2019-09-27,1,1
2019-09-28,2,2
2019-10-15,1,1
2019-10-17,1,1
2019-10-19,3,3
2019-10-21,1,1
2019-10-22,2,2
2019-10-23,1,1
2019-10-24,2,2
2019-11-08,1,1
2019-11-14,1,1
2019-11-20,1,1
2019-11-28,1,1
2019-11-30,2,2
2019-12-09,1,1
2019-12-10,1,1
2019-12-11,1,1
2019-12-18,2,2
2020-01-06,1,1
2020-01-25,1,1
2020-01-28,1,1
2020-01-31,3,3
2020-02-01,1,1
2020-02-03,1,1
2020-02-08,1,1
2020-02-11,1,1
2020-02-14,1,1
2020-02-15,4,4
2020-02-25,1,1
2020-03-04,1,1
2020-03-07,1,1
2020-03-10,1,1
2020-03-23,1,1
2020-04-25,1,1
2020-05-30,1,1
2020-06-03,1,1
2020-06-15,2,2
2020-06-19,1,1
2020-06-20,3,3
2020-06-22,1,1
2020-06-25,1,1
2020-07-02,1,1
2020-07-03,1,1
2020-07-04,1,1
2020-07-10,1,1
2020-07-11,1,1
2020-07-21,1,1
2020-08-10,1,1
2020-08-18,1,1
2020-08-24,1,1
2020-08-29,1,1
2020-09-26,3,3
2020-09-30,1,1
2020-10-07,1,1
2020-10-26,1,1
2020-10-29,1,1
2020-11-06,1,1
2020-12-12,1,1
2020-12-14,1,1
2021-01-11,1,1
2021-01-15,1,1
2021-01-18,1,1
2021-02-12,1,1
2021-03-06,1,1
2021-03-11,1,1
2021-03-19,1,1
2021-03-20,1,1
2021-03-22,1,1
2021-03-24,2,2
2021-03-25,1,1
2021-03-26,1,1
2021-03-29,1,1
2021-04-15,1,1
2021-04-29,1,1
2021-05-04,1,1
2021-05-14,1,1
2021-05-15,1,1
2021-05-19,1,1
2021-05-22,1,1
2021-05-25,1,1
2021-06-14,1,1
2021-06-19,1,1
2021-06-21,1,1
2021-06-22,1,1
2021-06-23,1,1
2021-06-28,1,1
2021-07-05,1,1
2021-07-13,1,1
