newspaper,engine,date,count
haz.de,google,2014-04-01,16
haz.de,google,2014-05-01,14
haz.de,google,2014-06-01,25
haz.de,google,2014-07-01,31
haz.de,google,2014-08-01,27
haz.de,google,2014-09-01,28
haz.de,google,2014-10-01,19
haz.de,google,2014-11-01,18
haz.de,google,2014-12-01,18
haz.de,google,2015-01-01,26
haz.de,google,2015-02-01,21
haz.de,google,2015-03-01,26
haz.de,google,2015-04-01,27
haz.de,google,2015-05-01,25
haz.de,google,2015-06-01,20
haz.de,google,2015-07-01,42
haz.de,google,2015-08-01,27
haz.de,google,2015-09-01,33
haz.de,google,2015-10-01,38
haz.de,google,2015-11-01,43
haz.de,google,2015-12-01,44
haz.de,google,2016-01-01,47
haz.de,google,2016-02-01,41
haz.de,google,2016-03-01,41
haz.de,google,2016-04-01,45
haz.de,google,2016-05-01,38
haz.de,google,2016-06-01,40
haz.de,google,2016-07-01,27
haz.de,google,2016-08-01,32
haz.de,google,2016-09-01,46
haz.de,google,2016-10-01,45
haz.de,google,2016-11-01,43
haz.de,google,2016-12-01,39
haz.de,google,2017-01-01,58
haz.de,google,2017-02-01,38
haz.de,google,2017-03-01,53
haz.de,google,2017-04-01,48
haz.de,google,2017-05-01,60
haz.de,google,2017-06-01,58
haz.de,google,2017-07-01,47
haz.de,google,2017-08-01,47
haz.de,google,2017-09-01,56
haz.de,google,2017-10-01,42
haz.de,google,2017-11-01,58
haz.de,google,2017-12-01,67
haz.de,google,2018-01-01,272
haz.de,google,2018-02-01,269
haz.de,google,2018-03-01,282
haz.de,google,2018-04-01,283
haz.de,google,2018-05-01,265
haz.de,google,2018-06-01,277
haz.de,google,2018-07-01,261
haz.de,google,2018-08-01,263
haz.de,google,2018-09-01,266
haz.de,google,2018-10-01,250
haz.de,google,2018-11-01,259
haz.de,google,2018-12-01,266
haz.de,google,2019-01-01,267
haz.de,google,2019-02-01,249
haz.de,google,2019-03-01,252
haz.de,google,2019-04-01,238
haz.de,google,2019-05-01,249
haz.de,google,2019-06-01,212
haz.de,google,2019-07-01,230
haz.de,google,2019-08-01,250
haz.de,google,2019-09-01,208
haz.de,google,2019-10-01,185
haz.de,google,2019-11-01,227
haz.de,google,2019-12-01,244
haz.de,google,2020-01-01,235
haz.de,google,2020-02-01,199
haz.de,google,2020-03-01,202
haz.de,google,2020-04-01,201
haz.de,google,2020-05-01,210
haz.de,google,2020-06-01,193
haz.de,google,2020-07-01,168
haz.de,google,2020-08-01,193
haz.de,google,2020-09-01,143
haz.de,google,2020-10-01,201
haz.de,google,2020-11-01,206
haz.de,google,2020-12-01,194
haz.de,google,2021-01-01,146
haz.de,google,2021-02-01,209
haz.de,google,2021-03-01,195
haz.de,google,2021-04-01,164
haz.de,google,2021-05-01,166
haz.de,google,2021-06-01,155
haz.de,google,2021-07-01,176
haz.de,google,2021-08-01,134
haz.de,google,2021-09-01,170
haz.de,google,2021-10-01,211
haz.de,google,2021-11-01,207
haz.de,google,2021-12-01,147
haz.de,mediacloud,2013-01-01,0
haz.de,mediacloud,2013-02-01,0
haz.de,mediacloud,2013-03-01,0
haz.de,mediacloud,2013-04-01,0
haz.de,mediacloud,2013-05-01,0
haz.de,mediacloud,2013-06-01,0
haz.de,mediacloud,2013-07-01,0
haz.de,mediacloud,2013-08-01,0
haz.de,mediacloud,2013-09-01,0
haz.de,mediacloud,2013-10-01,0
haz.de,mediacloud,2013-11-01,0
haz.de,mediacloud,2013-12-01,0
haz.de,mediacloud,2014-01-01,0
haz.de,mediacloud,2014-02-01,0
haz.de,mediacloud,2014-03-01,0
haz.de,mediacloud,2014-04-01,0
haz.de,mediacloud,2014-05-01,0
haz.de,mediacloud,2014-06-01,0
haz.de,mediacloud,2014-07-01,0
haz.de,mediacloud,2014-08-01,0
haz.de,mediacloud,2014-09-01,0
haz.de,mediacloud,2014-10-01,0
haz.de,mediacloud,2014-11-01,0
haz.de,mediacloud,2014-12-01,0
haz.de,mediacloud,2015-01-01,0
haz.de,mediacloud,2015-02-01,0
haz.de,mediacloud,2015-03-01,0
haz.de,mediacloud,2015-04-01,0
haz.de,mediacloud,2015-05-01,0
haz.de,mediacloud,2015-06-01,0
haz.de,mediacloud,2015-07-01,0
haz.de,mediacloud,2015-08-01,0
haz.de,mediacloud,2015-09-01,0
haz.de,mediacloud,2015-10-01,0
haz.de,mediacloud,2015-11-01,0
haz.de,mediacloud,2015-12-01,0
haz.de,mediacloud,2016-01-01,0
haz.de,mediacloud,2016-02-01,3
haz.de,mediacloud,2016-03-01,0
haz.de,mediacloud,2016-04-01,0
haz.de,mediacloud,2016-05-01,0
haz.de,mediacloud,2016-06-01,0
haz.de,mediacloud,2016-07-01,0
haz.de,mediacloud,2016-08-01,0
haz.de,mediacloud,2016-09-01,0
haz.de,mediacloud,2016-10-01,0
haz.de,mediacloud,2016-11-01,0
haz.de,mediacloud,2016-12-01,0
haz.de,mediacloud,2017-01-01,1
haz.de,mediacloud,2017-02-01,19
haz.de,mediacloud,2017-03-01,6
haz.de,mediacloud,2017-04-01,1163
haz.de,mediacloud,2017-05-01,1676
haz.de,mediacloud,2017-06-01,1654
haz.de,mediacloud,2017-07-01,1438
haz.de,mediacloud,2017-08-01,995
haz.de,mediacloud,2017-09-01,1749
haz.de,mediacloud,2017-10-01,1770
haz.de,mediacloud,2017-11-01,1941
haz.de,mediacloud,2017-12-01,1766
haz.de,mediacloud,2018-01-01,999
haz.de,mediacloud,2018-02-01,1862
haz.de,mediacloud,2018-03-01,2017
haz.de,mediacloud,2018-04-01,1624
haz.de,mediacloud,2018-05-01,1883
haz.de,mediacloud,2018-06-01,997
haz.de,mediacloud,2018-07-01,1992
haz.de,mediacloud,2018-08-01,2319
haz.de,mediacloud,2018-09-01,2178
haz.de,mediacloud,2018-10-01,2600
haz.de,mediacloud,2018-11-01,2534
haz.de,mediacloud,2018-12-01,1997
haz.de,mediacloud,2019-01-01,2404
haz.de,mediacloud,2019-02-01,2252
haz.de,mediacloud,2019-03-01,1536
haz.de,mediacloud,2019-04-01,902
haz.de,mediacloud,2019-05-01,3158
haz.de,mediacloud,2019-06-01,2998
haz.de,mediacloud,2019-07-01,1999
haz.de,mediacloud,2019-08-01,2877
haz.de,mediacloud,2019-09-01,2969
haz.de,mediacloud,2019-10-01,1824
haz.de,mediacloud,2019-11-01,2826
haz.de,mediacloud,2019-12-01,2856
haz.de,mediacloud,2020-01-01,3078
haz.de,mediacloud,2020-02-01,2571
haz.de,mediacloud,2020-03-01,997
haz.de,mediacloud,2020-04-01,999
haz.de,mediacloud,2020-05-01,3845
haz.de,mediacloud,2020-06-01,4105
haz.de,mediacloud,2020-07-01,4021
haz.de,mediacloud,2020-08-01,4339
haz.de,mediacloud,2020-09-01,6458
haz.de,mediacloud,2020-10-01,6587
haz.de,mediacloud,2020-11-01,6555
haz.de,mediacloud,2020-12-01,6100
haz.de,mediacloud,2021-01-01,6220
haz.de,mediacloud,2021-02-01,5916
haz.de,mediacloud,2021-03-01,6535
haz.de,mediacloud,2021-04-01,4656
haz.de,mediacloud,2021-05-01,5935
haz.de,mediacloud,2021-06-01,6768
haz.de,mediacloud,2021-07-01,6575
haz.de,mediacloud,2021-08-01,4362
haz.de,mediacloud,2021-09-01,3134
haz.de,mediacloud,2021-10-01,0
haz.de,mediacloud,2021-11-01,0
haz.de,mediacloud,2021-12-01,4998
lvz.de,google,2013-01-01,0
lvz.de,google,2013-02-01,0
lvz.de,google,2013-03-01,0
lvz.de,google,2013-04-01,0
lvz.de,google,2013-05-01,0
lvz.de,google,2013-06-01,0
lvz.de,google,2013-07-01,0
lvz.de,google,2013-08-01,0
lvz.de,google,2013-09-01,0
lvz.de,google,2013-10-01,0
lvz.de,google,2013-11-01,0
lvz.de,google,2013-12-01,0
lvz.de,google,2014-01-01,0
lvz.de,google,2014-02-01,0
lvz.de,google,2014-03-01,1
lvz.de,google,2014-04-01,0
lvz.de,google,2014-05-01,0
lvz.de,google,2014-06-01,0
lvz.de,google,2014-07-01,0
lvz.de,google,2014-08-01,0
lvz.de,google,2014-09-01,0
lvz.de,google,2014-10-01,0
lvz.de,google,2014-11-01,0
lvz.de,google,2014-12-01,0
lvz.de,google,2015-01-01,0
lvz.de,google,2015-02-01,0
lvz.de,google,2015-03-01,0
lvz.de,google,2015-04-01,0
lvz.de,google,2015-05-01,6
lvz.de,google,2015-06-01,10
lvz.de,google,2015-07-01,4
lvz.de,google,2015-08-01,13
lvz.de,google,2015-09-01,16
lvz.de,google,2015-10-01,25
lvz.de,google,2015-11-01,31
lvz.de,google,2015-12-01,25
lvz.de,google,2016-01-01,26
lvz.de,google,2016-02-01,33
lvz.de,google,2016-03-01,27
lvz.de,google,2016-04-01,40
lvz.de,google,2016-05-01,38
lvz.de,google,2016-06-01,36
lvz.de,google,2016-07-01,42
lvz.de,google,2016-08-01,34
lvz.de,google,2016-09-01,36
lvz.de,google,2016-10-01,36
lvz.de,google,2016-11-01,21
lvz.de,google,2016-12-01,30
lvz.de,google,2017-01-01,49
lvz.de,google,2017-02-01,36
lvz.de,google,2017-03-01,51
lvz.de,google,2017-04-01,44
lvz.de,google,2017-05-01,46
lvz.de,google,2017-06-01,55
lvz.de,google,2017-07-01,56
lvz.de,google,2017-08-01,62
lvz.de,google,2017-09-01,48
lvz.de,google,2017-10-01,40
lvz.de,google,2017-11-01,48
lvz.de,google,2017-12-01,68
lvz.de,google,2018-01-01,271
lvz.de,google,2018-02-01,265
lvz.de,google,2018-03-01,262
lvz.de,google,2018-04-01,269
lvz.de,google,2018-05-01,259
lvz.de,google,2018-06-01,278
lvz.de,google,2018-07-01,255
lvz.de,google,2018-08-01,270
lvz.de,google,2018-09-01,257
lvz.de,google,2018-10-01,240
lvz.de,google,2018-11-01,263
lvz.de,google,2018-12-01,247
lvz.de,google,2019-01-01,224
lvz.de,google,2019-02-01,229
lvz.de,google,2019-03-01,188
lvz.de,google,2019-04-01,181
lvz.de,google,2019-05-01,199
lvz.de,google,2019-06-01,189
lvz.de,google,2019-07-01,187
lvz.de,google,2019-08-01,181
lvz.de,google,2019-09-01,182
lvz.de,google,2019-10-01,165
lvz.de,google,2019-11-01,162
lvz.de,google,2019-12-01,171
lvz.de,google,2020-01-01,167
lvz.de,google,2020-02-01,153
lvz.de,google,2020-03-01,180
lvz.de,google,2020-04-01,164
lvz.de,google,2020-05-01,153
lvz.de,google,2020-06-01,125
lvz.de,google,2020-07-01,138
lvz.de,google,2020-08-01,165
lvz.de,google,2020-09-01,139
lvz.de,google,2020-10-01,162
lvz.de,google,2020-11-01,165
lvz.de,google,2020-12-01,169
lvz.de,google,2021-01-01,141
lvz.de,google,2021-02-01,170
lvz.de,google,2021-03-01,140
lvz.de,google,2021-04-01,145
lvz.de,google,2021-05-01,155
lvz.de,google,2021-06-01,189
lvz.de,google,2021-07-01,189
lvz.de,google,2021-08-01,144
lvz.de,google,2021-09-01,119
lvz.de,google,2021-10-01,160
lvz.de,google,2021-11-01,117
lvz.de,google,2021-12-01,100
lvz.de,mediacloud,2013-01-01,0
lvz.de,mediacloud,2013-02-01,0
lvz.de,mediacloud,2013-03-01,0
lvz.de,mediacloud,2013-04-01,0
lvz.de,mediacloud,2013-05-01,0
lvz.de,mediacloud,2013-06-01,0
lvz.de,mediacloud,2013-07-01,0
lvz.de,mediacloud,2013-08-01,0
lvz.de,mediacloud,2013-09-01,0
lvz.de,mediacloud,2013-10-01,0
lvz.de,mediacloud,2013-11-01,0
lvz.de,mediacloud,2013-12-01,0
lvz.de,mediacloud,2014-01-01,0
lvz.de,mediacloud,2014-02-01,0
lvz.de,mediacloud,2014-03-01,0
lvz.de,mediacloud,2014-04-01,0
lvz.de,mediacloud,2014-05-01,0
lvz.de,mediacloud,2014-06-01,0
lvz.de,mediacloud,2014-07-01,0
lvz.de,mediacloud,2014-08-01,0
lvz.de,mediacloud,2014-09-01,0
lvz.de,mediacloud,2014-10-01,0
lvz.de,mediacloud,2014-11-01,0
lvz.de,mediacloud,2014-12-01,0
lvz.de,mediacloud,2015-01-01,0
lvz.de,mediacloud,2015-02-01,0
lvz.de,mediacloud,2015-03-01,0
lvz.de,mediacloud,2015-04-01,0
lvz.de,mediacloud,2015-05-01,0
lvz.de,mediacloud,2015-06-01,0
lvz.de,mediacloud,2015-07-01,0
lvz.de,mediacloud,2015-08-01,0
lvz.de,mediacloud,2015-09-01,0
lvz.de,mediacloud,2015-10-01,0
lvz.de,mediacloud,2015-11-01,0
lvz.de,mediacloud,2015-12-01,0
lvz.de,mediacloud,2016-01-01,0
lvz.de,mediacloud,2016-02-01,0
lvz.de,mediacloud,2016-03-01,0
lvz.de,mediacloud,2016-04-01,0
lvz.de,mediacloud,2016-05-01,0
lvz.de,mediacloud,2016-06-01,0
lvz.de,mediacloud,2016-07-01,0
lvz.de,mediacloud,2016-08-01,0
lvz.de,mediacloud,2016-09-01,0
lvz.de,mediacloud,2016-10-01,0
lvz.de,mediacloud,2016-11-01,0
lvz.de,mediacloud,2016-12-01,0
lvz.de,mediacloud,2017-01-01,1
lvz.de,mediacloud,2017-02-01,7
lvz.de,mediacloud,2017-03-01,0
lvz.de,mediacloud,2017-04-01,1
lvz.de,mediacloud,2017-05-01,0
lvz.de,mediacloud,2017-06-01,1
lvz.de,mediacloud,2017-07-01,2
lvz.de,mediacloud,2017-08-01,0
lvz.de,mediacloud,2017-09-01,0
lvz.de,mediacloud,2017-10-01,0
lvz.de,mediacloud,2017-11-01,0
lvz.de,mediacloud,2017-12-01,1
lvz.de,mediacloud,2018-01-01,0
lvz.de,mediacloud,2018-02-01,0
lvz.de,mediacloud,2018-03-01,0
lvz.de,mediacloud,2018-04-01,1
lvz.de,mediacloud,2018-05-01,0
lvz.de,mediacloud,2018-06-01,0
lvz.de,mediacloud,2018-07-01,1
lvz.de,mediacloud,2018-08-01,0
lvz.de,mediacloud,2018-09-01,2
lvz.de,mediacloud,2018-10-01,0
lvz.de,mediacloud,2018-11-01,2
lvz.de,mediacloud,2018-12-01,46
lvz.de,mediacloud,2019-01-01,0
lvz.de,mediacloud,2019-02-01,43
lvz.de,mediacloud,2019-03-01,2
lvz.de,mediacloud,2019-04-01,0
lvz.de,mediacloud,2019-05-01,0
lvz.de,mediacloud,2019-06-01,1
lvz.de,mediacloud,2019-07-01,2
lvz.de,mediacloud,2019-08-01,3
lvz.de,mediacloud,2019-09-01,0
lvz.de,mediacloud,2019-10-01,0
lvz.de,mediacloud,2019-11-01,0
lvz.de,mediacloud,2019-12-01,2
lvz.de,mediacloud,2020-01-01,4
lvz.de,mediacloud,2020-02-01,0
lvz.de,mediacloud,2020-03-01,7
lvz.de,mediacloud,2020-04-01,1
lvz.de,mediacloud,2020-05-01,2
lvz.de,mediacloud,2020-06-01,0
lvz.de,mediacloud,2020-07-01,0
lvz.de,mediacloud,2020-08-01,0
lvz.de,mediacloud,2020-09-01,0
lvz.de,mediacloud,2020-10-01,0
lvz.de,mediacloud,2020-11-01,0
lvz.de,mediacloud,2020-12-01,0
lvz.de,mediacloud,2021-01-01,0
lvz.de,mediacloud,2021-02-01,0
lvz.de,mediacloud,2021-03-01,0
lvz.de,mediacloud,2021-04-01,0
lvz.de,mediacloud,2021-05-01,0
lvz.de,mediacloud,2021-06-01,0
lvz.de,mediacloud,2021-07-01,0
lvz.de,mediacloud,2021-08-01,0
lvz.de,mediacloud,2021-09-01,0
lvz.de,mediacloud,2021-10-01,0
lvz.de,mediacloud,2021-11-01,0
lvz.de,mediacloud,2021-12-01,0
n-tv.de,google,2013-01-01,175
n-tv.de,google,2013-02-01,155
n-tv.de,google,2013-03-01,207
n-tv.de,google,2013-04-01,205
n-tv.de,google,2013-05-01,233
n-tv.de,google,2013-06-01,224
n-tv.de,google,2013-07-01,209
n-tv.de,google,2013-08-01,193
n-tv.de,google,2013-09-01,237
n-tv.de,google,2013-10-01,280
n-tv.de,google,2013-11-01,269
n-tv.de,google,2013-12-01,258
n-tv.de,google,2014-01-01,217
n-tv.de,google,2014-02-01,198
n-tv.de,google,2014-03-01,282
n-tv.de,google,2014-04-01,230
n-tv.de,google,2014-05-01,243
n-tv.de,google,2014-06-01,229
n-tv.de,google,2014-07-01,260
n-tv.de,google,2014-08-01,249
n-tv.de,google,2014-09-01,276
n-tv.de,google,2014-10-01,267
n-tv.de,google,2014-11-01,281
n-tv.de,google,2014-12-01,234
n-tv.de,google,2015-01-01,300
n-tv.de,google,2015-02-01,300
n-tv.de,google,2015-03-01,300
n-tv.de,google,2015-04-01,299
n-tv.de,google,2015-05-01,289
n-tv.de,google,2015-06-01,298
n-tv.de,google,2015-07-01,298
n-tv.de,google,2015-08-01,300
n-tv.de,google,2015-09-01,298
n-tv.de,google,2015-10-01,292
n-tv.de,google,2015-11-01,300
n-tv.de,google,2015-12-01,299
n-tv.de,google,2016-01-01,300
n-tv.de,google,2016-02-01,298
n-tv.de,google,2016-03-01,299
n-tv.de,google,2016-04-01,300
n-tv.de,google,2016-05-01,298
n-tv.de,google,2016-06-01,297
n-tv.de,google,2016-07-01,299
n-tv.de,google,2016-08-01,298
n-tv.de,google,2016-09-01,298
n-tv.de,google,2016-10-01,299
n-tv.de,google,2016-11-01,300
n-tv.de,google,2016-12-01,300
n-tv.de,google,2017-01-01,300
n-tv.de,google,2017-02-01,298
n-tv.de,google,2017-03-01,300
n-tv.de,google,2017-04-01,300
n-tv.de,google,2017-05-01,299
n-tv.de,google,2017-06-01,299
n-tv.de,google,2017-07-01,299
n-tv.de,google,2017-08-01,300
n-tv.de,google,2017-09-01,298
n-tv.de,google,2017-10-01,299
n-tv.de,google,2017-11-01,300
n-tv.de,google,2017-12-01,300
n-tv.de,google,2018-01-01,300
n-tv.de,google,2018-02-01,300
n-tv.de,google,2018-03-01,300
n-tv.de,google,2018-04-01,300
n-tv.de,google,2018-05-01,297
n-tv.de,google,2018-06-01,293
n-tv.de,google,2018-07-01,296
n-tv.de,google,2018-08-01,300
n-tv.de,google,2018-09-01,300
n-tv.de,google,2018-10-01,300
n-tv.de,google,2018-11-01,297
n-tv.de,google,2018-12-01,300
n-tv.de,google,2019-01-01,300
n-tv.de,google,2019-02-01,295
n-tv.de,google,2019-03-01,300
n-tv.de,google,2019-04-01,300
n-tv.de,google,2019-05-01,300
n-tv.de,google,2019-06-01,299
n-tv.de,google,2019-07-01,300
n-tv.de,google,2019-08-01,299
n-tv.de,google,2019-09-01,297
n-tv.de,google,2019-10-01,295
n-tv.de,google,2019-11-01,296
n-tv.de,google,2019-12-01,297
n-tv.de,google,2020-01-01,298
n-tv.de,google,2020-02-01,300
n-tv.de,google,2020-03-01,295
n-tv.de,google,2020-04-01,300
n-tv.de,google,2020-05-01,298
n-tv.de,google,2020-06-01,299
n-tv.de,google,2020-07-01,298
n-tv.de,google,2020-08-01,300
n-tv.de,google,2020-09-01,299
n-tv.de,google,2020-10-01,297
n-tv.de,google,2020-11-01,300
n-tv.de,google,2020-12-01,299
n-tv.de,google,2021-01-01,298
n-tv.de,google,2021-02-01,299
n-tv.de,google,2021-03-01,300
n-tv.de,google,2021-04-01,300
n-tv.de,google,2021-05-01,300
n-tv.de,google,2021-06-01,296
n-tv.de,google,2021-07-01,301
n-tv.de,google,2021-08-01,298
n-tv.de,google,2021-09-01,297
n-tv.de,google,2021-10-01,296
n-tv.de,google,2021-11-01,296
n-tv.de,google,2021-12-01,298
n-tv.de,mediacloud,2013-01-01,9
n-tv.de,mediacloud,2013-02-01,5
n-tv.de,mediacloud,2013-03-01,3
n-tv.de,mediacloud,2013-04-01,5
n-tv.de,mediacloud,2013-05-01,5
n-tv.de,mediacloud,2013-06-01,7
n-tv.de,mediacloud,2013-07-01,5
n-tv.de,mediacloud,2013-08-01,7
n-tv.de,mediacloud,2013-09-01,3
n-tv.de,mediacloud,2013-10-01,4
n-tv.de,mediacloud,2013-11-01,6
n-tv.de,mediacloud,2013-12-01,8
n-tv.de,mediacloud,2014-01-01,3
n-tv.de,mediacloud,2014-02-01,5
n-tv.de,mediacloud,2014-03-01,10
n-tv.de,mediacloud,2014-04-01,6
n-tv.de,mediacloud,2014-05-01,7
n-tv.de,mediacloud,2014-06-01,4
n-tv.de,mediacloud,2014-07-01,7
n-tv.de,mediacloud,2014-08-01,4
n-tv.de,mediacloud,2014-09-01,3
n-tv.de,mediacloud,2014-10-01,6
n-tv.de,mediacloud,2014-11-01,4
n-tv.de,mediacloud,2014-12-01,4
n-tv.de,mediacloud,2015-01-01,9
n-tv.de,mediacloud,2015-02-01,5
n-tv.de,mediacloud,2015-03-01,5
n-tv.de,mediacloud,2015-04-01,5
n-tv.de,mediacloud,2015-05-01,2
n-tv.de,mediacloud,2015-06-01,4
n-tv.de,mediacloud,2015-07-01,4
n-tv.de,mediacloud,2015-08-01,6
n-tv.de,mediacloud,2015-09-01,5
n-tv.de,mediacloud,2015-10-01,7
n-tv.de,mediacloud,2015-11-01,5
n-tv.de,mediacloud,2015-12-01,7
n-tv.de,mediacloud,2016-01-01,3
n-tv.de,mediacloud,2016-02-01,8
n-tv.de,mediacloud,2016-03-01,12
n-tv.de,mediacloud,2016-04-01,5
n-tv.de,mediacloud,2016-05-01,10
n-tv.de,mediacloud,2016-06-01,5
n-tv.de,mediacloud,2016-07-01,6
n-tv.de,mediacloud,2016-08-01,8
n-tv.de,mediacloud,2016-09-01,4
n-tv.de,mediacloud,2016-10-01,7
n-tv.de,mediacloud,2016-11-01,9
n-tv.de,mediacloud,2016-12-01,12
n-tv.de,mediacloud,2017-01-01,9
n-tv.de,mediacloud,2017-02-01,13
n-tv.de,mediacloud,2017-03-01,13
n-tv.de,mediacloud,2017-04-01,942
n-tv.de,mediacloud,2017-05-01,1232
n-tv.de,mediacloud,2017-06-01,1179
n-tv.de,mediacloud,2017-07-01,1242
n-tv.de,mediacloud,2017-08-01,982
n-tv.de,mediacloud,2017-09-01,1297
n-tv.de,mediacloud,2017-10-01,1312
n-tv.de,mediacloud,2017-11-01,1344
n-tv.de,mediacloud,2017-12-01,1201
n-tv.de,mediacloud,2018-01-01,1410
n-tv.de,mediacloud,2018-02-01,1226
n-tv.de,mediacloud,2018-03-01,1200
n-tv.de,mediacloud,2018-04-01,998
n-tv.de,mediacloud,2018-05-01,1138
n-tv.de,mediacloud,2018-06-01,1191
n-tv.de,mediacloud,2018-07-01,962
n-tv.de,mediacloud,2018-08-01,998
n-tv.de,mediacloud,2018-09-01,990
n-tv.de,mediacloud,2018-10-01,999
n-tv.de,mediacloud,2018-11-01,996
n-tv.de,mediacloud,2018-12-01,999
n-tv.de,mediacloud,2019-01-01,1256
n-tv.de,mediacloud,2019-02-01,2279
n-tv.de,mediacloud,2019-03-01,689
n-tv.de,mediacloud,2019-04-01,896
n-tv.de,mediacloud,2019-05-01,1335
n-tv.de,mediacloud,2019-06-01,1320
n-tv.de,mediacloud,2019-07-01,986
n-tv.de,mediacloud,2019-08-01,999
n-tv.de,mediacloud,2019-09-01,999
n-tv.de,mediacloud,2019-10-01,924
n-tv.de,mediacloud,2019-11-01,1119
n-tv.de,mediacloud,2019-12-01,995
n-tv.de,mediacloud,2020-01-01,999
n-tv.de,mediacloud,2020-02-01,998
n-tv.de,mediacloud,2020-03-01,989
n-tv.de,mediacloud,2020-04-01,990
n-tv.de,mediacloud,2020-05-01,995
n-tv.de,mediacloud,2020-06-01,1607
n-tv.de,mediacloud,2020-07-01,1551
n-tv.de,mediacloud,2020-08-01,1641
n-tv.de,mediacloud,2020-09-01,2431
n-tv.de,mediacloud,2020-10-01,2618
n-tv.de,mediacloud,2020-11-01,2481
n-tv.de,mediacloud,2020-12-01,2566
n-tv.de,mediacloud,2021-01-01,2617
n-tv.de,mediacloud,2021-02-01,2546
n-tv.de,mediacloud,2021-03-01,2973
n-tv.de,mediacloud,2021-04-01,2035
n-tv.de,mediacloud,2021-05-01,2710
n-tv.de,mediacloud,2021-06-01,2794
n-tv.de,mediacloud,2021-07-01,2502
n-tv.de,mediacloud,2021-08-01,2643
n-tv.de,mediacloud,2021-09-01,1279
n-tv.de,mediacloud,2021-10-01,0
n-tv.de,mediacloud,2021-11-01,0
n-tv.de,mediacloud,2021-12-01,999
noz.de,google,2013-01-01,3
noz.de,google,2013-02-01,2
noz.de,google,2013-03-01,2
noz.de,google,2013-04-01,0
noz.de,google,2013-05-01,5
noz.de,google,2013-06-01,4
noz.de,google,2013-07-01,6
noz.de,google,2013-08-01,9
noz.de,google,2013-09-01,112
noz.de,google,2013-10-01,155
noz.de,google,2013-11-01,191
noz.de,google,2013-12-01,143
noz.de,google,2014-01-01,165
noz.de,google,2014-02-01,176
noz.de,google,2014-03-01,222
noz.de,google,2014-04-01,156
noz.de,google,2014-05-01,191
noz.de,google,2014-06-01,199
noz.de,google,2014-07-01,275
noz.de,google,2014-08-01,228
noz.de,google,2014-09-01,234
noz.de,google,2014-10-01,244
noz.de,google,2014-11-01,238
noz.de,google,2014-12-01,264
noz.de,google,2015-01-01,293
noz.de,google,2015-02-01,300
noz.de,google,2015-03-01,298
noz.de,google,2015-04-01,300
noz.de,google,2015-05-01,300
noz.de,google,2015-06-01,300
noz.de,google,2015-07-01,295
noz.de,google,2015-08-01,296
noz.de,google,2015-09-01,298
noz.de,google,2015-10-01,298
noz.de,google,2015-11-01,298
noz.de,google,2015-12-01,296
noz.de,google,2016-01-01,300
noz.de,google,2016-02-01,298
noz.de,google,2016-03-01,300
noz.de,google,2016-04-01,300
noz.de,google,2016-05-01,300
noz.de,google,2016-06-01,299
noz.de,google,2016-07-01,300
noz.de,google,2016-08-01,290
noz.de,google,2016-09-01,299
noz.de,google,2016-10-01,299
noz.de,google,2016-11-01,295
noz.de,google,2016-12-01,298
noz.de,google,2017-01-01,297
noz.de,google,2017-02-01,296
noz.de,google,2017-03-01,298
noz.de,google,2017-04-01,300
noz.de,google,2017-05-01,297
noz.de,google,2017-06-01,299
noz.de,google,2017-07-01,293
noz.de,google,2017-08-01,295
noz.de,google,2017-09-01,294
noz.de,google,2017-10-01,298
noz.de,google,2017-11-01,297
noz.de,google,2017-12-01,292
noz.de,google,2018-01-01,299
noz.de,google,2018-02-01,298
noz.de,google,2018-03-01,298
noz.de,google,2018-04-01,300
noz.de,google,2018-05-01,297
noz.de,google,2018-06-01,295
noz.de,google,2018-07-01,299
noz.de,google,2018-08-01,300
noz.de,google,2018-09-01,297
noz.de,google,2018-10-01,297
noz.de,google,2018-11-01,300
noz.de,google,2018-12-01,299
noz.de,google,2019-01-01,299
noz.de,google,2019-02-01,300
noz.de,google,2019-03-01,300
noz.de,google,2019-04-01,295
noz.de,google,2019-05-01,300
noz.de,google,2019-06-01,299
noz.de,google,2019-07-01,299
noz.de,google,2019-08-01,299
noz.de,google,2019-09-01,293
noz.de,google,2019-10-01,0
noz.de,google,2019-11-01,300
noz.de,google,2019-12-01,290
noz.de,google,2020-01-01,297
noz.de,google,2020-02-01,299
noz.de,google,2020-03-01,298
noz.de,google,2020-04-01,300
noz.de,google,2020-05-01,299
noz.de,google,2020-06-01,293
noz.de,google,2020-07-01,298
noz.de,google,2020-08-01,300
noz.de,google,2020-09-01,298
noz.de,google,2020-10-01,300
noz.de,google,2020-11-01,300
noz.de,google,2020-12-01,298
noz.de,google,2021-01-01,295
noz.de,google,2021-02-01,294
noz.de,google,2021-03-01,300
noz.de,google,2021-04-01,299
noz.de,google,2021-05-01,300
noz.de,google,2021-06-01,299
noz.de,google,2021-07-01,299
noz.de,google,2021-08-01,295
noz.de,google,2021-09-01,300
noz.de,google,2021-10-01,298
noz.de,google,2021-11-01,298
noz.de,google,2021-12-01,299
noz.de,mediacloud,2013-01-01,1
noz.de,mediacloud,2013-02-01,0
noz.de,mediacloud,2013-03-01,1
noz.de,mediacloud,2013-04-01,2
noz.de,mediacloud,2013-05-01,0
