;Erwerbstätigenquote Männer (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;79.8
02;Hamburg;78.5
03;Niedersachsen;79.6
04;Bremen;74.2
05;Nordrhein-Westfalen;77.8
06;Hessen;80
07;Rheinland-Pfalz;81
08;Baden-Württemberg;82.6
09;Bayern;83.6
10;Saarland;77.8
11;Berlin;72.4
12;Brandenburg;78.9
13;Mecklenburg-Vorpommern;75.4
14;Sachsen;79.6
15;Sachsen-Anhalt;76.7
16;Thüringen;80
