;Zweitstimmenanteil FDP, Bundestagswahl (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;12.5
02;Hamburg;11.4
03;Niedersachsen;10.5
04;Bremen;9.3
05;Nordrhein-Westfalen;11.4
06;Hessen;12.8
07;Rheinland-Pfalz;11.7
08;Baden-Württemberg;15.3
09;Bayern;10.5
10;Saarland;11.5
11;Berlin;9.1
12;Brandenburg;9.3
13;Mecklenburg-Vorpommern;8.2
14;Sachsen;11
15;Sachsen-Anhalt;9.5
16;Thüringen;9
