;Bevölkerungsdichte (EW je qkm);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;184.9
02;Hamburg;2455.3
03;Niedersachsen;168.2
04;Bremen;1613
05;Nordrhein-Westfalen;525.5
06;Hessen;298.1
07;Rheinland-Pfalz;206.8
08;Baden-Württemberg;311.2
09;Bayern;186.8
10;Saarland;382
11;Berlin;4126.8
12;Brandenburg;85.6
13;Mecklenburg-Vorpommern;69.2
14;Sachsen;219.1
15;Sachsen-Anhalt;106
16;Thüringen;130.2
