;Anteil Schulabgänger/-innen mit allgem. Hochschulreife (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;37.1
02;Hamburg;56
03;Niedersachsen;33.4
04;Bremen;37.3
05;Nordrhein-Westfalen;39.5
06;Hessen;28.4
07;Rheinland-Pfalz;37.7
08;Baden-Württemberg;28.5
09;Bayern;29
10;Saarland;37.3
11;Berlin;44.3
12;Brandenburg;39.5
13;Mecklenburg-Vorpommern;34.1
14;Sachsen;32
15;Sachsen-Anhalt;28.7
16;Thüringen;31.3
