;Wahlbeteiligung, Europawahl (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;59.7
02;Hamburg;61.9
03;Niedersachsen;61.5
04;Bremen;63
05;Nordrhein-Westfalen;61.4
06;Hessen;58.4
07;Rheinland-Pfalz;64.8
08;Baden-Württemberg;64
09;Bayern;60.8
10;Saarland;66.4
11;Berlin;60.6
12;Brandenburg;59.5
13;Mecklenburg-Vorpommern;58.4
14;Sachsen;63.6
15;Sachsen-Anhalt;54.7
16;Thüringen;61.5
