;Gewerbeanmeldungen je 10.000 EW;
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;84.9
02;Hamburg;100.4
03;Niedersachsen;75.8
04;Bremen;77.6
05;Nordrhein-Westfalen;77.2
06;Hessen;91.4
07;Rheinland-Pfalz;76.4
08;Baden-Württemberg;80.5
09;Bayern;88
10;Saarland;72.3
11;Berlin;111.8
12;Brandenburg;67.1
13;Mecklenburg-Vorpommern;57.3
14;Sachsen;60.3
15;Sachsen-Anhalt;45.7
16;Thüringen;47.5
