;Zweitstimmenanteil SPD, Bundestagswahl (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;28
02;Hamburg;29.7
03;Niedersachsen;33.1
04;Bremen;31.5
05;Nordrhein-Westfalen;29.1
06;Hessen;27.6
07;Rheinland-Pfalz;29.4
08;Baden-Württemberg;21.6
09;Bayern;18
10;Saarland;37.3
11;Berlin;23.4
12;Brandenburg;29.5
13;Mecklenburg-Vorpommern;29.1
14;Sachsen;19.3
15;Sachsen-Anhalt;25.4
16;Thüringen;23.4
