;Erwerbstätigenquote Frauen (%);
;;
schluessel;regionaleinheit;wert
01;Schleswig-Holstein;71.2
02;Hamburg;72.5
03;Niedersachsen;70.1
04;Bremen;67.6
05;Nordrhein-Westfalen;67.6
06;Hessen;70.5
07;Rheinland-Pfalz;71.3
08;Baden-Württemberg;73.5
09;Bayern;74.2
10;Saarland;66.8
11;Berlin;68.5
12;Brandenburg;75.6
13;Mecklenburg-Vorpommern;72.6
14;Sachsen;74.9
15;Sachsen-Anhalt;72
16;Thüringen;74.6
