Datum,Teilnehmer,Thema,sheet_name,Ort
2018-06-14 00:00:00,10,"Syrischer Bürgerkrieg und seine Auswirkungen
auf Deutschland",Table 1,Wiener Platz
2018-06-23 00:00:00,120,Ahmadi Muslime radeln für Deutschland,Table 1,Bahnhofsvorplatz
2018-06-22 00:00:00,200-300,Nein zum Polizeigesetz NRW und zur Video- überwachung des öffentlichen Raums,Table 1,"Roncalliplatz (Auftakt) Breite Straße (Zwischenkundg.) Ringstraße (Zwischenkundg.)
Zülpicher Platz (Abschluss)"
2018-06-16 00:00:00,5-50,Sit-In als Austausch über offene Gesellschaft,Table 1,Kalker Stadtgarten
2018-06-14 00:00:00,20-40,Cube of Truth,Table 1,Wallrafplatz
2018-07-14 00:00:00,15,"Thomas Cook, stop supporting Sea World!",Table 1,Augustinerstraße 6
2018-06-16 00:00:00,20-40,Freiheit für gefangene Derwische im Iran,Table 1,Domplatte (am Römerbogen)
2018-07-08 00:00:00,100 - 2500,"Gegen ein Verfälschen der grichischen Geschichte
Gegen die Namensvergabe der Nordgrichischen
Republik Makedonien an einen anderen Staat",Table 1,Roncalliplatz
2018-06-30 00:00:00,10,"Kundgebung unserer politischen Meinung,
angelehnt an unser Parteilprogramm",Table 1,Eigelsteintorburg
2018-06-19 00:00:00,20,"Nein zu Mietpreissteigerungen /
Gentrifizierungen",Table 1,"Ulitzkastraße
Edith-Stein-Straße"
2018-06-20 00:00:00,10-15,TTIP/CETA Game Over,Table 1,Justizzentrum
2018-07-21 00:00:00,20-40,Cube of Truth,Table 1,"Köln, Venloer Straße 354e (Bahnhof Ehrenfeld), neben dem
Kiosk ""Yilmaz"""
"19.06.2018
21.06.2018",2-6,Nein zum neuen Polizeigesetz NRW!,Table 1,Venloer Straße Bahnhof Köln-Ehrenfeld
2018-09-23 00:00:00,500,Kidical Mass - Kinder aufs Fahrrad,Table 1,"Rudolfplatz (Auftakt)
Heumarkt (Abschluss)"
2018-06-23 00:00:00,50,Unterstützung: Gegen Hinrichtung im Iran,Table 1,Domplatte (Römerbogen)
2018-07-21 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-06-20 00:00:00,40-80,Kundgebung Werkschließung FAI Bordeaux,Table 1,Ford-Werke vor Tor 1
2018-06-20 00:00:00,8,Frieden und Abrüstung,Table 1,Schildergasse/ Zeppelinstr.
2018-06-23 00:00:00,2-6,Nein zum neuen Polizeigesetz NRW!,Table 1,"Venloer Straße
Bahnhof Köln-Ehrenfeld"
2018-08-25 00:00:00,150,Tanzen für das Klima,Table 1,"Ebertplatz (Auftakt)
Bahnhof Ehrenfeld (Abschluss)"
2018-06-22 00:00:00,10,Nicht-Erwähung der AfD in der Presse Köln,Table 1,Amsterdamer Str. 192
2018-08-04 00:00:00,15,"Stop Grind - Stopp das Wal- und Delfintöten
Färöer Inseln/",Table 1,Wallrafplatz
2018-06-30 00:00:00,15,Solidarität mit den Menschen in Venezuela,Table 1,"Köln (Fischmarkt, am Rhein)"
2018-06-23 00:00:00,20-30,Cube of Truth,Table 1,Rudolfplatz
2018-06-23 00:00:00,10,Nicht-Erwähung der AfD in der Presse Köln,Table 1,Einkaufscenter Weiden
2018-06-25 00:00:00,5-10,Deutsch-Brasilianische Wirtschaftstage,Table 1,"Köln Messe, Eingang Nord"
2018-06-22 00:00:00,100,Spontankundgebung/Mahnwache,Table 1,"Köln (Olpener
Straße/Höhenberger Straße)"
2018-06-23 00:00:00,10,Nein zum Polizeigesetz NRW,Table 1,Wiener Platz
2018-06-23 00:00:00,k.A.,Frauen-Morde in der Türkei,Table 1,Domplatte (am Blau-Gold-Haus)
2018-07-02 00:00:00,30-100,Keine Abschiebungen in den Tod!,Table 1,Wallrafplatz
2018-06-27 00:00:00,50-100,Mahnwache VU an der Kreuzung,Table 1,"Mathias-Brüggen-Straße/
Mühlenweg"
2018-07-14 00:00:00,10 - 15,Tierschutz/ gegen Massentierhaltung,Table 1,"Schildergasse, Höhe P&C"
"01.07.2018
07.07.2018
08.07.2018
14.07.2018
15.07.2018
21.07.2018
22.07.2018
28.07.2018
29.07.2018
04.08.2018
05.08.2018
11.08.2018
12.08.2018
18.08.2018
19.08.2018
25.08.2018
26.08.2018",2-15,"Protest gegen Folter, Mord und illegale Organentnahme an Falun Gong Praktizierneden in China",Table 1,Domplatte (Römerbogen)
2018-06-27 00:00:00,50 - 100,"Mahnwache am Unfallschwerpunkt
Mühlenweg/Matthias-Brüggenstraße",Table 1,"Köln (Matthias-Brüggen-
Straße/Kreuzung Mühlenweg)"
2018-06-27 00:00:00,50,Unterstützung: der jüngste Widerstand im Iran,Table 1,Bahnhofsvorplatz
2018-06-28 00:00:00,20-30,Cube of Truth,Table 1,Wallrafplatz
2018-06-29 00:00:00,10,AfD - Wir zeigen auch Flagge in Köln,Table 1,"Eingang Wochenmarkt
Ostheimer Straße Vingst"
"02.09.2018
04.11.2018",1500,Pulse of Europe - Demokratie in Europa,Table 1,Roncalliplatz
2018-07-15 00:00:00,100-150,"Iraner protestieren seit Monaten gegen iran.
Regierung und fordern Machtwechsel im Iran",Table 1,Bahnhofsvorplatz
2018-06-30 00:00:00,10,AfD zeigt Flagge in Köln,Table 1,"Liverpooler Platz;
vor dem City-Center"
"29.06.2018
30.06.2018",20,"50 Jahre Abeiterbund für den Wiederaufbau der
KPD",Table 1,"Eitorfer Straße
Lilienthalstraße"
2018-07-01 00:00:00,30,SaveTheInternet,Table 1,Bahnhofsvorplatz
2018-07-13 00:00:00,30-50,"Der Horror ist real - gegen Tarifflucht und
Lohndumping",Table 1,Weisshausstraße 20-30
2018-07-07 00:00:00,50-70,"Gegen Hinrichtung im Iran und als Solidarität
mit den Protesten im Iran",Table 1,Bahnhofsvorplatz
2018-07-04 00:00:00,150,"Hambacher Forst bleibt - bekämpft die
Umweltzerstörung durch RWE",Table 1,"Luxemburger Str. 101, vor dem
Amtsgericht"
2018-08-18 00:00:00,150,Meinungsfreiheit,Table 1,Breslauer Platz
2018-07-07 00:00:00,80,Aufruf zum Glauben an Jesus Christus!,Table 1,"Bahnhofsvorplatz
Weltjugendtagsweg"
2018-07-08 00:00:00,,,Table 1,Marktplatz (Köln-Porz)
2018-07-06 00:00:00,7,Korruption in Köln alias Kölsche Klüngel,Table 1,Köln-Mülheim (Marktplatz)
2018-07-21 00:00:00,20-40,Cube of Truth,Table 1,"Köln, Venloer Straße 354e (Bahnhof Ehrenfeld), neben dem
Kiosk ""Yilmaz"""
2018-07-10 00:00:00,100,"Kein Schluss-Strich: Urteilsverkündung im
NSU-Prozess",Table 1,Wallrafplatz
2018-07-07 00:00:00,10,Die AfD zeigt Flagge für Meinungspluralität,Table 1,"Venloer Straße Bickendorf
am Wochenmarkt"
2018-07-15 00:00:00,100,Mahnwache/Solidarität mit David R.,Table 1,Domplatte (Römerbogen)
2018-07-13 00:00:00,500,Seebrücke - Schafft sichere Häfen,Table 1,"Roncalliplatz (Auftakt) Breite Straße (Zwischenkundg.) Ringstraße (Zwischenkundg.)
Zülpicher Platz (Abschluss)"
2018-09-15 00:00:00,300,"Stoppt den Panik-Populismus - Aufstehen für
humanotäre Asyl- und Flüchtlingspolitikl!",Table 1,Alter Markt
2018-07-14 00:00:00,200,Welcome to heaven,Table 1,"Bahnhofsvorplatz (Auftakt)
Ottoplatz (Abschluss)"
2018-07-15 00:00:00,10,Kein Raum für Rassismus in Bilderstöckchen,Table 1,"Schiefersburger Weg /
Ravensburger Straße"
2018-07-15 00:00:00,300,"Bilderausstellung und Pressemitteilung zum
2.Jahrestag des Putschversuches in der Türkei",Table 1,Heumarkt
2018-07-12 00:00:00,15-40,Cube of Truth,Table 1,Chlodwigplatz
2018-07-13 00:00:00,10,"50 Jahre Arbeiterbund für den Wiederaufbau
der KPD",Table 1,"Henry-Ford-Strasse
Kalker Hauptstr./ Trimbornstr."
2018-07-14 00:00:00,10-15,Tempo 30 gegen Raser,Table 1,Aachener Str./ Rudolfplatz
2018-07-13 00:00:00,15,"Int. Kampagne zur Verteidigung von
Frauenrechten im Iran",Table 1,"Venloer Str. 160, vor Moschee"
2018-08-06 00:00:00,100,"Zusammenkunft und Gedenken zum Jahrestag
der Atombombenabwürfe 1945",Table 1,"Aachener Weiher, Hiroshima
Mahnmal"
2018-07-14 00:00:00,10-20,Die AfD zeigt Flagge in Köln,Table 1,Rudolfplatz
2018-07-12 00:00:00,20,OLG Entscheidung zu Puigdemont,Table 1,Wallrafplatz
2018-09-02 00:00:00,100,Mahnwache/Solidarität mit David R.,Table 1,Domplatte (Römerbogen)
2018-08-18 00:00:00,100,"Keine rassistischen und nationale Hetzereien
in der Innenstadt",Table 1,Breslauer Platz
2018-07-19 00:00:00,15-25,Solidarität mit Katrin Papke,Table 1,Blumenthalstraße 33
2018-09-13 00:00:00,20,Wir drehn am Rad- Faire Arbeit on Tour,Table 1,"Neusser Platz, vor der Kirche
St. Agnes"
2018-08-29 00:00:00,50,"Arbeitsbedingungen der Honorarkräfte an der
Rheinischen Musikschule anlässlich der Vorstellung des Haushaltsentwurfs",Table 1,Alter Markt
2018-08-01 00:00:00,50,Welterschöpfungstag,Table 1,Domplatte (Römerbogen)
2018-07-20 00:00:00,35,Gedenkmahnwache für Suruc,Table 1,Bahnhofsvorplatz
2018-07-19 00:00:00,15-40,Cube of Truth,Table 1,Brüsseler Platz
2018-07-18 00:00:00,50,"Mahnwache anlässlich des tödlichen Unfalls
vom 16.06.",Table 1,"Heinrich-Lübke-Ufer/
Rodenkirchener Brücke"
2018-07-21 00:00:00,50,Gegen Hinrichtungen im Iran,Table 1,Domplatte (Römerbogen)
2018-08-25 00:00:00,10,"Forderung eines stärkeren Einsatzes von
Recycling Papier",Table 1,Barthonia Gelände Venloer Str.
2018-08-07 00:00:00,100,Atomwaffenverbot,Table 1,Domplatte (vor dem Domforum)
2018-08-21 00:00:00,180,"Mit Suite und Kantate gegen den Staat im
Staate - Geheimdienste abschalten!",Table 1,Merianstraße (dortiger Parkplatz)
2018-08-02 00:00:00,100,Antisemitismus,Table 1,Domplatte (Römerbogen)
2018-07-29 00:00:00,100,Freiheit und Rechte im Iran (Sitzstreik),Table 1,Domplatte (Blau-Gold-Haus)
2018-08-26 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
"01.08.2018
08.08.2018
15.08.2018
22.08.2018
29.08.2018
05.09.2018
12.09.2018
19.09.2018
26.09.2018
03.10.2018
10.10.2018
17.10.2018
24.10.2018
31.10.2018",10-20,Freiheit für Adil Demirci und alle Jounalistinnen in der Türkei,Table 1,Wallrafplatz
"01.09.2018
08.09.2018
15.09.2018
22.09.2018
29.09.2018
06.10.2018
13.10.2018
20.10.2018
27.10.2018
03.11.2018
10.11.2018
17.11.2018
24.11.2018
01.12.2018
08.12.2018
15.12.2018
22.12.2018
29.12.2018",15-40,Cube of Truth,Table 1,Wallrafplatz
2018-07-25 00:00:00,20-30,Gender Mainstreaming,Table 1,Bahnhofsvorplatz
2018-09-29 00:00:00,50,Jesus walk Köln,Table 1,Bahnhofsvorplatz
2018-09-16 00:00:00,10000,#ausgesetzt - Gemeinsam gegen die Politik der Angst,Table 1,"Roncalliplatz Friesenplatz
Heumarkt"
2018-08-25 00:00:00,10,Modernes Kindschaftsrecht- Wechselmodell als rechtliches Leitbild bei Trennung der Eltern,Table 1,Roncalliplatz
2018-10-14 00:00:00,1000,Pulse of Europe - Demokratie in Europa,Table 1,Roncalliplatz
2018-08-05 00:00:00,200-500,Kölns Speakers Corner,Table 1,Aachener Weiher
2018-09-08 00:00:00,100-150,Jahrestag der Massaker im islamischen Regime,Table 1,Roncalliplatz
2018-08-04 00:00:00,30-100,Day Orange- Seebrücke- Schafft sichere Häfen!,Table 1,Fischmarkt
2018-07-29 00:00:00,15-20,Aufklärung im Thema Tierrechte,Table 1,"Platz unterhalb der
Hohenzollernbrücke"
2018-08-01 00:00:00,3-5,"Earth Overshoot Day, Erderschöpfungstag",Table 1,Am Alten Posthof/ Zeppelinstr.
2018-08-01 00:00:00,max. 5,Aufklärung statt Verbote,Table 1,Schildergasse 65-70 (P&C)
2018-08-03 00:00:00,100-150,4. Jahrestag des Angriffs auf Shingal,Table 1,Bahnhofsvorplatz
2018-09-20 00:00:00,16-18,Radsportfahrt gegen Rassismus,Table 1,Sömmeringstraße 72
2018-08-02 00:00:00,15-40,Cube of Truth,Table 1,Rudolfplatz
2018-08-09 00:00:00,15-40,Cube of Truth,Table 1,Brüsseler Platz
2018-08-04 00:00:00,500,Seebrücke - Gegen das Sterben im Mittelmeer,Table 1,"Ottoplatz (Beginn)
Heumarkt (Abschluß)"
2018-08-04 00:00:00,50,Stoppt das Sterben im Mittelmeer,Table 1,Fischmarkt (Start u. Ende) Rheintreppen_ Kennendy-Ufer 2
2018-08-26 00:00:00,100,Solidarität mit Nicaragua,Table 1,Ebertplatz
2018-08-17 00:00:00,50,Pflegenotstand,Table 1,Wiener Platz
2018-08-04 00:00:00,10,AfD zeigt Flagge auch in Kalk,Table 1,Kalker Post
2018-08-18 00:00:00,10,"Forderung eines stärkeren Einsatzes von
Recycling Papier",Table 1,Chlodwigplatz
2018-08-04 00:00:00,70,Unterstützung: der jüngste Widerstand im Iran,Table 1,Bahnhofsvorplatz
2018-08-07 00:00:00,20-30,"Mahnwache für das Leben und den Frieden in
Kolumbien",Table 1,Domplatte (Römerbogen)
2018-08-18 00:00:00,3,Menschenrechtsverletzungen in China,Table 1,"Schildergasse vor Nr. 65-70
(P&C)"
"07.08.2018
08.08.2018
09.08.2018
10.08.2018
11.08.2018",30-50,Gegen Isolation und Folter - Freiheit für Öcalan,Table 1,Domplatte
2018-08-03 00:00:00,10-20,Mahnwache - Erfahrungen im Irak,Table 1,Domplatte (am Römerbogen)
2018-08-11 00:00:00,50,Die Lage der Frauen im Iran,Table 1,Schildergasse (vor P&C)
2018-08-11 00:00:00,50,Die Lage der Frauen im Iran,Table 1,Domplatte
2018-08-18 00:00:00,100,"Kundgebung gegen Abschiebung von jungen
Flüchtlingen aus Afrika",Table 1,Bahnhofsvorplatz
2018-09-01 00:00:00,50-100,Nein zum Krieg!,Table 1,"Bahnhofsvorplatz (Auftakt)
Heumarkt (Abschluss)"
2018-08-13 00:00:00,30-100,Keine Abschiebungen in den Tod!,Table 1,Roncalliplatz
2018-08-18 00:00:00,je 100-150,Sternmarsch Gegen rechte Hetze,Table 1,Sternmarsch
2018-08-11 00:00:00,30-60,Solidarität mit iranischer Bevölkerung,Table 1,Roncalliplatz
2018-08-11 00:00:00,10-15,Tierschutz/ gegen Massentierhaltung,Table 1,Schildergasse (vor P&C)
2018-09-29 00:00:00,400-500,"Tanz für Toleranz, Respekt, Chancengleichheit, Gerechtigkeit und kulturelle Vielfalt",Table 1,Chlodwigplatz (Auftakt) Eierplätzchen (Abschluss)
"23.08.2018
24.08.2018
25.08.2018",10,Ein Herz für Gamer,Table 1,"Messeplatz 1, vor Eingang Ost"
2018-08-25 00:00:00,200,"Samstagsmütter protestieren seit 700 Wochen
am selben Platz",Table 1,Heumarkt
2018-08-18 00:00:00,30-40,"Protest gegen die iranische Politik -
für Menschenrechte im Iran",Table 1,Roncalliplatz
"24.08.2018
25.08.2018",10,Games als Kulturgut anerkennen,Table 1,"Deutz-Mülheimer-Straße
Eingang Ost Messe"
2018-08-12 00:00:00,30-40,Erhalt der Tradition des Schürrekarrrennens,Table 1,Rheinaustraße 57
2018-09-12 00:00:00,50,"Elternrecht und Sexualerzeihung in der Schule
und Kita",Table 1,Bahnhofsvorplatz
2018-09-02 00:00:00,"2000-
4000",Rheinbrücken sind Seebrücken,Table 1,"Deutzer Brücke
Treppe Rheinboulevard Deutz"
2018-08-27 00:00:00,10,"Wassermesstour - Untersuchung und
Veröffentlichung der Nitratwerte",Table 1,"Schildergasse an der Wasser-
säule (nähe Kaufhof)"
2018-11-10 00:00:00,1500,Edelweißpiraten gegen Rassismus und Antisemitismus - gegen das Vergessen!,Table 1,"Körnerstraße
Schönsteinstraße/Bartholo- mäus-Schinck-Straße"
2018-08-16 00:00:00,15-40,"Tierrechte, Umweltschutz, Gesundheit- Cube",Table 1,Chlodwigplatz
2018-08-30 00:00:00,100,Abschiebung von jungen Flüchtlingen aus Afrika,Table 1,Bahnhofsvorplatz
2018-08-18 00:00:00,30-50,Solidarität mit der iranischen Bevölkerung,Table 1,Bahnhofsvorplatz
"17.09.2018
18.09.2018
19.09.2018
20.09.2018
21.09.2018
22.09.2018
23.09.2018",100,XI. Internationale Woche des Grundeinkommens,Table 1,Wallrafplatz
2018-09-06 00:00:00,30,BDM ontour - Milchbauern brauchen Aussicht,Table 1,Domplatte (Blau Gold Haus)
"01.09.2018
02.09.2018
08.09.2018
09.09.2018
15.09.2018
16.09.2018
22.09.2018
23.09.2018
06.10.2018
07.10.2018
13.10.2018
14.10.2018
20.10.2018
21.10.2018
27.10.2018
28.10.2018",2-15,"Protest gegen Folter, Mord und illegale Organentnahme an Fallun Gong Praktizierenden in China",Table 1,Domplatte (Römerbogen)
2018-08-16 00:00:00,50-80,"Stoppt den Genozid an KurdInnen
Stoppt den türkischen Staat/Militär",Table 1,Bahnhofsvorplatz
2018-08-19 00:00:00,100,Antikorruption und soziale Ungerechtigkeit,Table 1,Roncalliplatz
2018-08-24 00:00:00,ca. 10,Bundeswehr-Präsenz auf der Gamescom,Table 1,"Barmer Platz
Messeeingang Süd"
2018-08-25 00:00:00,30,Spenden-Radtour,Table 1,"Dürener Straße 458
Roncalliplatz"
"31.08.2018
01.09.2018",100,"Demonstration für christliche Werte in der
Gesellschaft",Table 1,Domplatte (Blau-Gold-Haus)
2018-09-28 00:00:00,200,Verkehrspolitische Themen,Table 1,"Bergisch-Gladbacher-Str. ,
beide Fahrspuren"
2018-08-26 00:00:00,10,Nein zum Krieg! Fluchtursachen bekämpfen,Table 1,Kalk Post
2018-09-29 00:00:00,100-200,"Umweltschutz/gegen Kohle/Trauerzug -
Die Erde zu Grabe tregen",Table 1,"Alter Markt (Auftakt)
Rudolfplatz (Abschluss)"
2018-08-25 00:00:00,5-10,"Mut zur Menschlichkeit - Für eine solidarische
Innenstadt",Table 1,Severinskirchplatz
2018-08-28 00:00:00,200,"Dünnwalder fordern: Erhalt des Jugendheims
als Bürgerhaus",Table 1,"Kirchplatz St. Hermann Joseph
Amselstraße"
2018-09-01 00:00:00,30-50,Solidarität mit iranischer Bevölkerung,Table 1,Bahnhofsvorplatz
2018-09-08 00:00:00,100,Rise for Climate - Köln sagt STOPP KOHLE!,Table 1,Alter Markt
"23.08.2018
25.08.2018",15-40,"Tierrechte, Umweltschutz, Gesundheit- Cube",Table 1,"Rudolfplatz
Wallrafplatz"
2018-08-22 00:00:00,50-100,Solidarität mit Shingal,Table 1,Bahnhofsvorplatz
2018-08-24 00:00:00,20,"Abtreibungen legalisieren - in Solidarität mit
den Frauen in Argentinien",Table 1,Domplatte (Römerbogen)
2018-08-25 00:00:00,30-40,Free Bobi Wine and the rest,Table 1,Wiener Platz
2018-08-31 00:00:00,50,Demo sicherer Schulweg,Table 1,Georgstraße
2018-08-26 00:00:00,10,SaveTheInternet,Table 1,Domplatte (Blau-Gold-Haus)
2018-09-01 00:00:00,10,"Menschenrechte - keine Abschiebungen nach
Afghanistan",Table 1,Severinskirchplatz
2018-11-17 00:00:00,35,Liebe ist ein Meschenrecht,Table 1,Domplatte
2018-09-15 00:00:00,30,Wohnungspolitik in Köln,Table 1,Wiener Platz
2018-08-30 00:00:00,20,Solidarität mit Katrin Papke,Table 1,Blumenthalstraße 33
2018-09-12 00:00:00,500-600,Gegenprotest Demo für alle,Table 1,Bahnhofsvorplatz
2018-09-22 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-08-30 00:00:00,15-40,"Tierrechte, Umweltschutz, Gesundheit- Cube",Table 1,Rudolfplatz
2018-08-28 00:00:00,10,Gegen Naziterror und Rassismus,Table 1,Breslauer Platz
2018-08-28 00:00:00,50-100,Solidarität mit getöteten Menschen,Table 1,Breslauer Platz
"31.08.2018
01.09.2018",10,50 Jahre Arbeiterbund für den Wiederaufbau der KPD,Table 1,"Freitag: Henry-Ford-Str.,
Eitorfer Str., West-Allee, Kalker Hauptstr./Trimbornstr.
Samstag: Kalker Hauptstr."
2018-09-09 00:00:00,200-500,Kölns Speakers Corner,Table 1,"Aachener Weiher, nähe
Biergarten"
2018-09-01 00:00:00,20-60,"Friedensdemo für junge Menschen: Impulse
für die Zukunft",Table 1,Bahnhofsvorplatz
2018-09-02 00:00:00,20-60,"Friedensdemo für junge Menschen: Impulse
für die Zukunft",Table 1,Domplatte (Blau Gold Haus)
2018-09-01 00:00:00,200-300,Bässe statt Bagger! Tanzdemo für den Hambacher Forst,Table 1,"Ebertplatz
Friesenplatz Innerer Grüngürtel"
2018-09-13 00:00:00,10-20,Keine Pferde bei Köln Karnevalsumzügen,Table 1,Rathausplatz
2018-09-22 00:00:00,ca. 150,"Nutzung des Areals der Hallen Kalk für
kulturelle und bürgerschaftliche Zwecke",Table 1,"Ottmar-Pohl-Platz
(hinter Kalk-Karree)"
2018-09-01 00:00:00,30,"Solidarität mit den Samstagsmüttern in der
Türkei",Table 1,Bahnhofsvorplatz
2018-11-24 00:00:00,250,"Wir nehmen uns die Nacht! /
Reclaim the night",Table 1,"Bahnhofsvorplatz (Auftakt)
Friesenplatz (Abschluss)"
2018-09-08 00:00:00,30-50,Solidarität mit iranischer Bevölkerung,Table 1,Domplatte (Blau-Gold-Haus)
2018-09-10 00:00:00,30-100,Keine Abschiebungen in den Tod!,Table 1,Bahnhofsvorplatz
2018-09-06 00:00:00,15-40,"Tierrechte, Umweltschutz, Gesundheit- Cube",Table 1,Alter Markt
2018-09-04 00:00:00,50,Gegen Hinrichtung von Ramin Hosienpanahi,Table 1,Domplatte
2018-09-05 00:00:00,30,"Mahnwache/Solidaritätsaktion/Pressegespräch
zum Prozess Deliveroo/Mittenmayer",Table 1,Blumenthalstraße 33
2018-09-26 00:00:00,150-180,Anti-Erdogan-Kundgebung und Demo,Table 1,Bahnhofsvorplatz
2018-10-06 00:00:00,180-200,Internationaler Komplott gegen Abdullah Öcalan,Table 1,Bahnhofsvorplatz
2018-09-11 00:00:00,20-30,Katalanischer Nationalfeiertag,Table 1,Domplatte (Blau-Gold-Haus)
2018-12-16 00:00:00,1000,"Steh auf, bewege dich! - Zusammen für eine
tolerante Gesellschaft",Table 1,Bahnhofsvorplatz
2018-09-15 00:00:00,15,"Stop Grind - Stopp das Wal- und Delfintöten Färöer
Inseln/Dänemark",Table 1,Schildergasse (vor P&C)
2018-09-18 00:00:00,30,Wohnungspolitik in Köln,Table 1,Wiener Platz
2018-09-09 00:00:00,10,SaveTheInternet,Table 1,Bahnhofsvorplatz
2018-09-23 00:00:00,50,Wider dem Unglauben,Table 1,"Venloer Straße 164 (Auftakt)
Domplatte (Abschluss)"
"11.10.2018
12.10.2018",35,"Demonstration für christliche Werte in unserer
Gesellschaft",Table 1,Domplatte (am Blau-Gold-Haus)
2018-09-22 00:00:00,20,"Demonstration für christliche Werte in unserer
Gesellschaft",Table 1,"südlich Hohenzollernbrücke
Konrad-Adenauer-Ufer"
2018-09-11 00:00:00,50,"Hinrichtung von Ramin Hosien Panahi und
Zanyar und Loqman Moradi",Table 1,Bahnhofsvorplatz
2018-09-13 00:00:00,10,Pferdefreie Rosenmontagsumzüge,Table 1,Theo-Burauen-Platz
2018-09-14 00:00:00,50,"Marielle Franco - 6-Monate-Ermordung
(Abgeordnete von Rio)",Table 1,Bahnhofsvorplatz
2018-09-29 00:00:00,500,"Gemeinsam gegen Rechtsruck! Für eine
offene Gesellschaft!",Table 1,Breslauer Platz
2018-09-29 00:00:00,300,"Gegen Extremismus und Gewalt, für ein
friedliches Miteinander",Table 1,Breslauer Platz
2018-09-13 00:00:00,20-40,Cube of Truth,Table 1,Wallrafplatz
2018-09-20 00:00:00,ca. 10,Wohnen / Recht auf Stadt,Table 1,Severinskirchplatz
2018-09-21 00:00:00,30,"Lebenswerte Ost-West-Achse. Höhere
Aufenthaltsqualität durch weniger Parkplätze",Table 1,Cäcilienstraße 42-48
2018-12-01 00:00:00,2000,Kohle stoppen! Klima schützen!,Table 1,Deutzer Werft
2018-09-14 00:00:00,5,#coexistday #Edelbuntpiraten #Bunte Moschee: Gegen das Ignorieren dieser Ideen,Table 1,Breslauer Platz
2018-09-15 00:00:00,10-15,Mehr preiswerte Wohnungen,Table 1,Neusser Straße / Florastraße
"17.09.2018
18.09.2018",5,"50 Jahre Arbeiterbund für den Wiederaufbau
der KPD",Table 1,"Eingang Ford
Ford Tor 1"
2018-09-17 00:00:00,10,Aktionswoche Wohnen der Patei Die Linke,Table 1,Ostheimer Straße/Waldstraße
2018-10-03 00:00:00,200,"Wir trauern um die Opfer der verfehlten
Flüchtlingspolitik von Angela Merkel & Co.",Table 1,"Friedrich-Ebert-Platz,
Leverkusen"
2018-09-28 00:00:00,20,"Hoffnung säen für eine bunte und vielfältige
Gesellschaft am Tag des Flüchtlings",Table 1,Bahnhofsvorplatz
2018-09-15 00:00:00,20-30,Ermordung von Ibrahim Devrim Top,Table 1,Domplatte (Blau-Gold-Haus)
2018-09-22 00:00:00,30-50,Solidarität mit iranischer Bevölkerung,Table 1,Domplatte (Blau-Gold-Haus)
2018-09-29 00:00:00,200,Pressefreiheit und Demokratie,Table 1,"Köln-Ehrenfeld
(Hans-Böckler-Platz)"
2018-09-29 00:00:00,3000,Für Demokratie und Frieden in der Türkei,Table 1,Ebertplatz
2018-10-11 00:00:00,20,Pink für die Rechte von Mädchen!,Table 1,Domplatte (Kreuzblume)
2018-09-20 00:00:00,20,Aktion von Anonymous for the Voiceless,Table 1,Ottoplatz
2018-09-29 00:00:00,"5000 -
7000",Erdogan not welcome - keine schmutzigen Details mit der Türkei,Table 1,"Heumarkt
muss noch kooperiert werden!"
2018-10-04 00:00:00,50,Kinderdemo Hambacher Forst,Table 1,Köln (Stüttgenweg)
2018-09-21 00:00:00,500,"In Gedenken an den verunglückten Journalisten
im Hambacher Wald",Table 1,Alter Markt
2018-09-28 00:00:00,15,Gegen die ICE-Trasse Trimbornstraße,Table 1,Trimbornstraße/Gießener Straße (Aufgang zur S-Bahn)
2018-09-27 00:00:00,30,"Protest für den Erhalt des alten Standortes einer
neuen Grundschule in Porz",Table 1,Köln (Theo-Burauen-Brunnen)
2018-09-27 00:00:00,20,Nein zu Verdrängung,Table 1,"Luxemburger Straße
""Fläche zwischen den Gehwegen und dem Treppenaufgang des Amts- und Landgerichts"
2018-10-06 00:00:00,100,Welttag gegen Todesstrafe,Table 1,"Domplatte
(am Blau-Gold-Haus) Roncalliplatz"
2018-09-29 00:00:00,10,"Gegen PKK protestieren und Solidarität mit
Erdogan",Table 1,"Venloerstraße (vor der DITIP-
Moschee"
2018-09-29 00:00:00,10 - 20,"Wald retten! Kohle stoppen!; Mobilisierung zur
Demo für den Erhalt des Hambacher Waldes am 06.10.2018",Table 1,Alter Markt
2018-09-29 00:00:00,20 - 30,"Stärkung der politischen und wirtschaftlichen
Beziehungen zur Türkei",Table 1,Köln-Deutz  (Otto-Platz)
2018-09-27 00:00:00,30 - 50,Protest/ Infos zum Erdogan Besuch,Table 1,"Wiener Platz (neben KVB-
Abgang)"
2018-09-29 00:00:00,10,"Solidarität mit Erdogan und gegen PKK
protestieren",Table 1,"Klarastraße/ Ecke Venloerstraße
(vor der Kirche)"
2018-09-29 00:00:00,5,Gegen Herrn Erdogan,Table 1,Hans-Böckler-Platz
2018-10-03 00:00:00,100,"Refugees still welcome-Seenotrettung ist kein
Verbrechen",Table 1,"Breidenbacherstraße
Leverkusen"
