Datum,Teilnehmer,Thema,sheet_name,Ort
10.09.22,40,Unterstützung der politischen Gefangenen im Iran,,Domplatte (BGH)
10.09.22,15,Klimaschutz sozial gestalten,,Wiener Platz
10.09.22,50,Pflanzen statt Pflaster! Neuer Raum für Kultur im Veedel,,"Sternplatz, Remigiusstraße, Arnulfstraße"
10.09.22,10,Wir sagen JA zur Kernenergie und Co. Für eine andere Energiepolitik,,Liverpooler Platz
11.09.22,200,4. Cologne naked bike ride,,"Schaafenstraße
Ottoplatz
Ebertplatz"
11.09.22,80,Für mehr Platz auf der Straße - Kinder statt Autos!,,Zehntstraße 21-45
11.09.22,40,Stoppt die Repressionen gegen Antifaschisten,,Merianstraße/Fühlinger Weg
12.09.22,150,Kinderrechte stärken,,Alter Markt
12.09.22,30,Aktuelle Situation des politischen Gefangenen Ecevit Piroglu,,Wiener Platz
13.09.22,600,Gute Arbeit - Gutes Geld,,"Kupfergasse 1A, Appellhofplatz WDR"
15.09.22,20,Wir fordern den runden Tisch mit dem ÖFR,,Appellhofplatz
15.09.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
15.09.22,30,Christliche Werte im Alltag leben,,Roncalliplatz
16.09.22,100,PARKing Day,,"Mittelstraße 14-26, 7-17"
16.09.22,30,"Lebenswerte Apostelnstraße: Mehr
Aufenthaltsqualität durch weniger Parkplätze im öffentlichen Raum",,Apostelnstraße 4 - 8
16.09.22,20,Parking Day Lindenthal,,Dürener Straße 173-175
16.09.22,30,Parking Day,,Berliner Straße 29 - 35
16.09.22,10,Parking Day,,Neusser Straße 276-280
16.09.22,25,Parking Day,,Venloer Straße 234
17.09.22,1.000,Danke Demo - satirische Demonstration zur Corona-Politik,,Rudolfplatz
17.09.22,60,Jahrestag Hinrichtungen der tausenden politischen Gefangenen,,"Bahnhofsvorplatz, Rheinufer"
17.09.22,300,Trauermarsch in Gedenken an Imam Hussain,,Schanzenstaße
17.09.22,70,"Freude, Friede, Hoffnung, Liebe",,Domplatte (Blau-Gold-Haus)
17.09.22,20,#ichbinArmutbetroffen. Sensibilisierung der öffentlichkeit für die Situation armutbetroffener Menschen,,Neumarkt
17.09.22,7,Freiheit-Religion ,,Domplatte (Kreuzblume)
17.09.22,8,Grundrechte,,Konrad-Adenauer-Ufer 80
17.09.22,40,Unterstützung der politischen Gefangenen im Iran,,Domplatte (Römerbogen)
17.09.22,300,We dont pay!,,Ecke Frankfurterstr./Rösrathstraße
17.09.22,15,Klimaschutz sozial gestalten,,Wiener Platz
17.09.22,5,Inflation und Energiekrise,,Bahnhofstraße/An der Sparkasse
17.09.22,10,Es gibt eine alternative Enegierpolitik!,,Emil-Schreiterer-Platz
18.09.22,100,Fancy Women Bike Ride Köln - Selbstbestimmte Mobilität für Frauen,,"Kurt-Hackenberg-Platz
Alter Feuerwache"
18.09.22,150,Klimawoche,,Stadtgarten Kalk
19.09.22,10,"Die Folgen der Corona-Pandemie für die Gesundheitssysteme weltweit: Versorgungslücken vergrößert und Ungerechtigkeit gewachsen, darum Hinschauen - Helfen - Ressourcen verteilen",,Schildergasse P&C
19.09.22,10,Bezahlbarer Nahverkehr,,Bahnhofsvorplatz
19.09.22,40,Teuerungen,,Kalk Post
20.09.22,20,DEWOG-Abzocke stoppen! Solidarität mit einer von Schimmel und Mietwucher betroffenen Mieterin aus der kölner Stegerwaldsiedlung,,"Luxemburger Straße 101, Landgericht Köln"
21.09.22,30,Protest gegen Ceta ,,Eigelsteintorburg bis Büro die Grünen
21.09.22,20,Haushaltsentwurf der Stadt Köln,,Theo-Burauen-Platz
21.09.22,40,Menschenrechtsverletzungen im Iran,,Domplatte (Römerbogen)
21.09.22,30,Gegen die Folter an Sozialisten in der Türkei,,Wiener Platz
21.09.22,150,Haushaltsentwurf der Stadt Köln,,Alter Markt
22.09.22,150,"Anmahnen von mehr Freiräumen, Sicherheit für Kinder ",,Melchiorstraße
22.09.22,50,Grenzkonflikt Kirgisistan,,Domplatte BGH
22.09.22,4,Inflation und Energiekrise,,Konrad-Adenauer-Straße 40-42
22.09.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
23.09.22,500,Gleichberechtigung in der Kirche,,Roncalliplatz
23.09.22,2.500,Globaler Klimastreik,,Heumarkt
23.09.22,400,Klimastreik 2022 ,,"Annaplatz
Grüngürtel"
23.09.22,170,Klima-Demo,,"Schulhof Michael Ende Grundschule, Grüngürtel Venloer Straße"
23.09.22,400,Alle fürs Klima - bewegt alle!,,Kaisersescherstraße bis Beethovenpark
23.09.22,20,Greenwashing bei grünen Geldanlagen,,"Leverkusen, Friedrich-Ebert-Platz"
23.09.22,70,Menschenrechtsverletzung im Iran,,Breslauer Platz
24.09.22,15,Jesus Christus - Retter der Welt,,Heumarkt
24.09.22,200,"Mehr Lebensqualität, Bäume, Fahrradparkplätze und eine geänderte Verkehrsführung in der Eburonenstraße 2022",,Eburonenstraße
24.09.22,250,"Termporäre Spielstraße & Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Bergerstraße
24.09.22,50,Sitzen fürs Klima,,Sudermannplatz
24.09.22,150,"Gemeinsam überparteilich für den Frieden, für die Aufhebung aller Sanktionen gegen Russland, für eine sichere Energieversorgung, Nord-stream 2 statt Gasumlage, Nein zu einrichtungsbezogenen Impfpflicht und aller Corona-Zwangsmaßnahmen, Schluss mit der Kriminalisierung der Patienten von Dr. Wollny!",,"Fußgängerzone Opladen, Goethestraße 3"
24.09.22,15,"Tierrechte, Veganismus",,Domplatte BGH
24.09.22,30,Solidarität mit den kämpfenden Menschen im Iran,,Bahnhofsvorplatz
24.09.22,80,"Protestaktion zur Unterstützung des Aufstandes
gegen die Regierung im Iran Proteste gegen den Staatsgewalt des Irans im Osten Kurdistans aufgrund des Todesfalls einer jungen 22 Jährigen Kurdin, Mahsa Amini, die zu der Zeit in Polizeigewahrsam war.",,Neumarkt
24.09.22,70,"Frauenrechte sind Menschenrecht. Solidarität
mit dem Kampf der Iranischen Frauen gegen Zwangsverschleierung      ",,Breslauer Platz
24.09.22,5,Inflation und Energiekrise,,"Kaiserstraße 6-8, Porz"
25.09.22,1500,Kidical Mass - Anmahnen von sicheren Radwegen für Kinder und Jugendliche,,Rudolfplatz                               Nippeser Tälchen
25.09.22,450,Kidical Mass - Zubringer Ehrenfeld,,Neptunplatz
25.09.22,250          100,Kidical Mass - Zubringer Nippes und Agnesviertel,,Wilhelmplatz                                     Neusser Platz     Roeckerathplatz
25.09.22,50,Kidical Mass - Zubringer West,,RheinEnergie-Stadion bis Rudolfplatz
25.09.22,300,Kidical Mass - Zubringer Kalk,,Kalker Stadtgarten                       Ottplatz
25.09.22,100,Zubringer Kidical Mass aus Sülz,,Nikolausplatz bis Rudolfplatz
25.09.22,100,Zubringer Kidical Mass aus Ossendorf bis Neptunplatz,,Rochuspark bis Neptunplatz
25.09.22,1400,"Für die Öffnung von Northstream 2, Gegen die Russland Sanktionen.",,Neumarkt
26.09.22,175,Demonstration für baldige Sanierung des Gymnasiums Kreuzgasse,,"Alter Markt
Theo-Burauen-Platz"
26.09.22,30,Nein zur Inflation  - Unterstützung für Sahra Wagenknechts Forderungen,,"Holweider Markt, BG-Straße"
28.09.22,80,Internationaler Tag für sichere Schwangerschaftsabbrüche,,Wiener Platz
28.09.22,100,Save Abortion Day,,"Hans-Böckler-Platz, Edelweißpiratendenkmal"
28.09.22,200,Gegen Bekleidungsvorschriften im Iran - Solidarität mit Mahsa Amini,,Roncalliplatz
29.09.22,10,Maßnahmen der Stadt Köln im Hinblick auf den 2019 ausgerufenen Klimanotstand,,Theo-Burauen-Platz
29.09.22,80,Menschenrechtsverletzungen im Iran,,Roncalliplatz
29.09.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
30.09.22,100,Unterstützung des Volks im Iran,,"Roncalliplatz
Neumarkt"
30.09.22,50,Solidaritätskundgebung zu den Todesopfern der Wirbelstürme in den Phllippinen,,Alter Markt
30.09.22,10,SaveOurSouls-Benefizkonzert,,vor Kölner Philharmonie
01.10.22,10,Evangelium verbreiten,,Domplatte (Blau-Gold-Haus)
01.10.22,500,"Energiekosten und Mieten deckeln, nein zur Gasumlage",,Alter Markt
01.10.22,500,"Keinen Euro für Krieg und Zerstörung! Stattdessen Milliarden für eine soziale, gerechte und ökologische Friedenspolitik! Verhandeln statt Schießen!",,Heumarkt
01.10.22,10,#ichbinarmutsbetroffen,,Porz Markt
01.10.22,1.500,"Solidarität mit dem Kampf der Iranischen Frauen gegen den Mullah- Regime, ""Jin Jiyan Azadi""",,Chlodwigplatz
01.10.22,200,Freiheit für Iran,,Ebertplatz
01.10.22,60,Solidarität mit den kämpfenden Menschen im Iran,,Wiener Platz
01.10.22,10,Medien-Blackout,,WDR-Arkarden
01.10.22,50,Wo sind die Wurzeln unserer christlichen Grundwerte,,Wiesdorfer Platz
01.10.22,100,Menschenrechtsverletzung im Iran,,Kurt-Hackenberg-Platz
01.10.22,20,Solidarität mit Palästina,,Ebertplatz
01.10.22,200,"Protestaktion zur Verurteilung des Luft- und Raketenangriff der Islamischen Republik Iran auf die Quartiere allen kurdischen Parteien in der Kurdistan Region - Irak Bei dem gibt Tote und Verletzte, darunter auch zivile Opfer ",,Ebertplatz bis Mediapark
01.10.22,35,Glaubensfreiheit für Christen mit bib,,Günter-Wand-Platz
02.10.22,80,Protest gegen iranische Politik,,Roncalliplatz
02.10.22,300,gegen Zwangsverschleierung  und gegen islamische Regierung im Iran,,Neptunplatz
02.10.22,5,Gegen das Verbot von Straßenmusik mit Verstärkern,,Breslauer Platz
03.10.22,50,Gegen Preisexplosion,,Wiener Platz
04.10.22,50,Attentat auf die Jineoloji Zeitschrift Editorin und Akademikerin Nagahan Aksel durch den Terrorstaat Türkei,,Breslauer Platz
05.10.22,100,Solidarität mit den Frauen im Iran,,Neumarkt
05.10.22,70,Politische Haft in der Türkei und anderswo ,,Alter Markt
06.10.22,20,Wir fordern den runden Tisch mit dem ÖFR,,Appellhofplatz
06.10.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
07.10.22,5,Inflation und Energiekrise,,"Ecke Bahnhofstraße/An der Sparkasse, Porz"
07.10.22,300,Solidaritätsdemo zu Lützerath,,Alter Markt bis Ebertplatz
07.10.22,80,Solidarität mit den Studierenden im Iran,,Albertus-Magnus-Platz
08.10.22,200,Hände hoch für bezahlbaren Wohnraum! - Mietenstopp Aktionstag!,,Rudolfplatz
08.10.22,4,Coming-out-Tag 2022,,Norbert-Burger-Platz
08.10.22,70,Aufruf zum Glauben an Jesus Christus,,Roncalliplatz
08.10.22,20,"Afrin, Kobani, Serekanie, Kamichli und Menschen- und Frauenrechte",,Domplatte (BGH)
08.10.22,8,Kiss-in gegen Queerfeindlichkeit,,Platz an der Kreuzung Flandrische Straße/Hohenzollernring
08.10.22,10,Aktion für mehr Demokratie in Algerien,,Kalk Post
08.10.22,500,Iraner demonstrieren für die Demokratie und gegen die Diktatur der islamischen Republik Iran,,Neumarkt                                                  Roncalliplatz
08.10.22,15,Freiheit für Julian Assange,,Heumarkt
08.10.22,50,Menschenkette für Solidarität mit Iran,,Ann-Schneider-Steig bis Im Zollhafen
08.10.22,80,"Welttag zur Abschaffung der Todesstrafe, Bewegung der Iraner für Freiheit und Demokratie",,Breslauer Platz
08.10.22,500,Unterstützung der Proteste im Iran,,Heumarkt          Chlodwigplatz
09.10.22,1500,Unterstützung des iranischen Volksaufstandes und Menschenrechte,,Neumarkt                                 Roncalliplatz
10.10.22,350,Unkontrolliert für Freiheit und Wahrheit - Stopp dem korrupten System,,Alter Markt - Bahnhofsvorplatz
10.10.22,20,Afghanistan not safe,,Bahnhofsvorplatz
10.10.22,1000,Stoppt Russland! Stoppt Genozid!,,Neumarkt
13.10.22,20,Wir fordern den runden Tisch mit dem ÖFR,,WDR-Arkarden
13.10.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
14.10.22,30,Solidarität mit den Frauen im Iran,,Venloer Straße 160
14.10.22,50,Gegen die Preisexplosion und für soziale Entlastung für die Mehrheit der Menschen!,,Kalk Post
14.10.22,1000,Solidarität mit der Ukraine,,Roncalliplatz
14.10.22,15,Solidarität mit den Frauen im Iran,,Domplatte
14.10.22,30,Solidarität mit den Studierenden im Iran,,Albertus-Magnus-Platz
15.10.22,8,moderne Sklaverei und Menschenhandel,,Heumarkt
15.10.22,1000,Solidarität mit den Aufständen im Iran gegen das System,,Roncalliplatz bis Roncalliplatz
15.10.22,300,Solidarität mit den kämpfenden Menschen im Iran,,Ebertplatz
15.10.22,10,Protest gegen die Verwendung von Weizen als Sprit und Tierfutter,,Rudolfplatz
15.10.22,60,Solidarität mit den Protestierenden im Iran gegen das Mullah-Regime,,Breslauer Platz
15.10.22,5,Preisstopp jetzt!,,"Waldecker Straße 42, 51065 Köln"
16.10.22,100,Protest gegen iranische Politik,,Roncalliplatz
17.10.22,35,Teuerungen,,Kalk Post
18.10.22,100,"Aktion zum Tag gegen Menschenhandel ""blue blindfold""",,Roncalliplatz
19.10.22,10,Genug ist genug (Wer zahlt für die Krise),,Kalk Post
19.10.22,100,Terrorstaat und Natopartner Türkei setzt chemische Waffen gegen Kurden ein,,Breslauer Platz
20.10.22,40,Iran Proteste Kunstdemo,,Domplatte BGH
20.10.22,25,"Protestkundgebung gegen das Bergwerkunglück in Amasra, Türkei",,Wiener Platz
20.10.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
21.10.22,150,"Fahrradschulbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen",,Gerhard-Wilczek-Platz            Lindenbornstraße
21.10.22,10,Tierrechte,,Alphons-Silbermann-Weg (vor Mensa.Eingang)
21.10.22,100,Schulstraße - Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche sowie das Aufzeigen der Problematik des Bring- und Durchgangsverkehrs und den daraus resultierenden Gefahren,,Kaiserescher Straße  5
21.10.22,15,Keine Kameras in Kalk Post,,Kalk Post
22.10.22,500,"Demokratie im Iran, gegen Diktatoren",,Neumarkt bis Neumarkt
22.10.22,1.000,Solidarität mit den Aufständen im Iran gegen das System,,Heumarkt
22.10.22,30,Genug ist genug - Die Preise müssen runter,,Breslauer Platz
22.10.22,300,Solidarität mit den Protesten im Iran,,Roncalliplatz
22.10.22,50,"Energiekrise, Armut",,Frankfurter Straße/Rösrather Straße
22.10.22,800,Terrorstaat und Natopartner Türkei setzt chemische Waffen gegen Kurden ein,,"Ebertplatz
Roncalliplatz"
23.10.22,100,Solidarität mit der Ukraine,,Roncalliplatz
24.10.22,30,Dieser Schmerz betrifft uns alle,,Hohenzollernbrücke (Reiterstandbild KW)
25.10.22,50,"Keine Klärschlammverbrennung, keine Phosphorrückgewinnungsanlage im Kölner Norden ",,Merkenicher Hauptstraße
26.10.22,20,"Dauerhafte Schließung der Drehbrücke für den Autoverkehr an allen Wochentagen, Einrichtung einer durchgehenden Fahrradstraße",,Drehbrücke Deutz
26.10.22,15,"Ob Bahn, Chemie, Hafen oder Metall - WIR SIND EIN KLASSE - GEMEINSAM IN DEN STREIK:  Weg mit der Mehrwertsteuer!",,"Eitorfer Straße 16-20                        Horst Henning Platz, Leverkusen                                      Kalk Kapelle bis Kalk Post"
26.10.22,12,Glaubensfreiheit für Christen mit einem biblischen Werteverständnis,,Alphons-Silbermann-Weg/Zülpicher Straße
27.10.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
28.10.22,200,Wir wollen einen sicheren Schulweg,,"Hans-Christian-Andersen-Schule, Leverkusen"
28.10.22,80,"Mission impossible - grüner Schulhof, wir machen das Unmögliche möglich",,Gesamtschule Rodenkirchen
29.10.22,3000,Fahren für das Leben – mehr Rücksichtnah-me und Weitblick im Straßenverkehr!,,Militärringstraße bis Märchenwald Odenthal
29.10.22,1500,"Völkerverständigung, Weltfrieden, Menschenrechte, Antigewalt",,Neumarkt
29.10.22,500,Für Demokratie im Iran und gegen Diktatoren,,Roncalliplatz bis Roncalliplatz
29.10.22,35,"Mahsa Amini, Freedom für Iran",,Roncalliplatz
29.10.22,5.000,Solidarität mit der Protestbewegung im Iran,,Heumarkt
29.10.22,10,Tierrechte & Veganismus,,Domplatte (Blau-Gold-Haus)
29.10.22,10,Protest gegen Investitionen von Vermögensverwaltern in der Klimakrise,,Rudolfplatz
29.10.22,500,Unterstützung der Revolution Protest im Iran,,Unter Hohenzollernbrücke Domseite
29.10.22,50,Chemiewaffeneinsatz der Türkei und Solidarität mit den inhaftierten Journalisten,,Breslauer Platz
30.10.22,100,Demonstration bezüglich der Lage im Iran,,Roeckerathplatz
30.10.22,300,Kidical Mass: Anmahnen von sicheren Radinfrastruktur und Freiräume für Kinder und Jugendliche,,Rudolfplatz                                         Ottoplatz                                       Stadtgarten Kalk
30.10.22,300,"Anmahnen von mehr Freiräumen, Sicherheit und Nutzung von öffentlichem Raum für Kinder und Jugendliche",,Kalk-Mülheimer Straße
30.10.22,1.500,Unterstützung des iranischen Volksaufstandes und Menschenrechte,,Neumarkt
30.10.22,20,Keine Fake-News und Manipulation in Köln,,Heumarkt Höhe Nr. 54
30.10.22,25,Tag der Toten - Gedenken an die ermordeten Aktivisten,,Bartholomäus-Schink-Straße 1
31.10.22,10,Mahnwache gegen Fleischkonsum / für Veganismus,,Kreuzung Schildergasse - Krebsgasse
31.10.22,10,Evangelisation,,Domplatte (Blau-Gold-Haus)
31.10.22,50,Solidarität mit den Frauen im Iran,,Theo-Burauen-Platz
01.11.22,50,Welt-Kobane-Tag,,Wiener Platz
01.11.22,10,Tierrechte,,Rheingarten
01.11.22,100,Mehr Grün- und Freiflächen im Stadtteil Kalk,,Stadtgarten Kalk bis Neuerburgstraße
01.11.22,70,Mehr Spiel- und Freiflächen für Kinder und Jugendliche im Stadtteil Kalk,,Neuerburgstraße
02.11.22,40,Politische Haft im Iran und in der Türkei,,Bahnhofsvorplatz
03.11.22,600,Eine Lösung für die autofreie Deutzer Freiheit muss her,,Mindener Straße 2
03.11.22,200,Tarifrunde der Metall- und Elektroindustrie: Warnstreik der IG Metall Köln-Leverkusen,,Geestemünder Straße bis Henry-Ford-Straße
03.11.22,10,Evangelisation,,Domplatte (Blau-Gold-Haus)
04.11.22,100,Stoppt den Völkermord in Tigray,,Roncalliplatz
04.11.22,150,Solidarität mit den Protesten im Iran,,Alter Markt
04.11.22,15,"Erhaltung der Eiche im Kreisverkehr, Verkehrswende",,"Leverkusen, Kreisverkehr Rennbaumstraße"
05.11.22,5.000,March for freedom,,Heumarkt
05.11.22,40-80,"Lützerath muss erhalten bleiben, die Braunkohlebagger von RWE müssen vor Lützerath gestoppt werden! Die 1,5 Grad Grenze verläuft vor Lützerath - keine Räumung von Lützerath",,Bahnhofsvorplatz - Alter Markt
05.11.22,400,Menschenrechte im Iran,,Ebertplatz
05.11.22,15,Perfomance für Iran - Die-In,,Hanns-Hartmann-Platz
05.11.22,1.500,Solidarität mit den Demonstrant*innen im Iran,,Roncalliplatz
05.11.22,40,Revolutionen beenden Kriege - der Friede ist ROT,,Kalk Post
05.11.22,60,Freiheit für alle politischen Gefangenen im Iran,,Günter-Wand-Platz
05.11.22,30,Christliche Werte in Politik und Gesellschaft,,Schildergasse (P&C)
05.11.22,10,Gegen Inflation und Kriegsgefahr,,"Leverkusen, Friedrich-Ebert-Platz"
05.11.22,15,"Gesundheitswesen in der Krise, Kritische Betrachtung von Gesundheitswesen und Energiekrise",,Günter-Wand-Platz
05.11.22,10,Sensibilisierung der Medien für die Entführung politischer Aktivisten durch das algerische Regime,,WDR-Arkarden
06.11.22,10,Verkündigung des Evangeliums,,Domplatte (Blau-Gold-Haus)
07.11.22,15,Teuerungen,,Wiener Platz
07.11.22,10,Evangelisation,,Domplatte (Blau-Gold-Haus)
07.11.22,30,Asylrecht - Aufenthaltsrecht,,"Leverkusen, Friedrich-Ebert-Platz 1"
08.11.22,800,Eisenbahnerinnen gegen drohende Kürzung im Bundeshaushalt,,Ottoplatz
08.11.22,8,Tierschutzbedingungen in Hühnermast,,Habsburgerring 2
09.11.22,30.000,"30 Jahre Arsch Huh - Zäng ussenander! Für Frieden und soziale Gerechtigtkeit, gegen Rassismus und Rechtsradikalismus",,Deutzer Werft
09.11.22,5,Preisstopp jetzt!,,Westerwaldstraße 92
09.11.22,20,Freiheit für alle politischen Gefangenen im Iran,,Günter-Wand-Platz
10.11.22,120,Mahn- und Gedenkveranstaltung Edelweißpiratn,,Körnerstraße bis Bartholomäus-Schink-Straße
10.11.22,2000,Solidarisch aus der Energiekrise,,Ottoplatz
10.11.22,30,Protest gegen die Zustände am 11.11. und an Karneval im Zülpicher Viertel,,Theo-Burauen-Platz
10.11.22,10,Verkehrswende,,Rathausplatz
10.11.22,50,Die Kölner Kindertagespflege befindet sich durch Inflation und Energiekrise in akuter Notlage,,Alter Markt
10.11.22,100,Demo für Ken-Saro Wiwa Menschenrecht/Umweltaktivist Memorial Day,,Albertus-Magnus-Platz bis Dürener Straße
10.11.22,100,"#OPEN THE PORTS - NOW! (Öffnung der italienischen Häfen für Geflüchtete an Bord der Humanity 1, Ocean Viking, GeoBarents und Rise Above.)",,Universitätsstraße 81
10.11.22,200,"SOS Save Our School Heliosschule -
Fertigstellung Interimsstandort Wasseramselweg damit Ganztagschule/Mittagessen wieder möglich ist Picknick vor dem Rathaus",,Wasseramselweg
10.11.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
10.11.22,10,Evangelisation,,Domplatte (Blau-Gold-Haus)
11.11.22,1500,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!,,Aachener Weiher
12.11.22,40,Trans Awareness Week - 'TransRightsAreHumanRights,,Domplatte (Römerbogen)
12.11.22,25,Bezahlbares Wohnen in Nippes,,Florastraße/Neusser Straße
12.11.22,10,Mehr Demokratie in Algerien,,Kalk Post
12.11.22,50,Internationaler Umweltkampftag anlässlich der Weltklimakonferenz,,Wiener Platz
12.11.22,5.000,Gesetzeserlass in der Türkei gegen Aleviten,,Deutzer Werft
13.11.22,20,Solidarität mit Iran,,Aachener Straße 5
13.11.22,10,Perfomance für Iran - Die-In,,Breslauer Platz
13.11.22,20,Freiheit für alle politischen Gefangenen im Iran,,Aachener Str./Ecke Händelstr.
14.11.22,10,Evangelisation,,Domplatte (Blau-Gold-Haus)
15.11.22,700,Warnstreikkundgebung der IG Metall im Rahmen der Tarifverhandlungen der Metall- und Elektroindustrie 2022,,Sürther Marktplatz
15.11.22,100,Streikkundgebung ComTS,,Helenenstraße 14
16.11.22,1.700,Tarifrunde der Metall- und Elektroindustrie 2022: Warnstreik der IG Metall Köln-Leverkusen,,"Deutz AG, Ottostraße 1"
16.11.22,8,Gegen Machtmissbrauch und Vertuschung,,"Luxemburger Straße 101, Landgericht Köln"
17.11.22,8000,Tarifrunde der Metall- und Elektroindustrie 2022: Warnstreik der IG Metall Köln-Leverkusen,,Spessartstraße bis Emdener Straße
17.11.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
17.11.22,10,Perfomance für Iran - Die-In,,Albertus-Magnus-Platz
17.11.22,60,Solidarität zu den Protesten im Iran,,"Leverkusen, Friedrich-Ebert-Platz"
17.11.22,100,Menschenrechte im Iran,,Breslauer Platz
17.11.22,7,Solidarität mit indigenen Völkern in Brasilien und Chile,,Domplatte (Kreuzblume)
17.11.22,12,Schafft die Obdachlosigkeit ab,,Theo-Burauen-Platz
17.11.22,10,Evangelisation,,Domplatte (Kreuzblume)
18.11.22,3.000,Solidarität mit den Menschen im Iran,,Ottoplatz
18.11.22,200,"Demonstration für mehr Klimaschutz in Köln.
Schüler*innen fordern gemeinsam mit der Klimagerechtigkeitsbewegung mehr Einsatz für Klimaschutz, demokratische Mitbestimmung und Sicherheit.",,"Kerpener Straße (Uniwiese)
Zeughausstraße"
18.11.22,20,Menschenrechtsverletzungen in Katar,,Albertus-Magnus-Platz
19.11.22,50,"Menschen entlasten, Energiepreise deckeln",,Wiener Platz
19.11.22,50,Überprüfbare Wahlen und Meinungsfreiheit in Brasilien,,Günter-Wand-Platz
19.11.22,50,Verhandeln statt schießen!,,Frankenplatz
19.11.22,1.000,Solidarität mit den Aufständen im Iran gegen das System,,Ottoplatz
19.11.22,200,Iran,,Breslauer Platz
19.11.22,10,Tierrechte & Veganismus,,Domplatte (Blau-Gold-Haus)
19.11.22,10,Wir sind weiterhin da und gegen die hohen Energiepreise,,Liverpooler Platz
20.11.22,5.000,"Protest zur FIFA-WM der Herren in Katar 2022 - Demonstration für Menschenrechte, NRW-Zentral",,Leichlinger Straße; Deutzer Allee
20.11.22,200,Trans Day of Rememberance,,Ottmar-Pohl-Platz - Ottoplatz
20.11.22,100,Aktionstag für Solidarität mit Iran,,Brüsseler Platz
20.11.22,20,Kundgebung/Darstellung zum Iran,,Domplatte (Blau-Gold-Haus)
21.11.22,100,"SOS Save Our School Heliosschule -
Fertigstellung Interimsstandort Wasseramselweg damit Ganztagschule/Mittagessen wieder möglich ist Picknick vor dem Rathaus",,Theo-Burauen-Platz
21.11.22,10,Evangelisation,,Domplatte (Kreuzblume)
21.11.22,100,Terrorstaat Türkei bombardiert Sud- und Westkurdistan,,Breslauer Platz
22.11.22,10,"Ansteigende Frauenmorde in Iran, Irak und Syrien",,Albertus-Magnus-Platz
23.11.22,12,Demo gegen Tierausbeutung bei Urban Outfitters,,Breite Straße 118
24.11.22,10,Solidarität zu einer Gerichtsverhandlung,,"Luxemburger Straße 101, Landgericht Köln"
24.11.22,20,Wir fordern den runden Tisch mit dem ÖFR,,Appellhofplatz
25.11.22,600,Wir nehmen uns die Nacht,,Hans-Böckler-Platz                       Breslauer Platz
25.11.22,150,"Gemeinsam gegen Gewalt an Frauen, Krieg und Krise",,Wiener Platz
25.11.22,50-100,Tag gegen Gewalt an Frauen,,"Apostelnkirchplatz
Barthonia Brunnen"
25.11.22,10,Freiheit für Julian Assange,,Schildergasse/Krebsgasse
25.11.22,3.000,Frauen im Iran - Internationaler Tag zur Beseitigung von Gewalt an Frauen,,Ottoplatz
25.11.22,30,"Gemeinwohlverpachtung der stadteigenen
Grundstücke von Köln",,Willy-Brandt-Platz 2
25.11.22,300,Internationaler Tag gegen Gewalt an Frauen - Iran,,Breslauer Platz
25.11.22,12,Die-In für Iran,,Albertus-Magnus-Platz
25.11.22,10,Protest gegen Überkonsum und Ressourcenvernichtung,,Schildergasse (Ecke Herzogstraße)
26.11.22,50-300,Für den Erhalt und die Schaffung von Wagenplätzen und alternativen Wohnprojekten,,Breslauer Platz - Neptunplatz
26.11.22,3.000,Jin Jiyan Azadi Rojhelat,,Deutzer Werft
26.11.22,100,Erhalt des Krankenhauses Holweide,,"Holweider Markt, BG-Straße"
26.11.22,20,"Tierrechte, Veganismus",,Schildergasse (P&C)
26.11.22,10,Impfschäden der SARS-CoV-2-Impfung,,"Leverkusen, Wiesdorfer Platz"
26.11.22,100,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!,,Kalk Kapelle
26.11.22,15,Demonstration für Beijing Bridgeman,,Domplatte (Kreuzblume)
26.11.22,800,Eine Lösung für die autofreie Deutzer Freiheit muss her,,Mindener Straße 2
26.11.22,10,Ampelaktion Pelzfrei,,Neumarkt 10
26.11.22,15,"Tierrechte, Veganismus",,Domplatte (Kreuzblume)
26.11.22,10,Gedenken der Toten an den Grenzen Europas,,Günter-Wand-Platz
26.11.22,100,Wir zahlen nicht mehr,,Ecke Frankfurterstr./Rösrathstraße
27.11.22,100,Dialog statt Verbot! Die PKK sollte aus der Terrorliste raus,,Breslauer Platz
