Datum,Beginn,Ende,Ort,Art,Veranstalter,Thema,Teilnehmer
2021-11-19 00:00:00,12:45:00,15:45:00,Kistlerhofstraße 60,stationär,,Falun Gong,5
2021-11-19 00:00:00,17.00,19.00,Max-Joseph-Platz,stationär,,Demokratie Leben,30
2021-11-19 00:00:00,11:00:00,11:45:00,Kreiller Str. bis Truderinger Str,sfv,,Solidarität mit den Beschäftigten von Bosch,100
2021-11-19 00:00:00,11.00,12:45:00,Truderinger Str. 191,stationär,IG Metall,Für den Erhalt von Bosch,1500
2021-11-19 00:00:00,14.00,15.30,Kohlstr. - Ludwigstr.,sfv,,Fridays For Future,150
2021-11-19 00:00:00,17.15,18.15,Agnes-Bernauer-Str. Ggü. Hausnr. 98,stationär,Radentscheid München REM,Radentscheid München REM #Wir feiern jeden Meter. Erfolgreiche Neugestaltung des Radweges in der Nähe des Versammlungsortes,20
2021-11-19 00:00:00,13.00,16.30,Königsplatz – Oberanger 38,sfv,,No Deportations  ,200
2021-11-19 00:00:00,14.00,15.00,Plattner Str / Hebenstreitstr,stationär,Mehr Platz zum Leben,Halt 58 wird bunter,20-30
2021-11-19 00:00:00,14.00,15.30,Kohlstr. - Goethestr. 17,sfv,,Fridays For Future,150
2021-11-20 00:00:00,15.00,17.00,Max-Joseph-Platz,stationär,Frau-kunst-politik,Performance,150
2021-11-20 00:00:00,16.30,19.00,Orleansplatz,stationär,,UlliOma & Friends Street Day,35
2021-11-20 00:00:00,14:45:00,17:45:00,Karlsplatz beim Tor Seite Stachus Brunnen,stationär,,"Anonymous For The Voiceless / Aufzeigen tierethicher, humanehtischer, gesundheitlicher und ökologischer Konsumentscheidungen und Lösungsmöglichkeiten",5-15
2021-11-20 00:00:00,15.00,18.00,Tal 13,stationär,Active Love,Active Love,10
2021-11-20 00:00:00,16.00,20.00,Odeonspatz,stationär,,Transgender Day,100
2021-11-20 00:00:00,11.00,16:30:00,Pasinger Bahnhofsplatz,stationär,Falun Gong,Falun Gong,30
2021-11-20 00:00:00,18.30,21.00,Knorrstr. 171 – Troppauerstr. 10,sfv,"LH München, Kulturreferat",80 Jahre danach: Gedenken an die 1. Deportatioin der Münchner Juden am 20.11.1941,200
2021-11-20 00:00:00,13.00,15.00,Königspl. - Odeonspl. (Reiterdenkmal),sfv,,Nieder mit der Festung Europa! Solidarität mit den Geflüchteten an der polnischen Außengrenze &überall!,ca. 250-300
2021-11-21 00:00:00,09.00,20.00,Muffathalle,stationär,,Kreismitgliederversammlung,140
2021-11-21 00:00:00,13.00,17.30,OPL  ,stationär,,Demonstration gegen Völkermord,200
2021-11-22 00:00:00,18.30,20.30,Odeonspatz,stationär,,Coronaregeln,100
2021-11-23 00:00:00,18.00,19.30,Odeonspatz,stationär,,Beendet die humanitäre Katastrophe an der polnischen/belarussischen Grenze,100
2021-11-24 00:00:00,18:15:00,20:45:00,Karlsplatz beim Tor Seite Stachus Brunnen,stationär,,"Anonymous For The Voiceless / Aufzeigen tierethicher, humanehtischer, gesundheitlicher und ökologischer Konsumentscheidungen und Lösungsmöglichkeiten",5-15
2021-11-24 00:00:00,14.00,15.00,Maximilianstr. 8 vor Hermes,stationär,PETA Deutschland e.V.,Demo gegen Tierleid bei Exotenleder für die „Mode“ von Hermès,5-10
2021-11-24 00:00:00,18.00,20.00,Ismaninger Str. bis Ismaninger Str.,sfv,,"Kein Impfzwang, Keine gruppenbezogene Menschenfeindlichkeit, Kein Rassismus, Für beste Arbeitsbedingungen im Gesundheitswesen.",150-250
2021-11-24 00:00:00,13.00,13:30:00,Röntgenstraße 5,stationär,Werte Union,Polen rettet Deutschland. Herzlichen Dank.,10-20
2021-11-25 00:00:00,17.00,18:15:00,Odeonspatz,stationär,Parents For Future München ,Parents for Future,20
2021-11-25 00:00:00,17.00,18.00,Tegernseer Platz 1-3 vor Post,stationär,Frauenverband Courage e.V.,Keine einzige mehr – zum Interationalen Tag gegen Gewalt an Frauen,10
2021-11-25 00:00:00,18:30:00,20:45:00,Baldeplatz bis Georg-Freundorfer-P,sfv,No Patriarchy Munich,Demo für den Tag gegen Gewalt gegen Frauen,300
2021-11-25 00:00:00,11.00,13.30,Theresienwiese – Odeonsplatz 4,sfv,ver.di Bezirk München & Region,Tarif- und Besoldungsrunde Bundesländer 2021,500
2021-11-25 00:00:00,06.00,11.05,Ziemssenstr. - Theresienwiese,sfv,ver.di,Tarifrunde Länder / Streiktag / Klinikum Innenstadt,150
2021-11-25 00:00:00,10.00,13.15,St.-Pauls-Pl. - St.-Pauls-Pl.,sfv,Helfer Deutschland e.V.,"Gebet für von vorgeburtlicher Tötung bedrohte Menschen, deren Eltern und für alle Menschen, die in pränatale Kindstötungen involviert sind (insbesondere Ärzte / Ärztinnen bzw. deren bei der Tötung assistierendes Personal) sowie den Tod des Kindes befürwortende Berater/-innen der Mutter",ca. 25
2021-11-26 00:00:00,12:45:00,15:45:00,Kistlerhofstraße 60,stationär,,Falun Gong,5
2021-11-26 00:00:00,17.00,19.00,Max-Joseph-Platz,stationär,,Demokratie Leben,30
2021-11-26 00:00:00,13.00,14.00,Gärtnerplatz   ,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2021-11-26 00:00:00,13.45,15.30,Geschwister-Scholl-Platz – Königsplatz,sfv,,Fridays For Future,150
2021-11-26 00:00:00,10.00,12.00,Nußbaumstr. - Odeonsplatz,sfv,ver.di München,Tarifrunde Länder – Klinikbeschäftigte fordern mehr Anerkenneung,150
2021-11-26 00:00:00,06.00,13.45,Ziemssenstr.  ,stationär,ver.di München & Region,"Tarifrunde Länder, Warnstreikversammlung",80
2021-11-27 00:00:00,16.30,19.00,Max-Joseph-Platz,stationär,,"Info`s auf d`Straß, nachdem der Mainstream nicht objektiv berichtet",35
2021-11-27 00:00:00,14:45:00,17:45:00,Pasinger Bahnhofsplatz,stationär,,"Anonymous For The Voiceless / Aufzeigen tierethicher, humanehtischer, gesundheitlicher und ökologischer Konsumentscheidungen und Lösungsmöglichkeiten",5-15
2021-11-27 00:00:00,15.00,18.00,Josephspl. - Josephspl.,sfv,,Kundgebung „Internationaler Tag gegen Gewalt an Frauen“ zum internationalen Tag zur Beseitigung von Gewalt gegen Frauen am 25. November,200
2021-11-27 00:00:00,15.00,18.00,Tal 13,stationär,Active Love,Active Love,10
2021-11-27 00:00:00,11.00,15.30,Max II Denkmal – Odeonspl.,sfv,,Schluss mit der Spaltung,250-300
2021-11-27 00:00:00,12.00,13.00,Schäftlarnstr (zw. Tierparkstr./Fraunbergstr.),stationär,Isarlust e.V.,„Kulturlieferdienst“ - Rettet die Münchner und Bayerische Kunst- und Kulturszene „Verkehrswende“ - Schafft (temporäre) öffentliche Räume und (weitgehend) leere Autostraßen „Solidarität“ - Danke Arbeiter*innen der Suchtbewältigung & Behördenvertreter der Demokratieverteidigung,100
2021-11-27 00:00:00,15.00,16.00,Baumkirchnerstr. (auf Wochenmarktfläche),stationär,Isarlust e.V.,„Kulturlieferdienst“ - Rettet die Münchner und Bayerische Kunst- und Kulturszene „Verkehrswende“ - Schafft (temporäre) öffentliche Räume und (weitgehend) leere Autostraßen „Solidarität“ - Danke Arbeiter*innen der Suchtbewältigung & Behördenvertreter der Demokratieverteidigung,100
2021-11-27 00:00:00,11.00,16.30,Hohenzollernplatz,stationär,Falun Gong Gruppe München,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommunistische Partei Chinas eine Ende setzen.",30
2021-11-28 00:00:00,13.00,18.00,Max II Denkmal – Max-Joseph-Platz,sfv,,Frieden und Freiheit im Gedenken an großartige Freiheitskämpfer,1000
2021-12-01 00:00:00,18.00,19.15,OPL  ,stationär,Münchner Aidshilfe,Welt-Aids-Tag mit Candle-Light-Walk,130
2021-12-01 00:00:00,18.15,20.45,Karlsplatz beim Tor Seite Stachus Brunnen,stationär,Activists for the victims,Activists for the Victims,15
2021-12-01 00:00:00,12.00,13.00,Theresienstr. (Alte Pinakothek),stationär,,"Versammlung, um auf Baum- / Klimaschutz in München aufmerksam zu machen (aktueller Fall: Fällung von 40 Bäumen vor der Neuen Pinakothek)",50
2021-12-01 00:00:00,12:30:00,13.00,Reiterdenkmal,stationär,Vereinigung der Verfolgten des Naziregimes,75 Jahre Bayerische Verfassung. Flüchtlingselent an den Grenzen Europas. Geflüchtete aufnehmen,10-15
2021-12-01 00:00:00,18.00,20.00,Wittelsbacherplatz - Wittelsbacherplatz ,sfv,,"Kein Impfzwang, Keine gruppenbezogene Menschenfeindlichkeit, kein Rassismus, Für beste Arbeitsbedingungen im Gesundheitswesen, Schutz von Risikogruppen, sinnvolle Strategien",150-250
2021-12-02 00:00:00,17.00,18:15:00,Marienplatz,stationär,Parents For Future München ,Parents for Future,20
2021-12-02 00:00:00,14.00,16.30,Odeonsplatz,stationär,Zeromacho Deutschland,Demonstration für das Nordische Modul anlässlilch des Internationalen Tag der Sklaverei,20
2021-12-02 00:00:00,18.00,20.00,Max-Joseph-Platz,stationär,,Coronamaßnahmen,100
2021-12-02 00:00:00,12.00,16.00,Königsplatz – Oberanger 38,sfv,,No Deportations  ,200
2021-12-02 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,"Beendigung der 21 Jahre Folter, Organraub und Mord an Falun Gong Praktizierenden in China, Nieder mit dem Teufel der kommunistischen Partei Chinas",5
2021-12-03 00:00:00,17.00,19.00,Karlsplatz/Stachus,stationär,,Demokratie Leben,30
2021-12-03 00:00:00,14.00,16.15,Brienner Str. 6 – Bob-van-Benthem-Platz,sfv,,Fridays For Future WTO has to go!,100
2021-12-03 00:00:00,17.00,18.00,Platz Mutter Teresa Str.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-04 00:00:00,13.30,15.30,Matthias-Pschorr-Matthias-Pschorr,Autokorso,,Wir gewinnen nur zusammen,77/231
2021-12-04 00:00:00,14.00,16.00,Odeonsplatz,stationär,,Boycott Olympiade 2022,10
2021-12-04 00:00:00,14.45,17.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-04 00:00:00,15.00,18.00,Max-Joseph-Pl.,stationär,Active Love,Active Love,10
2021-12-04 00:00:00,12.30,15.30,Leonrodplatz – Freddie Mercury ,sfV,,Gentrifizierung und Vertreibung von Mietern,200
2021-12-04 00:00:00,13.00,15.30,Marienplatz,stationär,,Wann ist für Euch der richtige Zeitpunkt,50
2021-12-04 00:00:00,12.00,13.00,Rosenkavalierpl,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-04 00:00:00,14:30:00,15:30:00,Mauerkicher Str / Kufsteiner,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-05 00:00:00,14.00,16.00,Odeonsplatz,stationär,,Mahnwache für Julian Assange,12
2021-12-05 00:00:00,14.00,17.00,Karlsplatz,stationär,AZADI,Gegen die politische Anerkennung der Taliban (Afghanistan) gegen Terrorismus,100
2021-12-05 00:00:00,16.00,18.00,MPL/Viktualienmarkt,stationär,Animal United e.V.,Mahnwache gegen das Tragen von Pelz,10-15
2021-12-06 00:00:00,18.00,20.00,Odeonsplatz,stationär,,Weg mit Hartz IV,20-30
2021-12-06 00:00:00,16.00,17.00,Franz-Marc-Str,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-07 00:00:00,14.00,15.00,Friedensengel,stationär,,Belarusische Demokratiebewegung,150
2021-12-08 00:00:00,18.15,20.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-08 00:00:00,18.00,20.00,Wittelsbacherplatz – Wittelsbacherplatz,sfv,,Kein Impfzwang! Keine gruppenbezogene Menschenfeindlichkeit! Für Toleranz und Achtung voreinander!,ca. 500
2021-12-09 00:00:00,17.00,18:15:00,Marienplatz,stationär,Parents For Future München ,Parents for Future,20
2021-12-09 00:00:00,18.00,20.00,OPL  ,stationär,,Coronamaßnahmen,100
2021-12-09 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,"Beendigung der 21 Jahre Folter, Organraub und Mord an Falun Gong Praktizierenden in China, Nieder mit dem Teufel der kommunistischen Partei Chinas",5
2021-12-09 00:00:00,17.00,20.00,Karlsplatz,stationär,Greenpeace München,Verantwortung der Industrie in Bezug auf Umweltschutz,10-15
2021-12-10 00:00:00,18.00,19:30:00,Obere Grassstr. 1,stationär,,Illegaler Abriss,40-50
2021-12-10 00:00:00,13.00,14.00,Karlsplatz/Stachus,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2021-12-10 00:00:00,14.00,16.00,MPL bis OPL,sfv,,Fridays For Future,200
2021-12-10 00:00:00,14.00,16.00,Hofmannstr. 56,stationär,Ostturkestanische Union in Europa e.V.,Menschenrechte und Internierungslager,25-30
2021-12-10 00:00:00,17.30,19.00,Rosenheimer Str. 5,stationär,,Kultur für Alle ,30-40
2021-12-10 00:00:00,14.00,14.30,Odeonspatz,stationär,Arbeitskreis aktiv gegen rechts,Keine Abschiebung nach Sierra Leone,10
2021-12-10 00:00:00,14.40,15.10,Karlsplatz,stationär,Arbeitskreis aktiv gegen rechts,Keine Abschiebung nach Sierra Leone,10
2021-12-10 00:00:00,15.30,16.00,Marienplatz,stationär,Arbeitskreis aktiv gegen rechts,Keine Abschiebung nach Sierra Leone,10
2021-12-10 00:00:00,16.20,16.50,Sendlinger-Tor-Platz,stationär,Arbeitskreis aktiv gegen rechts,Keine Abschiebung nach Sierra Leone,10
2021-12-10 00:00:00,12.00,13.30,Ingolstädter Str. 240,stationär,,Gegen Impfpflicht,20
2021-12-11 00:00:00,14.45,17.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-11 00:00:00,10:30:00,17:00:00,Odeonspatz,stationär,Amnesty International,Einsatz für die Menschenrechte bseit 60 Jahren,40
2021-12-11 00:00:00,13.00,16.00,Sendlinger Str. 8,stationär,,"Bilder von unschuldigen Menschen (Kinder, Frauen und Männer) aus dem Iran, die durch das Regime des Islamischen Republik (seit 43 Jahren) unmenschlich zur Tode verurteilt wurden.",12-15
2021-12-11 00:00:00,13.00,15.30,Marienplatz,stationär,,Wann ist für Euch der richtige Zeitpunkt,50
2021-12-11 00:00:00,17:30:00,18:30:00,Marienplatz,stationär,Parents For Future München ,Eiffelturmtag,12
2021-12-11 00:00:00,15.00,17.00,Prälat-Miller-Weg,stationär,,ANIMALS UNITED e. V.,10-15
2021-12-11 00:00:00,20.00,22.00,Marienplatz,stationär,,Grünes Licht für Aufnahme – Solidarität mit den Geflüchteten an der polnisch-belarussischen Grenze,100
2021-12-11 00:00:00,10.30,16.00,Münchner Freiheit ,stationär,,Galerie über Coronainformationen,5-10
2021-12-11 00:00:00,14.00,16.00,THW-THW,sfv,,Impfzwang ist die rote Linie,200 Menschen in 100 Kfz
2021-12-11 00:00:00,14.00,15.00,Professor-Huber-Pl,stationär,,Unterstützung unseres Volkes in Serbien,50-100
2021-12-11 00:00:00,16.00,18.00,Rindermarkt,stationär,,Freiheit für Abdullah Öcalan,15
2021-12-12 00:00:00,13.00,14.30,Karlsplatz/Stachus,stationär,Stop Finning,Eu-Bürgerinitiative „Stop Fiing – Stop the Trade“,100
2021-12-13 00:00:00,11.00,16:30:00,Odeonspatz,stationär,Falun Gong,Falun Gong,30
2021-12-13 00:00:00,17.30,18.30,Geschwister-Scholl-Platz,stationär,Memorial Deutschland e. V.,Solidarität mit MEMORIAL International,30-50
2021-12-13 00:00:00,12.00,13.30,Neuherbergstr. 11,stationär,,Gegen Impfpflicht,20
2021-12-14 00:00:00,12.00,13.30,Ingolstädter Str. 240,stationär,,Gegen Impfpflicht,20
2021-12-15 00:00:00,18.15,20.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-15 00:00:00,12.00,13.30,Neuherbergstr. 11,stationär,,Gegen Impfpflicht,20
2021-12-15 00:00:00,18.00,20.00,Ludwigstr.,stationär,,Keine Impfpflicht,3000
2021-12-16 00:00:00,17.00,18:15:00,Marienplatz,stationär,Parents For Future München ,Parents for Future,20
2021-12-16 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,"Beendigung der 21 Jahre Folter, Organraub und Mord an Falun Gong Praktizierenden in China, Nieder mit dem Teufel der kommunistischen Partei Chinas",5
2021-12-16 00:00:00,12.00,13.30,Ingolstädter Str. 240,stationär,,Gegen Impfpflicht,20
2021-12-16 00:00:00,18.00,20.00,OPL  ,stationär,,Coronaregeln,100
2021-12-16 00:00:00,13:30:00,17.00,Truderinger Str. 191,stationär,Vorbereitungskreis 1. Mai,keine Entlassungen bei Bosch,15
2021-12-17 00:00:00,14.00,15:45:00,MPL bis Gärtnerpl,sfv,,Fridays For Future,200
2021-12-17 00:00:00,13.00,14.00,Karlsplatz/Stachus,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2021-12-17 00:00:00,12.00,13.30,Neuherbergstr. 11,stationär,,Gegen Impfpflicht,20
2021-12-17 00:00:00,17.00,18.00,Nimmerfallstr,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-17 00:00:00,14.00,15.00,Plattnerstr. / Hebenstreitstr.,stationär,Bürgerinitiative Mehr Platz zum Leben,Mehr Grün am Platz,15-20
2021-12-18 00:00:00,14.45,17.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-18 00:00:00,11.00,16:30:00,Max-Joseph-Pl.,stationär,Falun Gong,Falun Gong,30
2021-12-18 00:00:00,14.00,17.00,Gärtnerplatz – Königsplatz,sfv,,"Sierra Leone Geflüchtete, Abschiebestopp, Wilkommenskultur, Antirassismus",500
2021-12-18 00:00:00,12.00,15.00,Oberföhringer Str. 10,stationär,IGFM AG München,Forderung nach Demokratie und Einhaltung der Menschenrechte in Katar,40-50
2021-12-18 00:00:00,11.30,13.00,Orleansplatz,stationär,,Klimakrise Artensterben Extinction Rebellion,50
2021-12-18 00:00:00,15.00,16.00,Heilbrunner Str.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-18 00:00:00,12.00,13.00,Willy-Brandt-Platz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-18 00:00:00,14.00,16.00,Rindermarkt ,stationär,,Für die Wiederherstellung des Demokratischen Prozesses in Tunesien,60-80
2021-12-18 00:00:00,18.00,20.30,Marienplatz,stationär,,Active Love,10
2021-12-18 00:00:00,12.00,13.45,Karlsplatz,stationär,,Boycott Olympiade 22,15
2021-12-18 00:00:00,11.00,14.10,Sendlinger Str. 8,stationär,,"„Free Julian Assange“ - Freiheit für Julian Assange, Freiheit für die Presse!",10
2021-12-18 00:00:00,14.00,16.00,Theresienwiese – Theresienwiese,Autokorso,,Impfpflicht ist die rote Linie,200 Menschen in 120 KFZ
2021-12-19 00:00:00,16.00,17.00,Odeonsplatz,stationär,,Kultur braucht viele Stimmen! Keine Wihnachten ohne LIVE-Musik! Freischaffende Musiker*innen und Chöre müssen leben,80
2021-12-19 00:00:00,12.00,13.00,Curt Metger Platz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-19 00:00:00,14:30:00,15:30:00,Ingolstädter Str. 217,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-19 00:00:00,11.30,14.30,Frauenplatz – Odeonsplatz,sfv,Helfer Deutschland e. V.,"Gebet für von vorgeburtlicher Tötung bedrohte Menschen, deren Eltern und für alle Menschen, die in pränatale Kindstötung involviert sind, insbesondere Abtreibungsärzte, deren Tötung assistierendes personal und den Tod der Kinder befürwortende Berater/-innen der Mütter und Väter.",20-25
2021-12-20 00:00:00,12.00,13.30,Ingolstädter Str. 240,stationär,,Gegen Impfpflicht,20
2021-12-21 00:00:00,12.00,13.30,Neuherbergstr. 11,stationär,,Gegen Impfpflicht,20
2021-12-22 00:00:00,18.15,20.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-22 00:00:00,12.00,13.30,Ingolstädter Str. 240,stationär,,Gegen Impfpflicht,20
2021-12-22 00:00:00,18.00,22.00,GSP – GSP,sfv,Bündnis um München steht auf,Für eine diskriminierungsfreie Gesellschaft,5000
2021-12-22 00:00:00,17.30,20.00,Odeonsplatz,stationär,Grüne Jugend München,Gegen die Proteste der Coronaleugner*innen; Solidarität mit Angestellten im Gesundheitswesen,150
2021-12-23 00:00:00,17.00,18:15:00,Marienplatz,stationär,Parents For Future München ,Parents for Future,20
2021-12-23 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,"Beendigung der 21 Jahre Folter, Organraub und Mord an Falun Gong Praktizierenden in China, Nieder mit dem Teufel der kommunistischen Partei Chinas",5
2021-12-23 00:00:00,12.00,13.30,Neuherbergstr. 11,stationär,,Gegen Impfpflicht,20
2021-12-23 00:00:00,18.00,20.00,OPL  ,stationär,,Coronaregeln,100
2021-12-23 00:00:00,17.30,17.55,Wittelsbacherplatz,stationär,,"Yes, we care! Gedenken an die 106.000 Coronatoten",80
2021-12-24 00:00:00,12.00,13:30:00,Odeonspatz,stationär,,"Weihnachten schutz Familien und Kinder, Starke Familien – starke Deutschland",50-70
2021-12-25 00:00:00,14.45,17.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-27 00:00:00,14.00,16.00,Karlsplatz,stationär,,Veröffentlichung der Lügen von OB Dieter Reiter und Markus Söder,30
2021-12-28 00:00:00,15.00,16.00,Blutenburgstr,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-12-28 00:00:00,14.00,16.00,Marienplatz,stationär,,Veröffentlichung der Lügen von OB Dieter Reiter und Markus Söder,30
2021-12-29 00:00:00,18.15,20.45,Stachus Tor,stationär,Activists for the victims,Activists for the Victims,15
2021-12-29 00:00:00,18.00,22.30,GSP – GSP,sfv,,Für diskriminierungsfreie Gesellschaft,5000
2021-12-29 00:00:00,18.00,20.00,Hans-Mielich-Platz,stationär,,„Die Würde des Kindes ist unantastbar“ Für die uneingeschränkten Rechte von Kindern zu allen Zeiten,50
2021-12-29 00:00:00,18.00,20.00,Theresienwiese,stationär,,für Wiederherstellung des Grundgesetzes vor allem unter der Berufung auf Art. 8 des Grundgesetzes,200
2021-12-31 00:00:00,17.30,18.30,Europaplatz,stationär,Amnesty International,Mahnwache zu Menschenrechten in Russland,5-10
2021-12-31 00:00:00,14.00,16.30,Karlsplatz,stationär,,Wann ist für Euch der richtige Zeitpunkt,200
01.03.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
02.04.21,17.00,12.00,Hans-Stützle-Str. 20,stationär,Helfer für Gottes kostbare Kinder e.V.,"Gebet in Gedenken an die im Medicare-Zentrum verstorbenen Kinder, deren Eltern u. Personal",200
02.11.2021,10.00,20.00,Odeonsplatz (Fläche vor der Feldherrnhalle) – nördlicher Teil,stationär,,Stop Deportation nach Sierra Leone und überall,ca. 60
03.03.2021,12.30,17.45,Englischer Garten,stationär,,Kunst/Kultur ist auch systemrelevant,
04.11.2021,20.00,15.30,Odeonsplatz (Fläche vor der Feldherrnhalle) – nördlicher Teil,stationär,,Stop Deportation nach Sierra Leone und überall,ca. 60
05.11.2021,19.00,15.30,Karl-Stützel-Platz   ,stationär,,Stop Deportation nach Sierra Leone und überall,ca. 60
06.12.2021,20.00,20.00,Königsplatz,stationär,,Stop Deportation nach Sierra Leone und überall,100
07.09.21,07.00,23.30,Theresienwiese,stationär,,"Klimacamp für die Mobilitätswende (Dauerkundgebung mit Workshops, Infoständen und Diskussionsrunden)",1500
07.11.2021,20.00,16.30,Zenettistr. 10/Schlachthof,stationär,,Friedliche Mahnwache für die Tiere,5-10
08.03.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
08.09.2021,15.00,23.00,Hauptbahnhof,stationär,,Problem Automobil – Verkehrswende hin zum ÖPNV und Zug,6
08.02.21,13.00,13.00,Pilotystr. Ecke Sigmundstr.,stationär,,Protestaktion gegen den Friedensnobelpreisträger Aby Achmet! Solidarischer Hungerstreik,10-20
08.09.2021,19.15,12.00,Karmeliterstraße beim Kath. Kirchensteueramt,stationär,Initiative München Klimaneutral,Mahnwache für einen friedlichen Umgang mit Demonstrant*innen während der IAA,20-25
09.04.21,12.30,18.45,Englischer Garten,stationär,,Für mehr Kultur im Englischen Garten,1-2
01.07.2021,20.00,17.00,Zenettistraße 10,stationär,,Friedliche Mahnwache für die Tiere,20
10.03.2021,12.30,17.45,Englischer Garten,stationär,,Kunst und Kultur,1-2
10.11.2021,17.00,20.00,Königsplatz   ,stationär,,Stop Deportation nach Sierra Leone und überall,100 (ca. 15-25 nächtens)
13.12.2021,20.00,20.00,Königsplatz,stationär,,Stop Deportation nach Sierra Leone und überall,100
15.04.21,05.00,22.00,Königinstr. 28,stationär,,Seit 12 Jahren keine Entschädigung erhalten – Unfallopfer kann nicht mehr,2
15.11.2021,20.00,20.00,Königsplatz   ,stationär,,Stop Deportation nach Sierra Leone und überall,100 (ca. 15-25 nächtens)
16.02.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
17.02.21,07.15,18.45,Hans-Stützle-Str. 20,stationär,,Gebet für Ungeborene,2-4
18.10.2021,15.00,18.00,Hofmannstr. 51,stationär,,Deportation (sierra Leone),50-400
19.02.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
20.10.2021,18.00,23.00,Hofmannstr. 51,stationär,,Stop Deportation!,70
20.12.2021,20.00,20.00,Königsplatz,stationär,,Stop Deportation nach Sierra Leone und überall,100
21.03.2021,19:30:00,17:00:00,Zenettistr. 10,stationär,,Friedliche Mahnwache für die Tiere,10-30
22.02.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
22.09.2021,07:15:00,18:45:00,Hans-Stützle-Straße 20,stationär,,Gebet für die ungeborenen,5-10
22.10.2021,18.00,16.00,Hofmannstr. 51,stationär,,Stop Deportation!,70
22.11.2021,20.00,20.00,Königsplatz   ,stationär,,Stop Deportation nach Sierra Leone und überall,100 (ca. 15-25 nächtens)
23.02.2021,12.30,17.45,"Englischer Garten, Wiese Milchhäusl",stationär,,Kunst und Kultur,2
24.02.21,13.00,21.45,Pilotystr.,stationär,,Äthiopien,50
26.02.2021,15.00,17.00,Hofmannstraße 56,stationär,Ostturkistanische Union in Europa,Wo sind meine Familie? Internierungslager,10-15
26.03.21,12.30,17.45,Veterinärstr. + Prinzregentenstr.,stationär,,Kunst/Kultur ist auch systemrelevant,2
27.12.2021,20.00,20.00,Königsplatz,stationär,,Stop Deportation nach Sierra Leone und überall,100
28.03.21,12.30,19.00,Veterinärstr. + Prinzregentenstr.,stationär,,Kunst/Kultur ist auch systemrelevant + Petition,2
29.10.2021,16.00,20.00,Hofmannstr. 51,stationär,,Stop Deportation!,70
29.11.2021,20.00,20.00,Königsplatz,stationär,,Stop Deportation nach Sierra Leone und überall,100
2020-01-01 00:00:00,16.00,17.00,Neuhauser Str. 14,stationär,Gemeinschaft Sant Egidio,Friedenskundgebung am 1. Januar (Weltfriedenstag),100
2020-01-03 00:00:00,12.00,15.00,OPL – Karl-Stützel-Platz,sfv,,Klimaschutz,800
2020-01-03 00:00:00,13.30,14.30,Mauerkicherstraße,stationär,,Iran,15-30
2020-01-03 00:00:00,09:00:00,12:00:00,Marienplatz,stationär,Zusammen Bayern,Wahlantritt Zusammen Bayern,5-10
2020-01-04 00:00:00,14.45,17.45,Marienplatz,stationär,Anonymous für the voiceless,Anonymous for the Voiceless,10-35
