Datum,Uhrzeit,Ort,Thema,Teilnehmer,Straße,sheet_name
16.10.2021,10:00 - 17:00,Potsdam,#StoppSklaverei,10,Brandenburger Str. 28,2021
03.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 15,2021
04.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 16,2021
05.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 17,2021
06.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 18,2021
07.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 19,2021
08.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 20,2021
09.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 21,2021
10.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 22,2021
11.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 23,2021
12.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 24,2021
13.09.2021,07:00 - 10:00,Potsdam,Klimacamp,150,Freifläche am Park Babelsberg 25,2021
04.09.2021,14:00 - 19:00,Potsdam,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,10,Brandenburger Str/Dortustr. 0,2021
28.10.2021,11:00 - 15:00,Potsdam,"Einkommensrunde der Beschäftigten der Länder/""Prozent-Lauf""",100,Alter Markt,2021
06.09.2021,17:00 - 19:00,Potsdam,"Potsdamer Klimacamp begrüßt ""Ohne Kerosin nach Berlin""",150,Innenstadt Potsdam,2021
02.09.2021,11:00 - 13:00,Potsdam,"Unterstützung der Arbeitskämpfe bei Eisenbahn, Gesundheitswesen und Einzelhandel",50,Innenstadt Potsdam,2021
13.09.2021,15:30 - 18:00,Potsdam,Klimapolitik und Bundestagswahl,30,Alter Markt,2021
08.09.2021,16:30 - 18:00,Potsdam,Erzeugen von Aufmerksamkeit auf die klimakrise…,30,Lange Brücke (Menschenkette Gehweg),2021
09.09.2021,16:00 - 19:00,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt (am Obelisken),2021
16.09.2021,16:00 - 19:00,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt (am Obelisken),2021
23.09.2021,16:00 - 19:00,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt (am Obelisken),2021
30.09.2021,16:00 - 19:00,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt (am Obelisken),2021
07.10.2021,16:00 - 19:00,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt (am Obelisken),2021
09.09.2021,10:00,Potsdam,Fahrradaufzug für den Klimaschutz,7,Potsdam nach Berlin,2021
17.09.2021,14:00 - 20:00,Potsdam,Parking Day,20,Friedrich-Engels-Straße 79,2021
25.09.2021,16:30 - 22:00,Potsdam,Wahlkampfabschluss DIE LINKE,200,Steubenplatz,2021
11.09.2021,14:00 - 17:00,Potsdam,Klimademo anlässlich der Bundestagswahl,150,Innenstadt Potsdam,2021
11.09.2021,10:00 - 17:00,Potsdam,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,10,Brandenburger Str/Dortustr. 0,2021
21.09.2021,10:00 - 12:30,Potsdam,Streikkundgebung der Beschäftigten der Asklepios Fachklinik + Aufzug,200,Innenstadt Potsdam,2021
25.09.2021,17:00-18:30,Potsdam,Klimaschutz,15,Alter Markt 9,2021
25.09.2021,15:30 - 18:30,Potsdam,Wahlkundgebung zur Bundestagswahl,5,Platz der Einheit West,2021
03.10.2021,14:00 - 00:00,Potsdam,"Wa wäre, wenn es das freiLand nicht mehr gäbe…",200,"Bassinplatz, Jugenfreizeitfläche, Skaterpark",2021
04.10.2021,00:00 - 00:00,Potsdam,"Wa wäre, wenn es das freiLand nicht mehr gäbe…",200,"Bassinplatz, Jugenfreizeitfläche, Skaterpark",2021
05.10.2021,00:00 - 18:00,Potsdam,"Wa wäre, wenn es das freiLand nicht mehr gäbe…",200,"Bassinplatz, Jugenfreizeitfläche, Skaterpark",2021
25.09.2021,13:00 - 19:00,Potsdam,Gegen die Verfolgung und den Organraub an Falun Gong-Paktizierenden…,10,Dortustraße 18,2021
04.10.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
11.10.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
18.10.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
25.10.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
01.11.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
08.11.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
15.11.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
22.11.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
29.11.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
06.12.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
13.12.2021,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
20.12.2021,17:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft…",30,Platz zwischen Filmmuseum und Haltestelle,2021
25.09.2021,10:00 - 18:00,Potsdam,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,10,Brandenburger Straße / Dortustraße,2021
28.09.2021,11:30 - 13:30,Potsdam,Kundgebung-150 Jahre Widerstand gegen § 218 StGB - es reicht,15,Alter Markt,2021
03.11.2021,09:30 - 20:00,Potsdam,Rettet die Schulkrankenschwestern,100,Alter Markt,2021
04.11.2021,17:00 - 20:00,Potsdam,"Selbstenttarnung NSU, Deutsche Sicherheitsbehörden, Rechter Terror",20,"Alter Markt, Potsdam",2021
14.10.2021,15:30 - 18:30,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt,2021
21.10.2021,15:30 - 18:30,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt,2021
28.10.2021,15:30 - 18:30,Potsdam,Sichere Bildung an allen Brandenburger Bildungseinrichtungen,10,Alter Markt,2021
01.11.2021,15:45 - 17:30,Potsdam,Einkommensrunde 2021 für den öffentlichen Dienst der Länder,80,Am Luftschiffhafen 1,2021
02.11.2021,15:30 - 19:00,Potsdam,Protest gegen die geplanten Kürzungen im queeren Bereich des noch vorläufigen HHP,500,Alter Mark 1,2021
01.11.2021,15:45 - 17:30,Potsdam,Einkommensrunde 2021 für den öffentlichen Dienst der Länder,40,Am Luftschiffhafen 1,2021
23.10.2021,17:00 - 18:30,Potsdam,Gegen antimuslimischen Rassismus und Diskriminierung,30,Innenstadt Potsdam,2021
24.10.2021,13:30 - 16:30,Potsdam,Zweiter Jahrestag der Besetzung der Feuerbachstraße 36. Für eine […],50,Feuerbachstraße 36,2021
14.10.2021,16:00 - 17:00,Potsdam,Einweihung Gedenktafel Hannah Arendt,35,"Merkurstaße 3, 14482 Potsdam",2021
14.10.2021,15:00 - 18:00,Potsdam,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,4,Adolf-Grimme-Ring 8 in 14532 Kleinmachnow,2021
21.10.2021,10:00 - 12:30,Potsdam,Streikkundgebung der Beschäftigten der Asklepios Fachkliniken Brandenburg GmbH,200,Potsdam,2021
18.11.2021,08:00 - 18:00,Potsdam,Landwirtschaft,500,Innenstadt Potsdam,2021
26.10.2021,12:00 - 12:30,Potsdam,Einkommensrunde 2021,30,Jägerallee 10 - 12,2021
22.10.2021,09:30 - 10:05,Potsdam,"Zentraler Klimastreik, sofortiges konsequentes Handeln zum Kampf gegen die Klimakatastrophe",100,Innenstadt Potsdam bis Glienicker Brücke,2021
23.10.2021,10:00 - 17:00,Potsdam,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5,Brandenburger Str. bis Dortusstraße 57,2021
23.10.2021,13:30 - 15:30,Potsdam,Gegen die Verfolgung und den Organraub an Falun Gong-Paktizierenden…,6,Innenstadt Potsdam,2021
22.10.2021,17:00 - 18:00,Potsdam,Kundgebung über die Lage und die menschenverachtenden Handlungen der Flüchtlinge an der polnischen Grenze,100,Potsdam Babelsberg,2021
30.10.2021,10:00 - 18:00,Potsdam,Weltvegantag,50,Lindenstraße 47,2021
02.11.2021,11:00 - 12:00,Potsdam,Einkommensrunde 2021 für den öffentlichen Dienst der Länder,150,Am Luftschiffhafen 1,2021
01.11.2021,15:00 - 17:30,Potsdam,Tarif- und Besoldungsrunde für die Tarifbeschäftigten […],100,Am Luftschiffhafen 1,2021
09.11.2021,18:00 - 20:00,Potsdam / Fahrland,Gedenken Reichsprogomnacht,100,von Stechow Str. 10,2021
04.11.2021,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2021
11.11.2021,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2021
18.11.2021,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2021
25.11.2021,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2021
11.11.2021,11:00 - 13:00,Potsdam,Rettung des Semestertickets,500,Innenstadt Potsdam,2021
04.11.2021,18:00 - 20:00,Potsdam,Einweihung Demokratiedenkmal,100,Luisenplatz,2021
09.11.2021,18:00 - 19:00,Potsdam,Gedenken anlässlich der Reichspogromnacht,250,Platz der Einheit,2021
14.11.2021,14:15 - 14:30,Potsdam,Kranzniederlegung,20,"Bassinplatz, sowjetisches Ehrenmal",2021
27.11.2021,13:45 - 15:30,Potsdam,Einkommensrunde 2021 für den öffentlichen Dienst der Länder,100,Am Luftschiffhafen,2021
23.11.2021,08:00 - 09:15,Potsdam,Solidarität mit den Garnisonkirchengegnern,40,Hegelallee 8,2021
27.11.2021,12:00 - 14:30,Potsdam,3. Tarifverhandlungsrunde zum TvL,150,Am Luftschiffhafen,2021
27.11.2021,09:00 - 14:00,Potsdam,Corona-Informationen,40,Brandenburger Str. 70 bis 19,2021
02.12.2021,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,10,Alter Markt,2021
09.12.2021,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,10,Alter Markt,2021
16.12.2021,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,10,Alter Markt,2021
25.11.2021,19:00 - 20:00,Potsdam,Kundgebung zur aktuellen Corona-Politik,40,Alter Markt,2021
25.11.2021,19:00 - 20:00,Potsdam,Gegenkundgebung zur AfD,50,"Alter Markt, Potsdam Museum",2021
02.12.2021,19:00 - 17:00,Potsdam,Mahnwache zur aktuellen Corona-Politik,200,Alter Markt Potsdam,2021
03.12.2021,19:00 - 17:00,Potsdam,Mahnwache zur aktuellen Corona-Politik,200,Alter Markt Potsdam,2021
04.12.2021,19:00 - 17:00,Potsdam,Mahnwache zur aktuellen Corona-Politik,200,Alter Markt Potsdam,2021
04.12.2021,16:00 - 18:00,Potsdam,Gegenkundgebung zur AfD,50,"Alter Markt, Potsdam Museum",2021
06.12.2021,16:30 - 21:00,Potsdam,Wohin mit der Jugend? Freiräume für junge Menschen in Potsdam,200,Gehweg zwischen Gutenbergstr. Und Brandenburger Str.,2021
10.12.2021,18:00 - 20:00,Potsdam,Kundgebung gegen das Infektionsschutzgesetz,100,Alter Markt,2021
18.12.2021,15.00 - 18.00,Potsdam,"Internationaler Aktionstag ""Abolish Frontex""",100,Innenstadt Potsdam,2021
09.12.2021,18:00 - 20:30,Potsdam,Weihnachten in Coronazeiten,70,Johannes-Kepler-Platz,2021
10.12.2021,14:30 - 16:30,Potsdam,Beendet das Sterben an den EU-Außengrenzen,200,Rathaus Potsdam,2021
14.12.2021,18:00 - 19:00,Potsdam,Stille Mahnwache gegen die Einführung einer Impfpflicht gegen das Coronavirus,2,Hegelallee 30,2021
17.12.2021,10:00 - 13:30,Potsdam,Mehr Gerechtigkeit für Muslima wagen,60,Innenstadt Potsdam,2021
18.12.2021,13:00 - 16:00,Potsdam,Pflanzen einer Winterlinde,100,Gottesacker 1,2021
12.12.2021,11:00 - 12:00,Potsdam,6. Jahre Pariser Klimaschutzabkommen,30,Alter Markt,2021
20.12.2021,17:00 - 19:00,Potsdam,Gegen die geplante Impfpflicht gegen das SARS-CoV-2 Virus,100,Innenstadt Potsdam,2021
17.12.2021,19:00 - 20:00,Potsdam,Politische Aktion gegen die Corona-Maßnahmen,70,Alter Markt,2021
17.12.2021,19:00 - 21:00,Potsdam,Gegenkundgebung zur AfD,50,"Alter Markt, Potsdam Museum",2021
21.12.2021,18:00 - 19:00,Potsdam,Stille Mahnwache gegen die Einführung einer Impfpflicht gegen das Coronavirus,10,"Innenstadt Potsdam, Brandenburger Straße 72",2021
27.12.2021,16:30 - 19:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie!,100,Platz der Einheit,2021
27.12.2021,16:30 - 19:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie!,100,Breite Str./Friedrich-Ebert-Str. (Filmmuseum),2021
08.01.2022,16:30 - 19:00,Potsdam,Kein Platz für rechte Schwurbelei!,100,"Innenstadt Potsdam, Nauener Tor / Richtung Platz der Einheit",2021
27.12.2021,16:30 - 19:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie!,100,Vorplatz Brandenburger Tor,2021
27.12.2021,18:00 - 20:00,Potsdam,Gegen die geplante Impfpflicht gegen das SARS-CoV-2 Virus,500,Innenstadt Potsdam,2021
02.07.2022,16:00 - 20:00,Potsdam,Pride Potsdam / Regenbogen-Fahhrad-Demonstration,300,Innenstadt Potsdam,2022
13.08.2022,12:00 - 19:00,Potsdam,Gedenkveranstaltung in Erinnerung an den Bau der Berliner Mauer,150,NIKE / Glienicker Brücke Potsdam,2022
03.01.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Grundlage des Zusammenlebens.",100,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
10.01.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Grundlage des Zusammenlebens.",100,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
17.01.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Grundlage des Zusammenlebens.",100,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
24.01.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Grundlage des Zusammenlebens.",100,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
31.01.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Grundlage des Zusammenlebens.",100,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
07.01.2022,16:00 - 18:00,Potsdam,"Neuejahres-Auftaktaktion von FFF ""2022 und wir stehen immer noch hier""",100,Steubenplatz Potsdam,2022
08.01.2022,15:00 - 17:00,Potsdam,Für ein Miteinander. Gesicht zeigen gegen gesellschaftliche Ausgrenzung […],250,Platz der Einheit,2022
03.01.2022,18:00 - 20:00,Potsdam,Demonstration gegen die geplante Impfpflicht gegn das SARS-CoV-2 Virus,700,Innenstadt Potsdam,2022
03.01.2022,16:30 - 20:00,Potsdam,Gemeinsam für ein solidarisches Potsdam - Gemeinsam gegen Rechts und Schwurbelei,300,Innenstadt Potsdam,2022
06.01.2022,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
13.01.2022,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
20.01.2022,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
27.01.2022,15:00 -18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
10.01.2022,17:00 - 20:00,Potsdam,Für eine solidarische Gesundheitspolitik - Pflegenotstand beenden!,200,Nauener Tor,2022
08.01.2022,10:00 - 14:00,Potsdam,Bildergalerie Corona Informationen,20,Brandenburger Tor,2022
10.01.2022,18:00 - 19:30,Potsdam,Potsdam für eine freie Impfentscheidung,300,Innenstadt Potsdam,2022
30.01.2022,11:00 - 12:00,Potsdam Schwielowsee,"Klimaschutz, Walderhalt, Nachpflanzaktion, Rettet die Waldsiedlung",150,Marktplatz Schwielowsee,2022
10.01.2022,18:00 - 20:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie,100,Brandenburger Straße 18 -19,2022
07.01.2022,10:30 - 12:30,Potsdam,Solidaritätsbekundung für die Bewohner*innen der Josephinen-Wohnanlage,20,"Burgstraße 6 A, 14467 Potsdam",2022
10.01.2022,19:00 - 21:00,Potsdam,Solidarisch aus der Pandemie - Mit Maske und Abstand gegen Coronaleugner*innen und rechte Propaganda,400,Steubenplatz Potsdam,2022
17.01.2022,18:00 - 19:30,Potsdam,Potsdam für eine freie Impfentscheidung,400,Innenstadt Potsdam,2022
15.01.2022,16:00 - 21:00,Potsdam,Kerzen für Zusammenhalt in Potsdam,100,Vorplatz Brandenburer Tor Potsdam,2022
17.01.2022,18:00 - 20:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie,100,Brandenburger Straße 18 -19,2022
17.01.2022,18:00 - 19:30,Potsdam,Gemeinsam für ein solidarisches Potsdam - Gemeinsam gegen Rechts und Schwurbelei,50,Nauener Tor,2022
27.01.2022,15:00 - 16:00,Potsdam,Gedenkveranstaltung - Tag des Gedenkens an die Opfer des Nationalsozialismus,100,Willi-Frohwein-Platz,2022
14.02.2022,15:30 - 20:30,Potsdam,One Billion Rising,100,Brandenburger Tor / Brandenburger Str. 72,2022
17.01.2022,18:00 - 20:00,Potsdam,Wir sind mehr: Für Solidarität und Demokratie. Gegen Schwurbelei und rechte Hetze!,150,Steubenplatz Potsdam,2022
24.01.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,400,Innenstadt Potsdam,2022
24.01.2022,18:00 - 21:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie,100,Filmmuseum Potsdam,2022
24.01.2022,17:30 - 19:30,Potsdam,Gemeinsam für ein solidarisches Potsdam - Gemeinsam gegen Rechts und Schwurbelei,50,Innenstadt Potsdam - Am Bassin/Gutenbergstraße,2022
24.01.2022,17:30 - 20:30,Potsdam,Potsdam bleibt bunt,100,Steubenplatz Potsdam,2022
27.01.2022,15:00 - 17:00,Potsdam,Energiestrategie,15,Heinrich-Mann-Allee 107,2022
03.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
10.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
24.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
31.01.2022,18:00 - 21:00,Potsdam,"Für Solidarität und Demokratie, gegen Verschwörungsglauben und rechte Hetze!",100,Vorplatz Nauener Tor,2022
31.01.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Am Bassin 7,2022
28.01.2022,18:00 - 20:00,Potsdam,Für ein solidarisches Miteinander - gegen Egoismus…,50,Innenstadt Potsdam - Am Bassin/Gutenbergstraße,2022
07.02.2022,18:00 - 20:00,Potsdam,Mahnwache,50,Filmmuseum Potsdam,2022
19.02.2022,16:00 - 20:00,Potsdam,Gedenkkundgebung anlässlich des 2. Jahrestages von Hanau,300,Vorplatz Brandenburger Tor in Potsdam,2022
05.02.2022,13:00 - 14:30,Potsdam,Gegen Isisangriffe auf das Isisgefängnis in Hasaka Syrien,100,Brandenburger Straße 72,2022
07.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam,2022
20.02.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,10,Innenstadt Potsdam,2022
07.02.2022,17:30 - 20:00,Potsdam,"Kein Platz für wissenschaftsfeindliche, rechtsoffene Schwurbler*innen in Potsdam! Kritik ja, aber solidarisch, global und antikapitalistisch!",50,Gutenbergstr. / Ecke Bassinplatz,2022
12.02.2022,14:00 - 16:00,Potsdam,Klimamahnwache,5,Nauener Tor,2022
10.03.2022,10:00 - 12:00,Potsdam,Tarifverhandlungen,50,Investitionsbank des Landes Brandenburg,2022
13.02.2022,15:00 - 16:00,Potsdam,"Wir kommen, damit sie bleiben können!",25,Vorplatz Josephinen-Wohnanlage,2022
14.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam,2022
25.03.2022,14:00 - 17:00,Potsdam,"""Reicht halt nicht"" und ""People over Profit""",1000,Innenstadt Potsdam,2022
16.02.2022,18:00 - 21:00,Potsdam,Stoppt die Impfpflicht!,100,Alter Markt / Landtag,2022
14.02.2022,15:30 - 17:00,Potsdam,Nur eine nimmt IN den Arm - Demo gegen die lieblose Politik,15,Platz der Einheit,2022
14.02.2022,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft. Nein zum drohenden Krieg gg. Russland […]",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
14.02.2022,17:30 - 20:00,Potsdam,Solidarische Antworten statt rechter Schwurbelei,50,südlicher Vorplatz Wilhelm-Galerie,2022
16.02.2022,17:30 - 20:00,Potsdam,Rechte Hetze stoppen - Gemeinsam solidarisch gegen Corona,100,Alter Markt vor dem Alten Rathaus,2022
21.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam,2022
05.03.2022,11:00 - 13:00,Potsdam,Potsdam bekennt Farbe. Potsdam zeigt Haltung.,100,Alter Markt,2022
21.02.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Nein zur NATO an der Grenze zu Russland […]",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
26.02.2022,11:11 - 13:00,Potsdam,Karneval,,Park Sanssouci,2022
21.02.2022,17:30 - 20:00,Potsdam,"Gemeinsam für eine solidarische Lösung in der Krise - Gemeinsam gegen Verschwörungsideologien, gegen Rechts und Schwurbelei",50,Gutenbergstr. / Ecke Bassinplatz,2022
12.03.2022,13:00 - 19:00,Potsdam,Feministischer Aktionstag (Fahrraddemo),300,Innenstadt Potsdam,2022
18.03.2022,13:00 - 14:30,Potsdam,Für mehr Verkehrsgerechtigkeit und Sicherheit auf Potsdams Straßen,300,Innenstadt Potsdam,2022
08.03.2022,07:00 - 15:00,Potsdam,Streikkundgebung im Zusammenhang […]Tarifkonflikt im Sozial- u. Erziehungsbereich,200,Alter Markt,2022
24.02.2022,18:00 - 20:00,Potsdam,Die Waffen nieder - Frieden in der Ukraine!,200,Alter Markt,2022
28.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam,2022
13.03.2022,11:00 - 12:00,Potsdam Schwielowsee,"Klimaschutz, Walderhalt, Nachpflanzaktion, Rettet die Waldsiedlung",50,Zum Birkengrund 7a,2022
03.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
10.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
17.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
24.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
31.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
28.02.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
28.02.2022,18:00 - 19:00,Potsdam,Krieg in der Ukraine,10,Alter Markt,2022
02.03.2022,18:00 - 19:00,Potsdam,Krieg in der Ukraine,10,Alter Markt,2022
06.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Potsdam,2022
21.03.2022,08:15 - 09:30,Potsdam,Tarifverhandlungen für den Sozial- und Erziehungsdienst 2. Verhandlungsrunde,100,Am Luftschiffhafen,2022
04.03.2022,18:00 - 19:00,Potsdam,Stop dem Krieg in der Ukraine,8,Alter Markt,2022
07.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam,2022
07.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
09.03.2022,18:00 - 19:00,Potsdam,Stop dem Krieg in der Ukraine,8,Alter Markt,2022
12.03.2022,12:00 - 22:00,Potsdam,Wir sind wach - Solidarität mit der Ukraine,100,Brandenburger Tor Potsdam,2022
09.03.2022,09:30 - 12:00,Potsdam,Seenot Gerettete,20,Alter Markt,2022
08.03.2022,16:00 - 17:30,Potsdam,Frauentagsaktion,15,Vorplatz Brandenburger Tor in Potsdam,2022
08.03.2022,14:00 - 17:00,Potsdam,Ukraine-Krieg und Weltfrauentag,200,Luisenplatz,2022
19.03.2022,15:00 - 16:30,Potsdam,Protest gegen Tierbenutzung im Zirkus,15,"Kirchsteigfeld, Ricarda-Huchstr. / Konrad Wolf-Allee",2022
20.03.2022,10:00 - 11:30,Potsdam,Protest gegen Tierbenutzung im Zirkus,15,"Kirchsteigfeld, Ricarda-Huchstr. / Konrad Wolf-Allee",2022
12.03.2022,16:00 - 17:00,Potsdam,Gegen den Krieg in der Ukraine,8,Alter Markt,2022
15.03.2022,15:00 - 15:00,Potsdam,Mahnwache gegen die Impfpflicht,10,Vorplatz Branenburger Tor,2022
16.03.2022,15:00 - 15:00,Potsdam,Mahnwache gegen die Impfpflicht,10,Vorplatz Branenburger Tor,2022
14.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam,2022
14.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
21.03.2022,08:00 - 10:00,Potsdam,Streikaktion im Zusammenhang mit der Ttraifauseinandersetzung SuE TVÖD,100,Luftschiffhafen,2022
24.03.2022,10:00 - 14:00,Potsdam,Kundgebung zum Volksbegehren Sandpisten […],100,Alter Markt,2022
09.04.2022,14:30 - 17:30,Potsdam,21. Potsdamer Ostermarsch,100,Innenstadt Potsdam,2022
21.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam,2022
20.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,10,Innenstadt Potsdam,2022
21.03.2022,08:00 - 10:00,Potsdam,Streikaktion im Zusammenhang mit der Ttraifauseinandersetzung SuE TVÖD,200,Luftschiffhafen,2022
21.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
