Datum,Ort (ausschließlich Dresden),Thema,Teilnehmer,sheet_name
2022-10-28,"1. Parkplatz Lingerallee  - Pirnaischer Platz - Postplatz - Marienbrücke - Bautzner Str. -  Radeberger Str. - Alberststr. - Carolabrücke - Straßburger Platz - Lingnerallee

2. Parkplatz Lingerallee
- Strasburger Platz - Reicker Str. - Prohliser Allee - Reicker Str. - Lenneplatz - Grunaer Str. - Lingnerallee
","2 Autokorsos: FÜR Friedensverhandlungen, FÜR bezahlbare Energie- und Lebens(er)haltungskosten, GEGEN Kriegstreiberei aus Steuergeldern, GEGEN Bargeldabschaffung zugunsten einer Totalüberwachung laut Great Reset-Verschwörung",60,2022
2022-10-29,Schlossplatz und Augustusbrücke,Rechts bleibt´s kalt. Für solidarische Wärme,4000,2022
2022-10-29,"Jorge Gomondai Platz, Neustädter Markt, Augustusbrücke, Schlossplatz",Solidarische Wärme gegen rechte Kälte,250,2022
2022-10-29,Ecke Sophienstraße / Chaverigasse neben dem Theaterplatz,Freie Sachsen unterstützen den grossen Protest in Dresden,10,2022
2022-10-29,"1. Theaterplatz - Wiener Platz - Pirnaischer Platz - Sachsenplatz - Carolaplatz - Rathenauplatz - Terrassenufer - Neumarkt - Postplatz - Theaterplatz
2. Theaterplatz - Postplatz - Dippoldiswalder Platz - Georgplatz - Terrassenufer - Neumarkt - Postplatz - Theaterplatz","2 Aufzüge: Tag für Frieden und Freiheit - Demonstration für Menschenrechte, Demokratie, Gewaltenteilung und Politikerhaftung",8000,2022
2022-10-29,Parkplatz Lingerallee - St. Petersburger Str. - Kesselsdorfer Str. - Ebereschenstr. - Hamburger Str. -  Postplatz - Pirnaische Str.,"Autokorso: Für die Millionen Impfopfer des Corona Gen-Experiments und gegen die Gefahr, die von der politisch idelogischen , giftgrünen Sekte für die Demoktratie ausgeht  ",20,2022
2022-10-29,Elberadweg zw. Augustus- und Carolabrücke auf Neustädter Seite,Solidarität für Iran,400,2022
2022-10-31,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-10-31,Lingner Allee - Lennestraße- Dr. Külz Ring. - Postplatz -  Pirnaischer Platz - Strasburger Platz - Lingner Allee,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-11-01,Staatskanzlei,Demo für eine tragbare Energiepolitik und qualifizierte Regierungsmitglieder ,100,2022
2022-11-02,Gehweg der Rathener Str. analog Demostrecke der Freien Sachsen,"Hohle Phrasen, dumme Reden - Großzschachwitz soll das nicht mehr lang erleben!",10,2022
2022-11-02,Rathener Strasse - Guerickestr.  - Rathener Strasse,Demonstration für bezahlbare Energie und Frieden,100,2022
2022-11-04,Theaterplatz- Postplatz - Dr. Külz-Ring - Prager Str. -- St. Petersburger Str. -Neumarkt - Sophienstr. - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
2022-11-07,Lingner Allee - Lennestraße- Pirnaischer Platz - Neumarkt - ZKG - Pirnaischer Platz - Strasburger Platz - Lingner Allee,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-11-07,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-11-09,"Synagoge Hasenberg Akademiestr. - Stadtmuseum - ""Judenhaus"" - Kulturpalast - Theaterplatz - Alter Leipziger Bhf.",Gang des Gedenkens - Erinnerung an den 9. November,50,2022
2022-11-09,Beginn Rathener Str. analog Strecke Herrn Schreiber,"Hohle Phrasen, rechte Reden - Großzschachwitz sollte das auch am 9.11. nicht erleben",10,2022
2022-11-09,Rathener Straße Ecke Schönaer Straße - Platz der Fahrbibliothek - Fußweg,Wer schreit hat Unrecht,20,2022
2022-11-09,Rathener Straße (zwischen Schönaer Straße und Alte Straße) - Schönaer Straße - Bahnhofstraße - Bismarckstraße - Bismarckstraße - Reisstraße - Straße des 17. Juni - Försterlingstraße - Rathener Straße - Ausgangsort,Demonstration für bezahlbare Energie und Frieden,120,2022
2022-11-11,Theaterplatz - Sophienstr. - Schloßplatz- Augustusstr. - Neumarkt -  Schießgasse- Carolabrücke - Köpckestr - Wiesentorstr. - Elbradweg bis zum Festplatz an der Elbe - Wiesentorstr. - Köpckestr. - Augustusbrücke - Sophienstr. - Theaterplatz ,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
2022-11-11,"Theaterplatz - Sophienstr. - Postplatz - Wallstr. - Dippoldiswalde Platz- Waisenhausstr.- Georgplatz- St.-Petersburger-Str. - Pillnitzer Str. - Steinstr. - Terrassenufer - Terrassenufer links hoch zum Schloßplatz- dort an den Treppen zur Brühlsche Terrasse/Schloßplatz Lichteraktion + Abschlusskundgebung ca 20-30min), Die Lichteraktion ist direkt auf den Treppen zur Brühlsche Terrasse geplant! ","Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung und für einen friedlichen Dialog",,2022
2022-11-14,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-11-14,Lingner Allee - Lennestraße- Pirnaischer Platz -  Strasburger Platz - Lingner Allee,Landwirtschaft: Wie geht es unseren lokalen Landwirten?,1500,2022
2022-11-14,Parkplatz Volksfestgelände Pieschener Allee - Pieschener Straße - Lothringer Straße - Volksfestgelände Pieschener Allee.,Autokorso für Frieden in Europa und eine sinnvolle Energiepolitik,50,2022
2022-11-14,Lingnerallee angrenzend an die Lennéstraße ,Dresden vereint sich nicht!,12,2022
2022-11-15,Dr.Külz Ring,Heißer Herbst in Dresden,350,2022
2022-11-16,Postplatz- Hertha-Lindner-Straße - Hamburger Straße,Aufnehmen statt Abschieben!,150,2022
2022-11-16,Rathener Straße - Zschachcenter - Schönaer Straße - Rathener Straße ,Bürgerprotest für ein bezahlbares Leben und Frieden für Alle.,130,2022
2022-11-16,Schönaer Straße 2,"Hohle Phrasen, rechte Reden - Großzschachwitz soll das nicht mehr lang erleben!""",10,2022
2022-11-17,Georg Treu Platz,Mahnwache für Frieden -  gegen Gewalt und Krieg überall,10,2022
2022-11-18,Theaterplatz - Altmarktgalerie - Dr. Külz Ring - Pirnaischer Platz - Postplatz - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
2022-11-18,Centrum Galerie Prager Straße ,gegen prekäre Beschäftigung und Arbeitsrechtsverstöße in der Dresdner Gastronomie- und Lebensmittelbranche,20,2022
2022-11-18,Wiener Platz Höhe hbf,Genug ist genug - Kampange gegen die soziale Schieflage und Energiekrise,10,2022
2022-11-18,Fußgängerzone Prager Straße Höhe Centrums Galerie,gegen prekäre Beschäftigung und Arbeitsrechtsverstöße in der Dresdner Gastronomie- und Lebensmittelbranche,20,2022
2022-11-19,Theaterplatz,"Klagen und Weltweite Demonstrationen zum Gedanken an die Opfer des Monats November im Zusa menhang mit der iranischen Revolution, der 19. November entspricht dem 28, Aban im Iran",200,2022
2022-11-20,Alaunplatz,Mahnwache zum Gedenken an die Opfer von Transfeindlichkeit,30,2022
2022-11-21,vor Sächsischem Landtag,Lehrstühle statt leere Stühle - für eine faire Lehre an Musikhochschuilen,70,2022
2022-11-21,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-11-21,Lingnerallee - Straßburger Platz - Dr.-Külz-Ring - Georgplatz - - Lennéstraße - Lingnerallee ,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500,2022
2022-11-21,Jakob-Winter-Platz 16 (auf dem Zugangsweg zum Prohliscenter),Genug ist genug,10,2022
2022-11-23,"Am Werk 1 – Pirnaer Landstraße, am Wiesenrand/Ecke Türmsdorfer Straß e – Pirnaer Landstraße -  Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400,2022
2022-11-24,Olbrichtplatz Ecke Königsbrücker Str./Stauffenbergallee,"Mahnwache ""Leuchtturm ARD"" für einen unabhängigen, multipolaren, staatsfernen Rundfunk",50,2022
2022-11-24,Rathausplatz,"Bezahlbare Energie! Steuern senken, Nord-Stream II öffnen",50,2022
2022-11-25,Hans Oster Str. 4,Gegen Arbeitsrechtsverstöße gemeinsam wehren,5,2022
2022-11-25,Theaterplatz - Sophienstr. - Postplatz - Wallstr. - Zwischenkundgebung Vorplatz Altmarktgalerie - Dr.-Külz-Ring- Dippoliswalder Platz - Waisenhausstr. - Georgplatz - St.Peterburger Str. - Akamedmiestr. - Hasneberg - Terrassenufer - Radeberger Schankhaus hoch - Schloßplatz - Sophienstr- Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung und für einen friedlichen Dialog",500,2022
2022-11-26,Dr. Külz Ring,"FRIEDENSVERHANDLUNGEN - JETZT! Keine Waffenlieferungen von Deutschland - Schluß mit NATO-Kriegsbeteiligung, Raus aus NATO",150,2022
2022-11-27,Schloßplatz,Gemeinsam sind wir stärker,100,2022
2022-11-28,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-11-28,"Autokorso Robotron Platz (Treffpunkt) - St. Petersburger Str. - Pillnitzer Str. - Steinstr. - Terrassenufer -
Bernhard-von-Lindenau-Platz - Devrientstr. - Kleine Packhofstr. - Ostra-Allee - Postplatz - Willsdruffer Str. - Robotron
Platz ( Abschlusskundgebung und Endpunkt",Bürgerprotest für bezahlbare Energie und transparente Politik,500,2022
2022-11-28, Pirnaischer Platz auf der Freifläche St. Pe_x0002_tersburger Straße/Ecke Grunaer Straße - Aufzug ab 19 Uhr: St. Petersburger Straße - Rathenauplatz - Pillnitzer Straße - Steinstraße - Terrassenufer - Fahrbahn Bernhard-von-Lindenau-Platz - Devrientstraße - Kleine Packhof_x0002_straße - Ostra-Allee - Postplatz - Marienstraße - Dippoldiswalder Platz - Waisenhausstraße - Georgplatz - St. Petersburger Straße - Abschlusskundgebung von etwa 20.30 bis 20.45 Uhr: Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße.,Bürgerprotest für bezahlbare Energie und transparente Politik,500,2022
2022-11-28,"Parkplatz Lingnerallee - Lennéstraße - Lennéplatz - Parkstraße - Lindengasse - Mosczinskistraße - Mary-Wigmann-Straße - Sidonienstraße - St. Petersburger Straße - Wiener Platz - St. Petersburger Straße - Georgplatz - Bürgerwiese - Parkstraße -
Lennéplatz - Lennéstraße und Beendigung der Versammlung gegen 21.15 Uhr auf dem
Parkplatz an der Lingnerallee","„Montagsdemonstration ‚Dresden vereint‘ für Frieden, Freiheit und Tradition",1500,2022
2022-11-30,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, am Sand – Höhe Hausnummer 6 – Zwischenkundgebung –  Struppener Straße, Pirnaer Landstraße, Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400,2022
2022-12-02,Theaterplatz - Terrassenufer - Hasenberg - Akademiestr. - St.Petersburger-Str. - Dr. Külz-Ring - Vorplatz Altmarktgalerie- Wallstr. - Postplatz- Sophienstr. - Theaterplatz ,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung, für einen friedlichen Dialog und eine gesunde Zukunft",,2022
2022-12-02,Theaterplatz - Terassenufer - Dr. Külz Ring - Pirnaischer Platz - Postplatz - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
2022-12-05,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-12-05,Pirnaer Platz - Josephinenstr - Marienstrsße - Pirnaer Platz,Bürgerprotest für bezahlbare Energie und transparente Politik,300,2022
2022-12-05,Parkplatz an der Lingnerallee (Rondell nahe Lennestraße),"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500,2022
2022-12-06,Sachsenforum,Genug ist genug,10,2022
2022-12-07,Pirnaer Landstraße,Asyl ist Menschenrecht,25,2022
2022-12-07,"Am Werk 1, Pirnaer Landstraße, Fritz Schreiter Straße – Fritz Schreiter Straße Kameradenweg, Hausnummer 15 – Zwischenkundgebung, Kameradenweg, Fritz Schreiter Straße, Pirnaer Landstraße, Am Werk 1, ENDE","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz",400,2022
2022-12-09,Strasburger Platz,"Stoppt den fossilen Wahnsinn! Mit der Aktion fordern wir von der Politik und
Verwaltung, dass Erneuerbarer Strom und Energiesparen vorangetrieben werden,
sodass wir geordnet aus allen fossilen Energieträgern aussteigen können.",30,2022
2022-12-09,Prager Straße,Ukraine Now,10,2022
2022-12-09,Theaterplatz-Sophienstraße-Postplatz-Wallstr-Altemrkt-Watzke-Thetareplatz,Das Gesundheitswesen steht auf - für eine gesunde Zukunft. Missstände und Personalmangel im Gesundheitswesen aufzeigen und beseitigen. […]“,50,2022
2022-12-12,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-12-12,Parkplatz Flutrinne/Messe - Messering - Pieschener Allee - Ostra-Ufer - Devrienstr. - Bernhard-von-Lindenau-Platz - Terrassenufer - Sachsenplatz - Güntzstr. - Lennéstr. - Lennéplatz - Tiergartenstr. - Karcherallee - Bodenbacher Str. - Pirnaer Landstr. - Ortseingang Heidenau - Dresdner Str. - Siegfried-Rädel-Str. - Platz-der-Freiheit - August-Bebel-Str. -,Autokorso für Frieden und Demokratie,50,2022
2022-12-12,Parkplatz an der Lingnerallee (Rondell nahe Lennestraße),"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500,2022
2022-12-12,Aufzug: St. Petersburger Straße (über Georgplatz) - Wiener Platz - Reitbahnstraße - Josephi_x0002_nenstraße - Querung Budapester Straße - Annenstraße - Marienstraße - Dippoldiswalder Platz - Waisenhausstraße - Georgplatz - St. Petersburger Straße - Abschluss von 20.30 bis 20.35 Uhr: Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße.,Bürgerprotest für bezahlbare Energie und transparente Politik,150,2022
2022-12-14,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Johannes Brahms Straße, Bernhard Shaw Straße, Am Sand, Struppener Straße Hausnummer 18 – Zwischenkundgebung Struppener Straße, Pirnaer Landstraße, Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz",400,2022
2022-12-15,Rathausplatz,"Bezahlbare Energie! Steuern senken, Nord-Stream II öffnen",50,2022
2022-12-15,Eine Seite der Augustusbrücke in Dresden,Mein Licht für die Ukraine,100,2022
2022-12-16,Schlesischer Platz(Auftaktkundgebung) - Dr. Friedrich Wolf Straße - Lößnitzstraße - Friedensstraße - Fritz Reuter Straße - Bischofsplatz - Königsbrücker Straße - Albertplatz  - Alaunstraße - Loisenstraße - Görlitzer Straße - Alaunplatz (Endkundgebung) ,Freiheit für alle politischen Gefangenen - spektrenübergreifende Solidarität aufbauen!,50,2022
2022-12-17,Wienerplatz - St. Petersburger Str. - Carolabrücke - Carolaplatz Köpkestraße  (Zwischenkundgebung) Augustusbrücke - Sophienstr. - Theaterplatz (Abschlusskundgebung),Genug ist genug,300,2022
2022-12-19,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150,2022
2022-12-19,Lingnerallee - Straßburger Platz - Dr.-Külz-Ring - Georgplatz - - Lennéstraße - Lingnerallee ,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",500,2022
2022-12-19,Pirnaischer Platz auf der Freifläche St. Pe_x0002_tersburger Straße/Ecke Grunaer Straße - Aufzug ab 19 Uhr: St. Petersburger Straße - Rathenauplatz - Pillnitzer Straße - Steinstraße - Terrassenufer - Postplatz - Wallstr. - Dippoldiswalder Platz - Wiener Platz - St. Petersburger Straße - Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße,Bürgerprotest für bezahlbare Energie und transparente Politik,150,2022
2022-12-21,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Am Sand, Meußlitzer Straße, Ecke Schlehdornstraße (Zwischenkundgebung max. 20 min.), Meußlitzer Straße, Am Sand, Struppener Straße, Pirnaer Landstraße, Am Werk 1, Ende","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400,2022
2022-12-28,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Am Sand, Meußlitzer Straße, Diesterwegstraße, An der Telle, Damaschkestraße, Bernhard – Shaw – Straße, Am Sand, Struppener Straße, Pirnaer Landstraße, Am Werk 1, Endkundgebun","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",600,2022
2022-12-28,"Pirnaer Landstraße, Am Werk",Asyl ist Menschenrecht,100,2022
2022-12-31,JVA Hammerweg (Fläche am Robinienhain),Solidarität zu Silvester - das Knastsystem überwinden,40,2022
2023-01-02,"Parkplatz an der Lingnerallee, Lennestraße, straßburger Platz, Grunaer Str, Pinaischer Platz, Schlossstraße, Treppen vor den Brühöschen Terrassen","Montagspaziergang - Dresden vereint, das Original - für Frieden, Freiheit, Tradition",750,2023
2023-01-06,Auftaktkundgebung Theaterplatz (ca. 5-10min)Theaterplatz - Sophienstr. - Postplatz - Wallstr. -Zwischenkundgebung Vorplatz Altmarktgalerie am Dr. Külz-Ring (10 bis 20min) -Seestraße - Altmarkt - Wilsdruffer Str. -Zwischenkundgebung Vorplatz Kulturpalast (10 bis 20min) -Schloßstraße -  Schloßplatz - Sophienstraße - Theaterplatz -Abschlusskundgebung Theaterplatz (ca. 5-10min),"Das Gesundheitswesen steht auf - für eine gesunde Zukunft. Missstände und Personalmangel im Gesundheitswesen aufzeigen und beseitigen.Gegen gesellschaftliche Spaltung, für einen friedlichen Dialog",,2023
2023-01-06,kleiner Willy-Brandt-Platz (an der östlichen Seite bei den Bäumen),Mahnwache: FFF ist wieder hier!,20,2023
2023-01-06,Oberlandkreuzung Südseite,"Kritik staatlicher Maßnahmen (Corona, Energiepolotik)",20,2023
2023-01-06,Markt Strecke gemäß Absprache Polizei - Markt,Spaziergang Coronamaßnahmen & Frieden weltweit sowie Freundschaft mit allen Völkern der Welt,50,2023
2023-01-06,Theaterplatz - Sophienstraße - Postplatz - Wallstraße - Gehweg des Dr.-Külz-Ring - Dippoldiswalder Platz - Waisenhausstraße - Georgplatz - St. Petersbur-ger Straße - Pirnaischer Platz - Wilsdruffer Straße - Schloßstraße - Schloßplatz - Sophienstraße - Theaterplatz,Das Gesundheitswesen steht auf - für eine gesunde Zukunft. Missstände und Personalmangel im Gesundheitswesen aufzeigen und beseitigen. […]“,500,2023
2023-01-06,Rollschuhbahn Kriebetal,Freie Sachsen unterstützen den Protest,10,2023
2023-01-06,Kriebstein auf dem Parkplatz der Rollsportanlage,Kriebstein sagt nein zum UMA - Heim,100,2023
2023-01-07,"Augustusplatz, Opernseite (Sammlung&Auftakt) - Grimmaische Straße - Reichsstraße - Brühl - Katharinenstraße - Markt (Zwischenkundgebung á 10 Minuten) - Petersstraße - Schillerstraße - Neumarkt - Grimmaische Straße - Augustusplatz, Opernseite ",Für Frieden und eine freie Impfentscheidung für Alle,100,2023
2023-01-07,"Augustusplatz, vor der Oper (rechte Hälfte) - Roßplatz - Martin-Luther-Ring - Karl-Tauchnitz-Straße - [Friedrich-Ebert-Straße] - Käthe-Kollwitz-Straße - Goerdelerring - Georgiring - Augustusplatz, vor der Oper (rechte Hälfte)","Macht die Grenzen dicht!""",50,2023
2023-01-07,"Augustusplatz, Opernseite",Hoch die antinationale Solidarität,100,2023
2023-01-08,"B96, Zittau, Dresdener Str. zwischen v. Ossietzkystraße und Rathenaustr.",Wahrung unserer Grundrechte,30,2023
2023-01-08,B 107 Bereich Kreisverkehr am schwarzen Netto,Stiller Protest,50,2023
2023-01-08,"an der B6 in Görlitz, zwischen Wiesbadener Straße und dem Abzweig Flugplatz (am Radweg)","Für Frieden, Freiheit, Grund- und Menschenrechte!",50,2023
2023-01-08,Bushaltestelle an der B 96,Stiller Protest gegen Coronamaßnahmen,100,2023
2023-01-08,Am Marktplatz,Freie Sachsen unterstützen den Protest,10,2023
2023-01-08,"Start Markt, Lutherplatz, Chemnitzer Straße, Tauschaer Weg, Meischnerstraße, Pestalozzistraße, Tauschaer Weg, Jahnstraße, Feldstraße, Waldstraße, Mozartstraße, Postbergstraße, Reitzenhainer Straße, Querweg (ohne Name) zur Chemnitzer Straße (Pflegeheim), Chemnitzer Straße, Mandelgasse, Ankunft Markt","Energiekrise, Medienkrise, Coronakrise, Kundgebung mit offenem Mikro für alle, die sich die Sorgen von der Seele reden wollen",100,2023
2023-01-09,Kormarkt - Reichenstr. - Hauptmarkt - Goschwitzstr. - Postplatz - Karl-Marx-Str. - Kornmarkt,"Mahnwache für Frieden, Freiheit, Selbstbestimmung, Souveränität / für die Überwindung der Spaltung in der Gesellschaft / für eine diskriminierungsfreie Gesellschaft",2000,2023
2023-01-09,Hauptmarkt-Marienplatz-Hauptmarkt,Grundrechte sind nicht Verhandelbar,300,2023
2023-01-09,Hauptmarkt,Wir müssen reden! - offener Diskurs,250,2023
2023-01-09,Altmarkt-Lange Str-Rudolf-Breitscheid-Str-Waldkirchner Str-Am Gräbl-Mozartstr-Rober-Koch-Str-Beethovenstr-Lessingstr-Heinrich-Heine-Str-Bleichweg-Rudolf-Breitscheid-Str-Langestr-Altmarkt-Langestr-Altmarkt,"Wer keine Energie hat, kann keinen Energiekrieg führen!",100,2023
2023-01-09,"Markt - Bautzner Straße - Breite Straße - Uferstraße - Fichtestraße - Hohe Straße - Oststraße -
Bahnhofstraße - Bönischplatz - Pulsnitzer Straße - Rosa-Luxemburg-Straße - Markt",Spaziergang Kamenz,800,2023
2023-01-09,Markt à Bahnhofstraße à Angerstraße à Sachsenallee à LeipzigerStraße à Heinrichstraße à Reichssteinweg à Reichsstraße à Markt,Frieden / Freiheit / Souveränität,200,2023
2023-01-09,Schauburg (Ottokarplatz) - Stadtring entgegen der Fahrtrichtung (auf Fußweg) - Ludwigstraße . Albertstraße - Reichenberger Straße - Rathausplatz - Markt,Diskussion über den Zustand der Gesellschaft und Aufruf zum gesellschaftlichem Zusammenhalt,400,2023
2023-01-09,"Augustusplatz, Gewandhausseite, Mendebrunnen (Sammlung & Auftakt) - Augustusplatz (Mittelfahrbahn) - Augustusplatz (Innenring) - Roßplatz (Innenring) - Martin-Luther-Ring (Innenring) - Dittrichring (Innenring) - Goerdelerring (Innenring) - Tröndlinring (Innenring) - Willy-Brandt-Platz (Innenring) - Goethestraße (Innenring) - Augustusplatz (Mittelfahrbahn) - Augustusplatz, Gewandhausseite, Mendebrunnen (Abschluss & Beendigung)","LEIPZIG STEHT AUF für Frieden, Freiheit und Demokratie! Sofort Nord Stream 2 öffnen!“",3000,2023
2023-01-09,"Augustusplatz, Gewandhausseite - Innenstadtring (Innenring) im Uhrzeigersinn - Goethestraße - Augustusplatz, Gewandhausseite ",Frieden und Freiheit für Alle,200,2023
2023-01-09,Markt - Unterer Kirchplatz - Große Kirchgasse - Lindenstr. - Wolkensteiner Straße,"Demokratie, Grundrechte und Freiheit",300,2023
2023-01-09,Marktplatz Untere Hauptstrasse - Kammerad Beck Str. - Alte Staatsstraße Am Förstersteig - Bärensteig -Fuchsteig - Am Förstersteig - Geschwister Scholl Str.- Innere Neuwieser Str. -Albert Funk Schacht Str.  - Markt,"Demo für Freiheit, Grundrechte und wahre Demokratie, Freies Mikrofon",500,2023
2023-01-09,Marktplatz - Schillerstraße - Lessingstraße - Markt,"Corona-Maßnahmen, Energiepolitik, Asylpolitik, Sanktionen gegen Russland, Frieden und Selbstbestimmung, steigende Inflation, Gasumlage, Treibbstoffpreise, Gesundheitswesen",150,2023
2023-01-09,Altmarkt – Rathaus – Göltzschtalstraße – Schloß – Altmarkt,"Frieden, Freiheit und Gerechtigkeit! Gegen die Energiekosten der Politik",500,2023
2023-01-09,Route um Zinsendorfplatz,Gegen Schikane und politische Willkür der Regierung,150,2023
2023-01-09,Markt Strecke gemäß Absprache Polizei - Markt,Spaziergang Coronamaßnahmen & Frieden weltweit sowie Freundschaft mit allen Völkern der Welt,50,2023
2023-01-09,Markt,Einwanderung stoppen – Unser Land ZUERST Energiewende beenden,10,2023
2023-01-09,kleiner Willy-Brandt-Platz,"""Tag des Widerstands - für eine lebenswerte Zukunft international! Aktiv gegen die Weltkriegsgefahr - wir zahlen nicht für eure Kriege!""",10,2023
2023-01-09,Start Rathausplatz > Hauptstraße > Melzerstraße > Schindlerstraße > Reichsstraße > Melanchtonstraße > Poststraße > Großenhainer Straße > Döringstraße > Niederauer Straße > Meißner Straße > Hauptstraße > Ende Rathausplatz ,Spaziergang für die Freiheit,250,2023
2023-01-09,"Parkplatz an der Lingnerallee, Lennestraße, straßburger Platz, Grunaer Str, Pinaischer Platz, Schlossstraße, Treppen vor den Brühöschen Terrassen","Montagspaziergang - Dresden vereint, das Original - für Frieden, Freiheit, Tradition",750,2023
2023-01-09,"Freiberger Straße - Friedhofstraße - Erlenweg - Freiberger
Straße - Landbergweg - Gezinge - Nossener Straße","Frieden, Wahrheit, Ehrlichkeit",50,2023
2023-01-09,Straße - Landbergweg - Gezinge - Nossener Straße,Gegen Diskriminierung und Hass in Deutschland,50,2023
2023-01-09,"Neumarkt. - Sporerstr. - Altmarkt -Lutherstr. - Bahnhofstr. - Friedensstr. - Windhuk - Praschwitzer Weg - Goethestr. - Schillerstr. - Friedensstr. - B6 - Brüderstr. - Altmarkt
Sporerstr. - Markt
","„Frieden, Freiheit, Selbstbestimmung“",150,2023
2023-01-09,"Marktplatz, Großenhainer Str., Großenhainer Platz, Großenhainer Str., Rödergraben, Meißner Berg, Am Meißner Berg, Meißner Str., Marktplatz","Für ein Ende aller Corona-Zwangsmaßnahmen für unabhängige statt lobbyfinanzierte Forschung, für Wahrheitssuche ohne Denkverbote, gegen grüne Misswirtschaft bei Energie, Mobilität und Nahrungsmitteln, gegen Waffenexporte und Sanktionspolitik, für Solidarität mit Ukrainern und Russen durch Verhandeln auf Augenhöhe",600,2023
2023-01-09,"Schloss Belgershain - Schloßstraße - Rohrbacher Straße - Hauptstraße
- Feldstraße - Siedlung A - Bahnhofstraße - Hauptstraße - Schloss Belgershain
","Schluss mit Regierungsfehlentscheidungen in der Gesundheits-,Wirtschafts- und Energiepolitik sowie Außenpolitik (hier Frieden in der Ukraine schaffen - ohne Waffen) + sofortige bedingungslose vollständigeWiederherstellung aller Grund- und Menschenrechte",50,2023
2023-01-09,"Bahnhofstraße, Dresdner Straße, Kantstraße – Hausnummer 3 Zwischenkundgebung –
weiter auf Kantstraße, Rathausstraße, Friedensstraße, Dr. Otto Nuschke Straße, Käthe Kollwitz
Straße, Fußweg zum Markt,",Regierungsrücktritt jetzt!,100,2023
