Datum,Ort (ausschließlich Dresden),Thema,Teilnehmer,sheet_name
2021-05-28,Roßbachstraße,Besetzungen entkriminalisieren,200,2021
2021-05-31,Neumarkt,Geradedenken,80,2021
2021-05-31,Altmarkt,"Für Bürgerrechte, Frieden und Meinungsfreiheit",500,2021
2021-05-31,Altmarkt,Demokratie wird auf der Straße verteidigt. Den Alten und Neuen Rechten widersprechen.,100,2021
2021-05-31,Altmarkt,"Wir fordern, das der 6.Senat des SOVG vor dem Internationalen Strafgerichtshof in Den Haag angeklagt wird, weil dieser sich gem. § 7 Abs. 1 Nr. 10 des Völkerstrafgesetzbuches duch seine Rechtssprechung …",500,2021
2021-05-31,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-06-06,Schlesischer Platz - A4 Schlesischer Platz,Gegen den Ausbau der A4,500,2021
2021-06-07,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-06-11,Alaunstraße,Lesen & Bildung - Manifest der demokratischen Zivilisation (Info: Abdullah Öcalan),15,2021
2021-06-12,Dresden - Neustadt - Großschönau,Autokorso zur Wiederherstellung der Demokratie und Grundrechte,100,2021
2021-06-14,Altmarkt,Geradedenken,200,2021
2021-06-14,Altmarkt,"Für Bürgerrechte, Frieden und Meinungsfreiheit",500,2021
2021-06-14,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-06-17,Straße des 17. Juni,17. Juni 1953 - Damals wie heute: Freiheit lässt sich nicht verbieten!,10,2021
2021-06-19,Altmarkt - HBF - Altmarkt,1 Jahr Lockdown-Politik - Es reicht,1000,2021
2021-06-19,Alaunplatz,Solidarität mit der Friedensdelegation - Gegen die türkischen Angriffe auf Südkurdistan,50,2021
2021-06-20,Alaunpark - Albertbrücke - Wiener Platz - Neumarkt,Dresden zum sicheren Hafen machen!,200,2021
2021-06-20,Neumarkt,Dresden zum sicheren Hafen,300,2021
2021-06-20,Vorplatz Scheune - Alaunstraße  - Rothenburger Str.,Stadtteilfeste sind wichtiger Teil der Stdtkultur - BRN Gedenken,50,2021
2021-06-21,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-06-21,Altmarkt - Postplatz - Wilsdruffer Straße,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-06-24,Synagoge,Antisemitismus bleibt Antisemitismus ,300,2021
2021-06-28,Altmarkt,Geradedenken,200,2021
2021-06-28,Kulturpalast - Wilsdruffer Straße - Ostseite des Altmarkts - An der Kreuzkirche - Pfarrgasse - zum Külz Ring,Menschenkette gegen Rassismus,250,2021
2021-06-28,Altmarkt,"Für Bürgerrechte, Frieden und Meinungsfreiheit",500,2021
2021-06-28,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-06-28,Altmarkt,Wer schweigt stimmt zu! Schaut hin und handelt!,10,2021
2021-07-03,Schanzenstraße - Schloßplatz,Freiheit für Lina - Feuer und Flamme der Pepression,300,2021
2021-07-05,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-07-05,Altmarkt- Pirnaischer Platz - Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-07-12,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-07-13,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-07-16,Bischofsweg  - Louisenstraße,Stadt muss atmen – Verkehrswende Demo,200,2021
2021-07-16,Prager Straße - Gomondaiplatz,85 Jahre FDJ,15,2021
2021-07-18,Altmarkt - Alaunplatz ,"Jahrestag der Revolution: Frieden, Selbstbestimmung, Frauenbefreiung und eine ökologische Gesellschaft - Freiheit für Öcalan",500,2021
2021-07-19,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-07-19,Altmarkt - Georgplatz - Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-07-19,Alaunplatz - Altmarkt,Es geht los?,150,2021
2021-07-26,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-07-26,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-07-26,Neumarkt,Coronainfo-Tour.de,200,2021
2021-08-02,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-08-02,südlicher Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-08-07,Goldener Reiter,Dresden zum sicheren Hafen,300,2021
2021-08-09,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-08-09,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-08-09,Altmarkt-Wilsdruffer-Pirnaischer Platz-Külz-Ring-Seestraße-Altmarkt,Grundgesetz und Demokratie schützen,400,2021
2021-08-09,Altmarkt,Nationalismus raus aus den Köpfen,300,2021
2021-08-11,Albertplatz,Porutest gegen Abschiebungen,30,2021
2021-08-16,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-08-16,Altmarkt - Postplatz - Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-08-18,Neumarkt,Luftbrücke jetztl,nb,2021
2021-08-20,Alaunplatz,Luftbrücke jetztl,200,2021
2021-08-23,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-08-23,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-08-23,Altmarkt,#Luftbrücke jetzt ,200,2021
2021-08-28,Rudolf-Leonhard-Straße,"So wie früher, aber normal.",500,2021
2021-08-29,Albertbrücke - Alaunplatz,Tekno against facism and racism,200,2021
2021-08-30,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-08-30,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-08-30,Altmarkt-Wilsdruffer-Pirnaischer Platz-Külz-Ring-Seestraße-Altmarkt,Grundgesetz und Demokratie schützen,400,2021
2021-08-30,Altmarkt,Nationalismus raus aus den Köpfen,300,2021
2021-08-30,Alaunplatz - Altmarkt,Kein Fußbreit den Faschisten,200,2021
2021-09-03,Jorge-Gomondai-Platz - ostüplatz - Jorge-Gomondai-Platz,Gemeinsam für`s Klima,140,2021
2021-09-06,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-09-06,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-09-08,Hammerweg,"Für einen starken und konsequenten Antifaschismus, das Ende der Kriminalisierung und die sofortige Freilassung von Lina.",50,2021
2021-09-09,Theaterplatz - Albertinum,Gegen-Demostration anlässlich Frau Merkels Besuchs,200,2021
2021-09-11,Neumarkt -  Altmarkt,"Demonstration für einen menschenwürdigen, verhältnismäßigen und verfassungskonformen Umgang der Polizei mit friedlichen Demonstranten",1000,2021
2021-09-11,Marianplatz,Gib Antikommunismus keine Chance,10,2021
2021-09-13,Wiener Platz,Alle zusammen gegen den Faschismus ,1000,2021
2021-09-13,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-09-13,Altmarkt-Wilsdruffer-Pirnaischer Platz-Külz-Ring-Seestraße-Altmarkt,Grundgesetz und Demokratie schützen,400,2021
2021-09-13,Hauptbahnhof,Alle zusammen gegen den Faschismus!  ,50,2021
2021-09-13,Wiener Platz,Alle zusammen gegen den Faschismus - Grünes gegen Braunes,400,2021
2021-09-13,Wiener Platz,Mehr Freiheit für Sachsen,6,2021
2021-09-13,Alaunplatz - Wiener Platz,Kein Fußbreit den Faschist*innen,200,2021
2021-09-17,Prager Straße,Gib Antikommunismus keine Chance,10,2021
2021-09-17,Königsbrücker Str.,Gib Antikommunismus keine Chance,10,2021
2021-09-17,Prager Straße,Gib Antikommunismus keine Chance,10,2021
2021-09-18,Theaterplatz,Bundeswahl ,500,2021
2021-09-19,Postplatz,Wahlkampfabschluss Frank Hannig,300,2021
2021-09-20,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-09-27,Prager Straße,Wir widersprechen wo immer wir auf euch treffen ,130,2021
2021-09-27,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-09-27,Wiener Platz - Waisenhausstraße - Wiener Platz,Grundgesetz und Demokratie schützen,400,2021
2021-09-27,Alaunplatz - Prager Straße,Kein Fußbreit den Faschisten,100,2021
2021-10-03,Neustädter Markt ,Wir summen die Nationalhymne und feiern den tag der Deutschen Einheit,200,2021
2021-10-04,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-10-04,Schlossstraße,1. Jahrestag des islamistischen Terroranschlages vom 04.10.2020,100,2021
2021-10-09,Friedrich-List-Platz - Theaterplatz,"Versammlung für die Freiheit, Demokratie und Selbstbestimmung",300,2021
2021-10-10,Schlesischer Platz - BAB 4 - Schlesischer Platz,Stoppt den Ausbau der A4! Sozial-ökologische Verkehrswende jetzt!,800,2021
2021-10-11,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-10-11,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-10-17,Altmarkt,7 Jahre PEGIDA - / Jahre bürgerlicher Widerstand der Zivilgesellschaft ,6000,2021
2021-10-17,Alaunplatz - Altmarkt - Alaunplatz,Kein Fußbreit den Faschisten:innen,2500,2021
2021-10-17,Bergstraße - HBF - Altmarkt,"Alle zusammen für Vielfalt, Toleranz und Weltoffenheit",1000,2021
2021-10-17,Neumarkt,Nationalismus raus aus den Köpfen,1600,2021
2021-10-17,Wiener Platz,Rassist:innen den Ausgang zeigenl,100,2021
2021-10-17,Altmarkt,Säxit - raus aus dem Wahnsinn,50,2021
2021-10-17,Altmarkt,Für ein weltoffenes Dresden und gegen Rassist:innen,100,2021
2021-10-17,Altmarkt,5G und besonders Eigenverantwortung,nb,2021
2021-10-18,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-10-18,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-10-25,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-10-25,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-10-30,Sophienstraße-Schloßplatz-Augustusstraße-Töpferstraße-An der Frauenkirche-Neumarkt-Kleine Kirchgasse-Wilsdruffer Straße-Pirnaischer Platz-St. Petersburger Straße-Georgplatz… zurück zu Sophienstraße,Demonstration Freedom Day für die Aufhebung aller Corona-Beschränkungen  und das Ende der Pandemie,1000,2021
2021-11-01,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-11-01,Neumarkt - Seestraße - Neumarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",100,2021
2021-11-04,"Schlesischen Platz, Dammweg, Bischofsplatz, Rudolf-Leonhard-Straße, Stauffenbergallee zum Hammerweg ",Ein Jahr U-Haft ist genug! Freiheit für Lina! ,100,2021
2021-11-08,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-11-08,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-11-13,Hamburger  Straße - Schäferstraße - Könneritzstraße - Marienbrücke - Antonstraße - Königsbrücker Straße - Stauffenbergallee -Hammerweg,Für eine Gesellschaft ohne Gefängnisse,50,2021
2021-11-15,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-11-15,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-11-15,Theaterplatz,Freiheit statt 2G-Lockdown,500,2021
2021-11-18,Landtag,"Meinung kund tun, friedlich. Wir stehen auf!",49,2021
2021-11-18,Albertplatz,Giftgas-Einsatz Stoppen - türkische Invasion beenden,20,2021
2021-11-19,Prager Str.,Aufklärung über Corona-Impfungen und deren Nebenwirkungen,10,2021
2021-11-19,Albertplatz,Giftgas-Einsatz Stoppen - türkische Invasion beenden,20,2021
2021-11-22,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-11-22,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-11-23,"Friesenstraße, Zittauer Straße, Nieskyer Straße ",Spaltung beenden - keinen Ausgrenzen,10,2021
2021-11-25,Messering,Demonstration zur Aufklärung des Stadtrats über Corona-Impfungen und deren Nebenwirkungen,10,2021
2021-11-29,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-11-29,Ammonstraße - Lenneplatz - Ammonstraße,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G Apartheit,150,2021
2021-12-06,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-12-06,Pieschener Allee - Prohlis - Pieschener Allee,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G Apartheit,100,2021
2021-12-08,Neumarkt/Kulturpalast,Sachsen vereint gegen 2G und Impfzwang,10,2021
2021-12-13,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-12-13,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-12-13,Pieschener Allee - Weißeritzstr. - Schäferstr. - Hamburger Str. - Flügelwegbrücke - Washingtonstr. - Kötzschenbrodaer Str. - Vorwerkstr. - Hermann-Ilgen-Str. Bahnhofstr. - Meißner Str. - Leipziger Str. - Antonstr. - Marienbrücke - Ostra-Ufer,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G Apartheit,150,2021
2021-12-18,Pieschener Allee - Schillerplatz - Pieschener Allee,Autokorsovfür eine lautstarke Impfaufklärung und gegen die Impfpflicht,100,2021
2021-12-18,Carolabrücke,#SaveThem ,10,2021
2021-12-19,Carolabrücke,#SaveThem ,10,2021
2021-12-20,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-12-20,Klinikum Friedrichstadt,"Soolidarisch, statt solide arisch - wir lassen uns nicht spalten!",10,2021
2021-12-20,Pieschener Allee - Schillerplatz - Pieschener Allee,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G Apartheit,150,2021
2021-12-20,Dr.-Külz-Ring,Kein Platz für Querdenker,10,2021
2021-12-23,Prager Str.,Ist die Impfung ein Geschenk?,10,2021
2021-12-23,Neumarkt,Ist die Impfung ein Geschenk?,10,2021
2021-12-24,Rathausplatz,Errichtung einer direkten Demokratie,800,2021
2021-12-27,Pieschener Allee - Magdeburger Str.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G Apartheit,150,2021
2021-12-27,Neumarkt,Kein Platz für Rassist*innen im Stadtzentrum ,200,2021
2021-12-27,Altmarkt,"Demokratie, Grundrechte und Frieden in Zeiten von Corona",400,2021
2021-12-27,Neumarkt,Lichter für die Freiheit,100,2021
2021-12-30,Dr.-Külz-Ring,Kein Platz für Querdenker,10,2021
2021-12-31,Hammerweg,Solidarität zu Silvester - das Knastsystem überwinden,10,2021
2022-01-01,Neumarkt,Wir sprechen alle Menschen an - Befürworter und Kritiker der aktuellen Coronapolitik,10,2022
2022-01-03,Rathausplatz,Dresden zum sicheren Hafen! Gemeinsam für sichere Fluchtwege,10,2022
2022-01-03,Pieschener Allee - B6 - Bautzen,Autokorso - Impfaufklärung,150,2022
2022-01-06,Neumarkt,"Lichter für die Freiheit; Für
Versammlungsfreiheit und Selbstbestimmung",100,2022
2022-01-08,Neumarkt,Mit Anstand und Abstand optimistisch ins Neue Jahr,10,2022
2022-01-09,HbF - Schillerplatz,Wir lassen uns nicht spalten,300,2022
2022-01-10,Rathaus ,Am 13.02. Täter*innenspuren suchen statt Opfermythen pflegen ,10,2022
2022-01-10,Pieschener Allee - Dresdner Straße,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,150,2022
2022-01-12,Wigardstraße,Lage der geschlossenen Kosmetikstudios und die erschwer ten Bedingungen durch 2G in den Salons,10,2022
2022-01-17,Leipziger/ Lommatzscher Str.,Gegen Querdenker_innen und Verschwörungsideolog_innen,30,2022
2022-01-17,Pieschener Allee - Tierpark Meißen,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,150,2022
2022-01-20,Vorplatz am Alten Leipziger Bahnhof,Kundgebung anlässlich des 80. Jahrestages des Beginns der Deportation Dresdner Juden in die Vernichtungslager der Nazis,1000,2022
2022-01-24,Schillerplatz,Mahnwache für Vernunft und Solidarität,200,2022
2022-01-24,Pieschener Allee - Radeberg - Flughafen Dresden,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,150,2022
2022-01-27,Messering,Versorgungsnotstand abwenden! Nein zur Impfpflicht,50,2022
2022-01-31,Kieler Straße ,Mit Vernunft und Solidarität gemeinsam aus der Krise ,30,2022
2022-01-31,Pieschener Allee - Freital - Weißeritzstr.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,150,2022
2022-01-31,Mickten,"Demonstratio für Frieden, Freiheit & Demokratie",300,2022
2022-01-31,Wiener Platz,Ihr klaut uns unsere Jugend - Corona Maßnamen beenden,20,2022
2022-01-31,Albertplatz,Zusammen trotz Covid,30,2022
2022-02-01,Wilder Mann,Trachau braucht keine Querdenker!,30,2022
2022-02-02,Albertplatz - Alaunpark - Albertplatz,"Stoppt den Bombenkrieg der Türkei! Den Chemiewaffeneinsatz aufklären und ächten! Hände weg von Rojava, Sengal und Mexmur!",50,2022
2022-02-04,Altmarkt - Hauptstraße - Altmarkt,Gesundheitswesen zeigt Gesicht für eine  Freie Impfentscheidung,900,2022
2022-02-05,Kronstädter Platz - Leubener Str.,Laubegast demokratisch bunt,100,2022
2022-02-07,Dresden - Bad Schandau,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-02-07,Albertplatz,Zusammen trotz Covid - open mic ,100,2022
2022-02-08,Wilder Mann,Trachau braucht keine Querdenker Aufmärsche!,20,2022
2022-02-11,Altmarkt - Hauptstraße - Sachsenplatz - Altmarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-02-11,Jorge-Gomondai-Platz,Querfaschos raus aus der Neustadt,50,2022
2022-02-13,Schlesischer Platz,Im Gedenken an die Opfer des Nationalsozialismus,350,2022
2022-02-13,Nürnberger Str.,Demonstration gegen Geschichtsrevisionismus,250,2022
2022-02-13,Altmarkt,Menschenkette zum Gedenken,1000,2022
2022-02-13,HBF ,"Gemeinsam gegen Rassismus und Sozialabbau, Nazis und Rassisten den Boden entziehen",10,2022
2022-02-13,Kulturpalast,Gedenken zur Bombardierung Dresdens am 13.02.1945,20,2022
2022-02-13,Pfotenhauer Straße - Rietschelstraße,Rollenbilder im Nationalsozialismus,n.b.,2022
2022-02-13,Neumarkt,"Ihr seid nicht für das verantwortlich, was geschah. Aber dass es nicht wieder geschieht, dafür schon",50,2022
2022-02-13,Hasenburg - Neumarkt,"Dresdner Gedenkweg - unterwegs zur
Versöhnung -13. Februar",200,2022
2022-02-13,Jüdenhof - Neumarkt,25. Dresdner Friedenslauf,15,2022
2022-02-13,Postplatz,Friedliches Gedenken an die Opfer von Krieg und Faschismus anlässlich des 13.Februar,50,2022
2022-02-13,Friedrich List Platz,Gegen den Opfermythos - Dresden Nazifrei,200,2022
2022-02-13,Bahnhof Mitte - Theatherplatz - Postplatz - Bahnhof Mitte,Vergesst niemals Dresden! Gedenken zu Ehren der Dresdner Luftkriegstoten des 13. Februar 1945. Dresden-Gedenken 2022,500,2022
2022-02-13,Altnickern,"Kein Platz für Nazis, weg mit dem Opfermythos",20,2022
2022-02-13,Altmarkt,Im Gedenken an die Opfer - Täter*innen entlarven - Verantwortung übernehmen,1000,2022
2022-02-13,Rathausplatz,Tu was gegen rechts - Demokratie stärken,20,2022
2022-02-13,Neumarkt,Stilles Gedenken vor der Frauenkirche Dresden - wahrhaftig erinnern - versöhnt leben´,n.b.,2022
2022-02-13,Wettiner Platz,Revolutione Calzone - Pizza gegen Nazis,300,2022
2022-02-13,Ammonstraße,B173? - Ein schlechtes Pflaster für Nazis,500,2022
2022-02-13,Kreuzkirche,Mahnwache zur Erinnerung an die Holocaustopfer der Stadt Dresden 1933 bis 1945,4,2022
2022-02-13,"Wiener Platz, Zwischen Kino und HBF",Auch Gedenken braucht Vernunft und Solidarität,300,2022
2022-02-13,Altmarkt,Gedenken 13. Februar,100,2022
2022-02-13,Schützenplatz,Kein Platz für Nazis!,30,2022
2022-02-14,Dresden - Kreischa,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,n.b.,2022
2022-02-14,Lingnerallee,Ihr klaut uns unsere Jugend - Corona Maßnamen beenden,20,2022
2022-02-18,Altmarkt - Wiegardstraße,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-02-18,Neustädter Markt,Solidarität statt Verschwörungsideologie,30,2022
2022-02-19,Augustusbrücke,Kein Stören des Hanaugedenkens durch Querdenker,50,2022
2022-02-19,Alter Straßenbahnhof Mickten - Altmarkt,Keinen Spaziergang den Schwurblern - Faschist*innen entgegenstellen,50,2022
2022-02-19,Wilsdruffer Straße - Wiener Platz - Wilsdruffer Str.,Demonstration für eine freie Impfentscheidung,4000,2022
2022-02-19,Leipziger Str.-Augustusbrücke-Schlossstr.,"Zubringer zur Demo Altmarkt: Spaziergang für Frieden, Freiheit ….",200,2022
2022-02-20,Neumarkt,"Respektvoller, offener Dialog miteinander statt übereinander",20,2022
2022-02-21,Dresden - Kreischa,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,n.b.,2022
2022-02-21,Leipziger Str. - Großenhainer Str. - Leipziger Str.,"Spaziergang für Frieden, Freiheit & Selbstbestimmung",250,2022
2022-02-21,Prager Str.-Seestr.-Lennestr.-Gpnzstr.-Albertbrücke-Terassenufer-Wilsdruffer Str.-Kreuzstr.-Pragerstr.,"Hop, hop, Schwurbelstopp!",40,2022
2022-02-22,Endhaltestelle Wilder Mann,Trachau hat kein Bock auf nervige Querfaschos!,20,2022
2022-02-24,Neumarkt,Solidaritätskundgebung für die Ukraine,1000,2022
2022-02-24,Jorge-Gomondai-Platz - Neumarkt,Für Frieden in Osteuropa - Solidarität mit der ukrainischen Bevölkerung,150,2022
2022-02-24,Prager Str. ,"Gegen den ungerechten Krieg um die Ukraine. Aktiver Widerstand! Gegen jede imperialistische Aggression, egal ob USA/NATO oder Russland! ",10,2022
2022-02-25,Altmarkt - Wiegardstraße - Altmarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-02-26,Pieschener Allee - Wiener Platz,Europe for Freedom Infotour #w2702,20,2022
2022-02-26,Salzgäßchen,"Gegen Krieg, gegen die Aggressionen von Russland und NATO",60,2022
2022-02-26,Albertplatz,Stoppt die gefährliche Kriegstreiberei ausgehend von USA/NATO! Gegen jede imperialistische Aggression- ob USA/NATO oder Russland,20,2022
2022-02-27,Neumarkt,Solidarität mit der Ukraine,1000,2022
2022-02-28,Parkanlage Weißer Hirsch,Haltung zeigen Weißer Hirsch,200,2022
2022-02-28,Jorge-Gomondai-Platz ,Mahnwache für Frieden Dresden,n.b.,2022
2022-02-28,Schillerplatz,Kein Platz für Egoismus und Hass in unserer Gesellschaft,30,2022
2022-02-28,Dresden - Klipphausen,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-02-28,Leipziger Str. - Markusstraße - Bunsenstr. - Leipziger Str.,"Spaziergang für Frieden, Freiheit & Selbstbestimmung",200,2022
2022-03-01,Endhaltestelle Wilder Mann,Kein Mensch braucht Quergida,20,2022
2022-03-04,Altmarkt - Augustusbrücke - Carolaplatz - Albertbrücke - Straßburger Platz - Altmarkt ,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-03-04,Neustädter Markt,Solidarische Herdenimmunität,30,2022
2022-03-05,Altmarkt,Gesund ohne Zwang 2G und Impfzwang beenden,1000,2022
2022-03-05,Neumarkt,Omas gegen Rechts,15,2022
2022-03-06,Neumarkt,Solidarität mit der Ukraine,1000,2022
2022-03-07,Dresden - Radeberg,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-03-07,Leipziger Str. - Markusstraße - Bunsenstr. - Leipziger Str.,"Spaziergang für Frieden, Freiheit & Selbstbestimmung",200,2022
2022-03-07,Wiener Platz/Prager Straße/Globetrotter/Lennestraße/Güntzstraße/Terrassenufer/Wilsdruffer Straße/Kreuzstraße,"Hop, hop, Schwurbelstopp! Gegen selbstermächtigende Querschwurbler",100,2022
2022-03-08,Endhaltestelle Wilder Mann,Kein Platz für Querdenker und Verschrörungstheorien in Trachau,20,2022
2022-03-11,Neumarkt - Wiener Platz - Neumarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-03-11,Neumarkt,"Frieden in Europa, Frieden weltweit",20,2022
2022-03-12,Kronstädter Platz - Kirchplatz - Kronstädter Platz ,Laubegast demokratisch bunt,250,2022
2022-03-12,Schlesischer Platz - Alaunplatz - Königsbrücker Platz,Alerta Queerfeminista - Zusammen gegen das Patriarchat,100,2022
2022-03-13,Neumarkt,Solidarität mit der Ukraine,1000,2022
2022-03-14,Wiener Platz/Prager Straße/Pirnaischer Platz,"Hop, hop, Schwurbelstopp! Gegen selbstermächtigende Querschwurbler",100,2022
2022-03-14,Pfaffendorfer Straße ,Friedliche Nachbarschaft braucht Bildung und Gesundheit,15,2022
2022-03-14,Dresden - Sebnitz,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-03-14,Leipziger Str. - Rietzstr. - Winterstr. - Leipziger Str.,"Demo für Frieden, Freiheit & Selbstbestimmung",200,2022
2022-03-15,Haltestelle Dorothea-Erxlen-Str.,Kein Platz für Querdenker und Verschrörungstheorien in Trachau,20,2022
2022-03-18,Neumarkt - Wiener Platz - Neumarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-03-19,Dresden/Wilsdruff/Bannewitz zum Volksfestgelände,Sternfahrt als Protestaktion gegen die eplodierenden Spritpreise,100,2022
2022-03-20,Altmarkt - Albertbrücke - Carolabrücke - Altmarkt,"Demonstration für eine freie Impfentscheidung, die Wiederherstellung der Menschenrechte und des Ende der Corona Maßnahmen",4000,2022
2022-03-20,Neumarkt,Solidarität mit der Ukraine,1000,2022
2022-03-21,Wilsdruffer Straße  ,"Hop, hop, Schwurbelstopp!",40,2022
2022-03-21,Dresden/Pieschener Allee - Bad Schandau,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-03-21,Leipziger Str. - Bürgerstr. - Leipziger Str.,"Demo für Frieden, Freiheit & Selbstbestimmung",200,2022
2022-03-22,Neumarkt - Pirnaischer Platz - Altmarkt - Neumarkt,Grundgesetz und Demokratie schützen,1000,2022
2022-03-22,Endhaltestelle Wilder Mann,Kein Platz für Querdenker und Verschrörungstheorien in Trachau,20,2022
2022-03-22,Neumarkt,Nationalismus raus aus den Köpfen,400,2022
2022-03-22,Neumarkt - Wildsdruffer Str. - Neumarkt,Nationalismus raus aus den Köpfen,200,2022
2022-03-25,Neumarkt - Wiener Platz - Neumarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-03-26,Leisniger Platz - Bürgerstraße - Leisniger Platz,Antifaschstische Stadtteil - Demostration gegen Querdenker/Nazis in Dresden,100,2022
2022-03-27,Neumarkt,Solidarität mit der Ukraine,1000,2022
